Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X2-1/2X.250,HSS3X2-1/2X1/4,F,7.96,2.21,–,–,3.00,2.30,–,–,–,2.50,1.80,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,7.73,–,9.88,–,2.57,2.16,1.72,1.08,1.93,1.90,1.54,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X2-1/2X.188,HSS3X2-1/2X3/16,F,6.23,1.71,–,–,3.00,2.48,–,–,–,2.50,1.98,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,11.4,–,14.2,–,2.11,1.73,1.41,1.11,1.59,1.52,1.27,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X2-1/2X.125,HSS3X2-1/2X1/8,F,4.33,1.19,–,–,3.00,2.65,–,–,–,2.50,2.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,18.6,–,22.9,–,1.54,1.23,1.03,1.14,1.16,1.09,0.931,0.990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X2X.313,HSS3X2X5/16,F,8.45,2.35,–,–,3.00,2.13,–,–,–,2.00,1.13,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,3.87,–,7.31,–,2.38,2.11,1.59,1.01,1.24,1.58,1.24,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X2X.250,HSS3X2X1/4,F,7.11,1.97,–,–,3.00,2.30,–,–,–,2.00,1.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,5.58,–,9.88,–,2.13,1.83,1.42,1.04,1.11,1.38,1.11,0.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X2X.188,HSS3X2X3/16,F,5.59,1.54,–,–,3.00,2.48,–,–,–,2.00,1.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,8.49,–,14.2,–,1.77,1.48,1.18,1.07,0.932,1.12,0.932,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X2X.125,HSS3X2X1/8,F,3.90,1.07,–,–,3.00,2.65,–,–,–,2.00,1.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,14.2,–,22.9,–,1.30,1.06,0.867,1.10,0.692,0.803,0.692,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X1-1/2X.250,HSS3X1-1/2X1/4,F,6.26,1.74,–,–,3.00,2.30,–,–,–,1.50,0.801,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,3.44,–,9.88,–,1.68,1.51,1.12,0.982,0.543,0.911,0.725,0.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X1-1/2X.188,HSS3X1-1/2X3/16,F,4.96,1.37,–,–,3.00,2.48,–,–,–,1.50,0.978,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,5.62,–,14.2,–,1.42,1.24,0.945,1.02,0.467,0.752,0.622,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X1-1/2X.125,HSS3X1-1/2X1/8,F,3.48,0.956,–,–,3.00,2.65,–,–,–,1.50,1.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,9.93,–,22.9,–,1.06,0.895,0.706,1.05,0.355,0.550,0.474,0.610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X1X.188,HSS3X1X3/16,F,4.32,1.19,–,–,3.00,2.48,–,–,–,1.00,0.478,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,2.75,–,14.2,–,1.07,0.989,0.713,0.947,0.173,0.432,0.345,0.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS3X1X.125,HSS3X1X1/8,F,3.05,0.840,–,–,3.00,2.65,–,–,–,1.00,0.652,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,5.62,–,22.9,–,0.817,0.728,0.545,0.987,0.138,0.325,0.276,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X2-1/2X.313,HSS2-1/2X2-1/2X5/16,F,8.45,2.35,–,–,2.50,1.63,–,–,–,2.50,1.63,–,–,–,–,–,–,–,0.3125,0.291,–,–,–,–,–,–,–,–,–,–,5.59,–,5.59,–,1.82,1.88,1.46,0.880,1.82,1.88,1.46,0.880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X2-1/2X.250,HSS2-1/2X2-1/2X1/4,F,7.11,1.97,–,–,2.50,1.80,–,–,–,2.50,1.80,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,7.73,–,7.73,–,1.63,1.63,1.30,0.908,1.63,1.63,1.30,0.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X2-1/2X.188,HSS2-1/2X2-1/2X3/16,F,5.59,1.54,–,–,2.50,1.98,–,–,–,2.50,1.98,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,11.4,–,11.4,–,1.35,1.32,1.08,0.937,1.35,1.32,1.08,0.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X2-1/2X.125,HSS2-1/2X2-1/2X1/8,F,3.90,1.07,–,–,2.50,2.15,–,–,–,2.50,2.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,18.6,–,18.6,–,0.998,0.947,0.799,0.965,0.998,0.947,0.799,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X2X.250,HSS2-1/2X2X1/4,F,6.26,1.74,–,–,2.50,1.80,–,–,–,2.00,1.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,5.58,–,7.73,–,1.33,1.37,1.06,0.874,0.930,1.17,0.930,0.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X2X.188,HSS2-1/2X2X3/16,F,4.96,1.37,–,–,2.50,1.98,–,–,–,2.00,1.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,8.49,–,11.4,–,1.12,1.12,0.894,0.904,0.786,0.956,0.786,0.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X2X.125,HSS2-1/2X2X1/8,F,3.48,0.956,–,–,2.50,2.15,–,–,–,2.00,1.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,14.2,–,18.6,–,0.833,0.809,0.667,0.934,0.589,0.694,0.589,0.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X1-1/2X.250,HSS2-1/2X1-1/2X1/4,F,5.41,1.51,–,–,2.50,1.80,–,–,–,1.50,0.801,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,3.44,–,7.73,–,1.03,1.11,0.822,0.826,0.449,0.764,0.599,0.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X1-1/2X.188,HSS2-1/2X1-1/2X3/16,F,4.32,1.19,–,–,2.50,1.98,–,–,–,1.50,0.978,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,5.62,–,11.4,–,0.882,0.915,0.705,0.860,0.390,0.636,0.520,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X1-1/2X.125,HSS2-1/2X1-1/2X1/8,F,3.05,0.840,–,–,2.50,2.15,–,–,–,1.50,1.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,9.93,–,18.6,–,0.668,0.671,0.535,0.892,0.300,0.469,0.399,0.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X1X.188,HSS2-1/2X1X3/16,F,3.68,1.02,–,–,2.50,1.98,–,–,–,1.00,0.478,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,2.75,–,11.4,–,0.646,0.713,0.517,0.796,0.143,0.360,0.285,0.374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/2X1X.125,HSS2-1/2X1X1/8,F,2.63,0.724,–,–,2.50,2.15,–,–,–,1.00,0.652,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,5.62,–,18.6,–,0.503,0.532,0.403,0.834,0.115,0.274,0.230,0.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/4X2-1/4X.250,HSS2-1/4X2-1/4X1/4,F,6.26,1.74,–,–,2.25,1.55,–,–,–,2.25,1.55,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,6.66,–,6.66,–,1.13,1.28,1.01,0.806,1.13,1.28,1.01,0.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/4X2-1/4X.188,HSS2-1/4X2-1/4X3/16,F,4.96,1.37,–,–,2.25,1.73,–,–,–,2.25,1.73,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,9.93,–,9.93,–,0.953,1.04,0.847,0.835,0.953,1.04,0.847,0.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/4X2-1/4X.125,HSS2-1/4X2-1/4X1/8,F,3.48,0.956,–,–,2.25,1.90,–,–,–,2.25,1.90,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,16.4,–,16.4,–,0.712,0.755,0.633,0.863,0.712,0.755,0.633,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/4X2X.188,HSS2-1/4X2X3/16,F,4.64,1.28,–,–,2.25,1.73,–,–,–,2.00,1.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,8.49,–,9.93,–,0.859,0.952,0.764,0.819,0.713,0.877,0.713,0.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2-1/4X2X.125,HSS2-1/4X2X1/8,F,3.27,0.898,–,–,2.25,1.90,–,–,–,2.00,1.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,14.2,–,16.4,–,0.646,0.693,0.574,0.848,0.538,0.639,0.538,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2X2X.250,HSS2X2X1/4,F,5.41,1.51,–,–,2.00,1.30,–,–,–,2.00,1.30,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,5.58,–,5.58,–,0.747,0.964,0.747,0.704,0.747,0.964,0.747,0.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2X2X.188,HSS2X2X3/16,F,4.32,1.19,–,–,2.00,1.48,–,–,–,2.00,1.48,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,8.49,–,8.49,–,0.641,0.797,0.641,0.733,0.641,0.797,0.641,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2X2X.125,HSS2X2X1/8,F,3.05,0.840,–,–,2.00,1.65,–,–,–,2.00,1.65,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,14.2,–,14.2,–,0.486,0.584,0.486,0.761,0.486,0.584,0.486,0.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2X1-1/2X.188,HSS2X1-1/2X3/16,F,3.68,1.02,–,–,2.00,1.48,–,–,–,1.50,0.978,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,5.62,–,8.49,–,0.495,0.639,0.495,0.697,0.313,0.521,0.417,0.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2X1-1/2X.125,HSS2X1-1/2X1/8,F,2.63,0.724,–,–,2.00,1.65,–,–,–,1.50,1.15,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,9.93,–,14.2,–,0.383,0.475,0.383,0.728,0.244,0.389,0.325,0.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2X1X.188,HSS2X1X3/16,F,3.04,0.845,–,–,2.00,1.48,–,–,–,1.00,0.478,–,–,–,–,–,–,–,0.1875,0.174,–,–,–,–,–,–,–,–,–,–,2.75,–,8.49,–,0.350,0.480,0.350,0.643,0.112,0.288,0.225,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS2X1X.125,HSS2X1X1/8,F,2.20,0.608,–,–,2.00,1.65,–,–,–,1.00,0.652,–,–,–,–,–,–,–,0.125,0.116,–,–,–,–,–,–,–,–,–,–,5.62,–,14.2,–,0.280,0.366,0.280,0.679,0.0922,0.223,0.184,0.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS20X.500,HSS20.000X0.500,F,104.00,28.5,–,–,–,–,20.0,–,–,–,–,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,–,–,–,43.0,1360,177,136,6.91,1360,177,136,6.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS20X.375,HSS20.000X0.375,F,78.67,21.5,–,–,–,–,20.0,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,57.3,1040,135,104,6.95,1040,135,104,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS18X.500,HSS18.000X0.500,F,93.54,25.6,–,–,–,–,18.0,–,–,–,–,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,–,–,–,38.7,985,143,109,6.20,985,143,109,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS18X.375,HSS18.000X0.375,F,70.66,19.4,–,–,–,–,18.0,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,51.6,754,109,83.8,6.24,754,109,83.8,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS16X.625,HSS16.000X0.625,F,103.00,28.1,–,–,–,–,16.0,–,–,–,–,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,–,–,–,27.5,838,138,105,5.46,838,138,105,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS16X.500,HSS16.000X0.500,F,82.85,22.7,–,–,–,–,16.0,–,–,–,–,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,–,–,–,34.4,685,112,85.7,5.49,685,112,85.7,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS16X.438,HSS16.000X0.438,F,72.87,19.9,–,–,–,–,16.0,–,–,–,–,–,–,–,–,–,–,–,0.438,0.407,–,–,–,–,–,–,–,–,–,–,–,–,–,39.3,606,99.0,75.8,5.51,606,99.0,75.8,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS16X.375,HSS16.000X0.375,F,62.64,17.2,–,–,–,–,16.0,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,45.8,526,85.5,65.7,5.53,526,85.5,65.7,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS16X.312,HSS16.000X0.312,F,52.32,14.4,–,–,–,–,16.0,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,55.0,443,71.8,55.4,5.55,443,71.8,55.4,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS16X.250,HSS16.000X0.250,F,42.09,11.5,–,–,–,–,16.0,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,68.7,359,57.9,44.8,5.58,359,57.9,44.8,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS14X.625,HSS14.000X0.625,F,89.36,24.5,–,–,–,–,14.0,–,–,–,–,–,–,–,–,–,–,–,0.625,0.581,–,–,–,–,–,–,–,–,–,–,–,–,–,24.1,552,105,78.9,4.75,552,105,78.9,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS14X.500,HSS14.000X0.500,F,72.16,19.8,–,–,–,–,14.0,–,–,–,–,–,–,–,–,–,–,–,0.500,0.465,–,–,–,–,–,–,–,–,–,–,–,–,–,30.1,453,85.2,64.8,4.79,453,85.2,64.8,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS14X.375,HSS14.000X0.375,F,54.62,15.0,–,–,–,–,14.0,–,–,–,–,–,–,–,–,–,–,–,0.375,0.349,–,–,–,–,–,–,–,–,–,–,–,–,–,40.1,349,65.1,49.8,4.83,349,65.1,49.8,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS14X.312,HSS14.000X0.312,F,45.65,12.5,–,–,–,–,14.0,–,–,–,–,–,–,–,–,–,–,–,0.312,0.291,–,–,–,–,–,–,–,–,–,–,–,–,–,48.1,295,54.7,42.1,4.85,295,54.7,42.1,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSS,HSS14X.250,HSS14.000X0.250,F,36.75,10.1,–,–,–,–,14.0,–,–,–,–,–,–,–,–,–,–,–,0.250,0.233,–,–,–,–,–,–,–,–,–,–,–,–,–,60.1,239,44.2,34.1,4.87,239,44.2,34.1,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
