,B,C,D,E
75%,0.0,88155.65565446267,211789.2660957059,5926.076496349346
max,6664.918218837443,296176.65035544714,415629.9928953084,24129.641172983545
count,1000.0,1000.0,1000.0,1000.0
mean,12837.80602020208,204129.3835355661,222583.22129094144,7928.094128340266
std,19345.810546395744,50794.46350885028,54840.01844283804,3433.252588202898
min,0.0,81684.94951727908,84238.36998474579,2658.7203620869477
25%,3255.07696915047,167958.084570402,181974.2442214518,5564.069191814971
50%,6769.301772099587,196635.93888718728,219727.49358759462,7159.249061527946
75%,14201.582791971827,234153.92953835503,259139.23799132832,9442.831275874552
max,300231.25930966984,492415.3451474319,406605.1383361522,34097.973721954884
count,1000.0,1000.0,1000.0,1000.0
mean,284.23213075362986,116121.98307545902,134560.04048995182,5677.345160356263
std,1408.1906730859507,24825.14352558699,50444.624554961,2743.300112532428
min,0.0,59196.8920817705,1219.3934338007796,1456.0974255460812
25%,0.0,98661.34434424549,99099.32065177796,3814.5823407473945
50%,0.0,113457.94453840074,133111.37003749041,5046.386218114965
75%,0.0,130599.83467640454,165983.9687709741,6856.746350426834
max,22984.7472486272,221499.89113098272,367244.0311301448,21577.32222627131
count,13.0,13.0,13.0,13.0
mean,1734234.0269046675,481631.6377594045,264028.10696796706,8294.974157456103
std,138877.51171553865,48164.928567671,65901.73143559611,2772.0193609704515
min,1393808.4214969703,409537.253573458,110936.80480486018,4153.482722481343
25%,1695178.647331707,442267.35770774324,239572.94275442703,6969.137519339293
50%,1764332.4046293546,488239.4275097798,249525.36592700717,8296.32964065186
75%,1786341.1018300208,510722.8421412091,306929.7146770003,8875.350642691994
max,1968685.1442426816,580609.481144692,372390.487911084,16058.151249856255
count,1000.0,1000.0,1000.0,1000.0
mean,334.7272951621544,52094.81336783126,153913.07534564883,6448.041226333816
std,1771.7857555243902,19420.704987707515,49543.79935522581,2952.8199212525546
min,0.0,18884.37479067368,26444.376813011393,1996.2320341569364
25%,0.0,42573.73533317921,117842.95924091357,4459.029155537954
50%,0.0,49834.383849839454,151377.23803246496,5933.535358524225
75%,0.0,59087.46895707315,186573.2043185536,7708.766469832685
max,25228.368048368186,473401.25541315257,372387.40563791007,25436.958285965557
count,1000.0,1000.0,1000.0,1000.0
mean,6818.683882462837,182832.61438524097,161585.69015784806,7431.471652541234
std,11059.625076437529,43262.09923500101,50627.41223416447,3323.5576449479913
min,0.0,85148.42078199373,29904.63570552155,1991.7511453560987
25%,1169.9072950019686,151641.62740324796,124292.47825561214,5189.493316971994
50%,3336.7179222268496,176910.1539732106,160134.93243541403,6803.961293054386
75%,7079.3280490437655,208685.54238453278,195491.5562407274,8761.678129849104
max,89813.32315872007,367771.7789254733,408516.15446935745,26601.125045761895
count,1000.0,1000.0,1000.0,1000.0
mean,17036.10310012528,197503.6320259996,128740.67215680177,7797.069311040433
std,19713.124840698303,50202.90986192921,51016.40531333962,3442.257409564058
min,0.0,88370.19945022163,1214.1854420904165,2184.666349809792
25%,4263.588378047496,161855.34009256572,91775.33161615199,5417.19654391638
50%,9123.180532550945,190676.4477734123,125290.12346834701,7092.909798096121
75%,22327.45482489015,225756.96366434518,161746.8221187452,9314.778179672241
max,140767.0091710322,620069.6628515957,297780.89114944154,31762.3245737329
count,1000.0,1000.0,1000.0,1000.0
mean,97.4999961760342,103655.80677732117,114652.17128336907,7852.29255830726
std,712.1406332750731,25419.720251157927,50335.40598792635,3804.6554204554127
min,0.0,54246.93040297902,0.0,1991.2369878361187
25%,0.0,86744.28674384365,78956.19910512165,5436.397063994225
50%,0.0,100944.54538008769,110498.29050113175,7185.204116912924
75%,0.0,117211.77982828044,149000.0521526522,9277.506887982543
max,13875.53510278461,349629.81775948044,272165.2225293799,56411.33756499309
count,1000.0,1000.0,1000.0,1000.0
mean,11595.505778446275,193704.32391733577,199631.55551841058,7971.143319436727
std,15210.366798691526,47430.44148114141,51799.10730623216,3462.3195187497386
min,0.0,91118.37198176402,34815.5653417712,2263.956888914612
25%,3120.5544772669564,160642.54920116422,165175.25156111713,5588.004991213122
50%,6391.518156665368,187458.09857079858,198542.09594999102,7182.948217109313
75%,12594.226389635145,219304.8882026241,232164.12269249553,9609.949857698366
max,112371.97353096596,390013.44685265573,393972.89965168346,29688.775915626687
count,742.0,742.0,742.0,742.0
mean,929199.028845626,433299.03927281225,293455.81402633665,8113.353510668441
std,162542.6701836888,74408.9571848488,60234.46514072508,3554.9344920303183
min,411968.14948785043,260035.72970332668,144726.11834754734,2275.3110234839055
25%,820703.7625706986,390275.63603417703,249703.5827707944,5697.741564228298
50%,917617.3659067898,428627.8943291177,287904.93804936856,7415.844222069589
75%,1020086.6549108526,467092.38949776976,334227.13945295213,9777.102620880942
max,2385339.872598813,1594314.961989016,497954.06867538084,33868.08462426154
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,8.54259815335879,69619.4602280609,86781.2992126632,7579.228400574921
std,153.14078857318717,16710.274322636786,50026.89164952345,3346.4656790932536
min,0.0,27806.78439081067,0.0,1867.026221564525
25%,0.0,58416.181572350106,49764.22210663283,5224.649708878909
50%,0.0,67983.66060225885,84825.9439251289,6981.9315529242285
75%,0.0,79099.6085037391,115743.80507918907,9173.207017324847
max,4019.801744465561,176094.8839302398,253211.78751751152,29631.45063174285
count,9.0,9.0,9.0,9.0
mean,1978977.8326572303,546819.782213911,356506.753546284,7838.044880736775
std,211100.02582742734,59764.89105881605,91046.73635567015,2856.079597570773
min,1691799.9531906713,466836.768500968,233016.35014319693,4567.313707466477
25%,1839535.4276441475,505713.3603056022,281053.6183606593,5556.547424075473
50%,1943316.1534451318,533769.3681281554,348905.4200253349,7223.278693311515
75%,2042018.839344414,581000.6522739393,413910.63769149076,9483.198930662236
max,2420650.370695611,646871.2316417161,507715.87331166794,12329.363018538255
count,1000.0,1000.0,1000.0,1000.0
mean,1304.9060788148856,143698.7050865519,154064.01524454463,5433.3938871096125
std,3403.4942455594805,37007.662184477704,51264.48479355819,2596.0191103762654
min,0.0,72495.90204875417,21715.096223143348,1116.2224403486593
25%,0.0,119251.860811698,116631.12855064243,3695.4157261190885
50%,0.0,138945.24435673447,150735.82244666156,4795.558746544831
75%,1510.3479962086767,162811.17523553642,187686.6663051212,6539.820553242899
max,39105.91599862886,621082.1342353428,349088.74591141555,24144.068518280892
count,718.0,718.0,718.0,718.0
mean,1152691.2253859532,579098.989055745,400442.9573214892,7830.702276757441
std,189755.4166258791,75408.4133140325,76438.17936755283,3436.855345601863
min,653680.875305368,417610.456272971,186306.65809530663,2071.8387063048203
25%,1027784.5497663287,534011.0797426009,349140.69881822,5425.560197604602
50%,1138568.4603379513,573301.3933363633,393940.3637856617,7196.008103695702
75%,1264901.4188221004,614023.0720158254,446327.0508042343,9471.843228176447
max,3438961.1525707357,1448460.4131361144,733930.5567806659,29894.801423241955
count,1000.0,1000.0,1000.0,1000.0
mean,515.3401818264971,128078.53706545445,121676.79629421154,7552.66627660588
std,1920.6812065282265,29331.911738650455,50543.85477439483,3394.3195373950157
min,0.0,63443.42196578808,0.0,1751.57690859217
25%,0.0,107481.80355976887,86196.93240614509,5269.257946748404
50%,0.0,124996.9119830921,118797.80123974105,6804.491583281962
75%,0.0,143823.6147442088,153841.59267208597,8980.215721023527
max,28877.067497469874,379948.83849355864,347457.2277295232,32609.985873135527
count,80.0,80.0,80.0,80.0
mean,1854485.2335210466,774097.3589099853,518658.1638385638,7600.675399301302
std,193293.69039939987,69113.2295013654,108770.88128246009,3139.0433040587227
min,1465493.4501183769,634336.8488986428,314544.88737304765,2811.1143443145143
25%,1697505.3032085523,724650.4203935091,444529.3997016945,5405.457334548115
50%,1848406.007611042,772132.4792432676,501558.0635361217,6779.416234523265
75%,1987621.356059256,815800.067574454,570976.4867269762,9275.824817829256
max,2253549.2160898824,938451.1903450713,844146.3619565631,19051.85557075288
count,1000.0,1000.0,1000.0,1000.0
mean,454.107111727418,106152.79848074143,189881.5069742225,7936.197279808334
std,2397.075459016485,29164.063033153197,54308.628859050514,3576.879381922146
min,0.0,45249.57458031629,22449.144303074292,2540.274904698176
25%,0.0,87201.4598313304,150898.53259301264,5542.296231995368
50%,0.0,102009.83281581449,189297.58348366234,7246.580450111749
75%,0.0,120039.97556522915,225427.5908006148,9453.625467997239
max,50805.88293691469,459041.12191248615,368505.441673627,39703.16848262556
count,1000.0,1000.0,1000.0,1000.0
mean,101.24944237131379,101663.23677255487,69769.43364213151,7683.591722047996
std,716.212037333605,23883.218658655056,46111.38826670561,3629.181374378627
min,0.0,44008.287177048835,0.0,2134.786242132601
25%,0.0,84544.63791627524,40013.88636607055,5337.897795742523
50%,0.0,98743.99136132424,66319.39803613097,7072.5898843254745
75%,0.0,115194.29764406013,95057.68442620852,9165.605661822367
max,13851.614822613692,266925.2564073851,228966.6275127901,52885.803844359834
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,1307.2150965110316,71373.37031407967,207524.78030582407,7177.061796650331
std,6749.5331863753,26301.449013363923,52535.918821292675,3259.3044264703785
min,0.0,23889.518558434887,52091.829066657156,1695.5932551474432
25%,0.0,55652.57639473234,170428.13195304648,4987.451247902809
50%,0.0,66002.46228662791,207230.14846105324,6499.161387100804
75%,413.2613348086746,79305.97155229861,242302.48895363108,8595.209882841704
max,157815.43426473154,302137.15904933185,448536.03776895173,32242.87231892786
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,57.02465658601868,36847.04685335567,140698.62314073424,7105.722335511238
std,477.56150123079016,13207.930060443354,49986.2110173037,3221.7283523219394
min,0.0,13119.319725537503,14052.808588897598,1487.4961662168066
25%,0.0,28590.2433690143,104272.47558573281,4969.021755417647
50%,0.0,35073.27251522328,141281.9110504478,6468.865042013529
75%,0.0,41932.55587522234,173306.6887280852,8528.746898932666
max,8077.3597842539575,201549.64767409256,345060.85605815717,25982.98307187354
count,1000.0,1000.0,1000.0,1000.0
mean,596.995513893224,103747.2671261811,194609.73918720137,6608.744005102828
std,3104.819952245179,29306.831080633376,54577.86346012564,2871.690631256934
min,0.0,43723.62409887231,35402.709356286956,1889.8998331739213
25%,0.0,86006.601148294,156687.3063447951,4532.131857375875
50%,0.0,100642.09613649684,194383.32020403584,6054.111941475929
75%,0.0,117169.82551332926,227539.87785697647,7949.414158157778
max,77159.5738218592,518196.6662684283,403865.50850359845,21083.09990903859
count,1000.0,1000.0,1000.0,1000.0
mean,104.87180880398795,38865.146555774314,168752.54144180057,7678.911709656482
std,783.2918378641051,24556.408020072453,54294.95660240891,3401.672258778229
min,0.0,9950.204274436812,30997.83480397485,2243.219968048245
25%,0.0,28509.280583431875,131047.75620323153,5400.24891846492
50%,0.0,34979.9647519041,167096.00192079658,7039.220620688149
75%,0.0,43528.34953753985,201761.76877026237,9329.737186765225
max,15598.221927299206,544346.0278231543,392516.7499056357,43366.65219945825
count,1000.0,1000.0,1000.0,1000.0
mean,300.95981409832683,47299.39861827578,185582.13711515832,7749.11399045805
std,1702.3857426734144,20028.322276538587,54894.79838703872,3344.9313028459874
min,0.0,17636.602632710285,41979.702229065224,2350.315293960903
25%,0.0,36288.48063282927,146304.88091770193,5488.367489855073
50%,0.0,43776.57019349943,184453.98017139238,7065.596618261218
75%,0.0,52749.20313884751,221906.00063064325,9233.237894311811
max,25237.618612701186,301167.0572669914,440110.09592300514,25025.457882331582
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,454.11303317452575,95501.56267083473,172942.00342422712,7374.104865556304
std,2129.104635685566,26318.70713690914,51746.41566062119,3368.1105950593083
min,0.0,42874.350066884006,8351.338336152803,2095.554348625578
25%,0.0,78773.86926448037,135681.63622130879,5077.817298526963
50%,0.0,91192.49967700838,170887.7062331715,6603.167389683918
75%,0.0,108068.19214221618,208565.6872783424,8788.362759932148
max,35446.70862785802,341973.78862502106,398538.8112272863,25691.679261941426
count,1000.0,1000.0,1000.0,1000.0
mean,143.59397835719048,53626.172802992136,183802.197098449,7430.247252672846
std,1062.2347565679022,22218.896681015023,54711.73921466733,3706.074246729356
min,0.0,19288.178561419176,31308.10908434728,1847.9936808616594
25%,0.0,42407.79307088217,147564.83760237182,5119.064404841244
50%,0.0,50199.80936154381,182551.82004355802,6693.908504209408
75%,0.0,59895.37726813799,219352.7624039171,8853.407272468241
max,21218.87464056521,485764.3952100007,420121.5591634403,56114.991774700466
count,1000.0,1000.0,1000.0,1000.0
mean,3526.914901423785,155875.38211196792,101182.0467798754,7156.06645862609
std,7916.917425619509,37849.32703886508,48148.96623512898,3333.1276938316337
min,0.0,76027.96161911912,0.0,2166.8112641941234
25%,0.0,130809.39232091019,67511.05029497902,4937.888966678379
50%,1234.543804229891,150866.8412093115,99800.4626572642,6494.14653403996
75%,3524.2839020203064,177039.03263802378,134898.02490556624,8596.383030311687
max,77209.50300581355,358494.6642255734,257908.97911634017,33587.56848953574
count,1000.0,1000.0,1000.0,1000.0
mean,31058.45098693137,228234.07214444113,229945.68499241836,7957.29715951778
std,32093.145087413784,64769.298523131685,49198.69308144641,3293.054280450422
min,255.00801856504933,97151.07513514908,69697.0441252386,2463.653912631506
25%,10625.203054362404,188025.3518143929,198138.69164482577,5560.048182996374
50%,20459.320689604712,219525.6114917554,228644.395420681,7258.209937850632
75%,40722.87043269643,256303.8007773892,260895.42303108404,9560.813277491146
max,319011.7113755294,1252678.6083431358,492952.01032584487,22910.57684255368
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,126.89639186172455,98580.05231496849,138557.76120552217,7033.369691269551
std,777.6947442581654,23856.84443495221,50092.95024482479,3547.891498070141
min,0.0,49592.38390168875,1483.4175220244776,1765.3231558010634
25%,0.0,82713.86689083675,104738.71028580559,4786.748294397204
50%,0.0,94889.09690908305,135983.9011853098,6307.621993038312
75%,0.0,110757.51698646278,171491.9935181265,8417.263066760666
max,13875.53510278461,264019.633947851,321769.5654489163,52635.083669500185
count,1.0,1.0,1.0,1.0
mean,2679945.910585161,666745.4881739328,564871.0536620632,5012.419687188341
std,,,,
min,2679945.910585161,666745.4881739328,564871.0536620632,5012.419687188341
25%,2679945.910585161,666745.4881739328,564871.0536620632,5012.419687188341
50%,2679945.910585161,666745.4881739328,564871.0536620632,5012.419687188341
75%,2679945.910585161,666745.4881739328,564871.0536620632,5012.419687188341
max,2679945.910585161,666745.4881739328,564871.0536620632,5012.419687188341
count,1000.0,1000.0,1000.0,1000.0
mean,4449.821913246549,142451.1669845258,184302.174903727,7208.23150564816
std,11662.45700356919,38749.8484013305,50938.47923201234,3176.586941816615
min,0.0,69273.64795864113,33142.788496701556,2003.4417405190625
25%,53.63374749160716,115734.79518670712,147613.9466448094,4929.977614114174
50%,1342.44175345356,137250.71554909088,182132.0574293077,6511.292521926091
75%,4570.316682401207,162199.05202237383,219217.09376962375,8866.304793595787
max,229096.30690052806,638052.2427576431,423328.4712825716,22894.614840565962
count,865.0,865.0,865.0,865.0
mean,770582.8877139618,480059.91778158175,340063.4808183112,7104.717731097609
std,141318.5974501788,74874.62613602151,66275.47915390677,3229.21921650284
min,398205.34045941394,309289.196768807,167998.77828086686,1844.320403465016
25%,675028.1873959253,432413.2856182563,292973.8274151998,4913.5318806423775
50%,764446.9608672978,478369.1350256408,333737.51213580766,6427.893082209739
75%,858710.8971755779,517743.8959667687,381953.2258019267,8640.877560563493
max,1865261.2855709568,1371980.5918097077,579719.3046811076,27821.861789229544
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2749.082863776751,108929.70150673336,216965.0879988746,7120.7506035973465
std,10302.415455996892,30452.63712232254,51221.77085921929,3263.3645049885663
min,0.0,50766.70467012933,75914.94933224106,2028.0962942877688
25%,0.0,89486.77049972033,181785.77869145814,4887.000396003514
50%,327.68327411955187,104172.75983706655,214343.54598457707,6471.007758490545
75%,1953.5744887440937,122938.2515474433,248582.14829243475,8501.831406660829
max,228909.2122297341,392986.08021065244,411626.38441375684,31249.78917825177
count,1000.0,1000.0,1000.0,1000.0
mean,28706.302992371624,218723.68399077494,186416.37961206076,7778.624493267148
std,26714.03078899434,54977.44010264257,53618.785870835825,3849.6795423302424
min,0.0,96935.04382377806,57856.047610029134,2328.242373056408
25%,10207.463006455595,177910.61225820563,149304.68864965605,5261.234879959411
50%,19596.86181061813,211377.63941232563,184278.47004589916,7091.483151180435
75%,40247.23088007177,248691.19506835146,219414.5300146739,9269.305533993576
max,223328.06774369837,465166.51093941554,426612.8593477239,65728.11240407337
count,1000.0,1000.0,1000.0,1000.0
mean,360.3345136271897,84548.26533701933,203428.26451101876,7953.269098950945
std,1778.229763205484,26478.69290692396,51473.69747168057,3753.8883089448154
min,0.0,30689.115195645663,55659.49070015142,2237.016269484119
25%,0.0,68581.71765869643,167854.16626830658,5495.713651467911
50%,0.0,80572.81831817768,201588.80453378364,7223.052569147221
75%,0.0,94849.3425927523,237274.44938376837,9278.633462733596
max,21794.131954249828,429663.7550929897,393803.2927564135,37116.68525078097
count,1000.0,1000.0,1000.0,1000.0
mean,2133.5434712844435,59695.95742886758,192487.82152213168,7209.86087118255
std,6895.306948235957,23703.852772897455,52790.57692665547,3340.0633557853407
min,0.0,23117.65315979472,27410.327131675083,2179.5049880461866
25%,0.0,48012.284492343344,154398.3924248844,4965.861645041649
50%,59.731459774350974,55908.52384553405,190616.44546689183,6627.613606548337
75%,1558.0994754402982,66214.72711305466,225595.8409863902,8593.694844800904
max,106812.2968276387,534996.8724934092,462937.662044527,43810.59295417025
count,1000.0,1000.0,1000.0,1000.0
mean,2244.6905698637083,148115.55763217885,215112.6350611247,8049.394192183175
std,6097.176361507994,39500.25357420249,50160.26874500269,3463.6109017190406
min,0.0,73884.62918243375,55272.08421223798,2287.874023890288
25%,0.0,119821.47013366409,181460.8721989938,5526.318921386226
50%,224.362135026526,143294.7682637566,214030.51414230617,7420.967075644359
75%,2307.0430487087906,168021.04408356445,247596.38473690284,9647.399927385093
max,84324.4581751359,625195.6996188314,461953.2635016263,29275.62477512252
count,1000.0,1000.0,1000.0,1000.0
mean,1538.3575399997974,145982.13056020904,185054.61233097117,7873.283282447231
std,4579.162679934275,35217.312051507346,54668.59960599521,3489.081127219006
min,0.0,77450.18321064136,41308.50964690645,2093.1495119298343
25%,0.0,120261.61432636454,148138.3911076578,5464.636988927665
50%,0.0,140470.7582267675,184311.68991057697,7125.776622288235
75%,1708.7944029439384,165626.62906364846,222514.60342429936,9415.627647952108
max,68050.412107979,384843.9132875266,405483.61804361123,30743.68057535353
count,1000.0,1000.0,1000.0,1000.0
mean,1797.9123416420712,61596.45288224392,206062.69759528208,7981.216410523311
std,6611.494858296429,24533.714952650713,53079.97674381129,3556.597232767054
min,0.0,22153.421983813565,42924.56089098624,2440.352392784398
25%,0.0,48636.353595343084,168612.39195146706,5541.426237717253
50%,0.0,58055.19939335552,205633.26199543301,7302.3496304414975
75%,987.1066702588719,69559.45419005844,242836.93855852558,9471.935127990693
max,106819.20535748523,472882.71475370583,472743.1784376366,34768.395261047
count,2.0,2.0,2.0,2.0
mean,2084585.3760313352,528712.3623013452,323621.61880405655,6633.0582311153785
std,299101.17391293304,44841.5914007307,93652.264071834,2291.929008526201
min,1873088.9076966434,497004.5689426922,257399.46780538943,5012.419687188341
25%,1978837.1418639892,512858.46562201873,290510.543304723,5822.73895915186
50%,2084585.3760313352,528712.3623013452,323621.61880405655,6633.0582311153785
75%,2190333.6101986812,544566.2589806718,356732.69430339005,7443.377503078897
max,2296081.844366027,560420.1556599983,389843.7698027236,8253.696775042416
count,946.0,946.0,946.0,946.0
mean,383089.6879627919,306693.4570146322,183308.98652679095,7723.620215151853
std,99446.49311779106,59783.023506983474,53528.99310905687,3713.5766250088345
min,136343.0459953476,165688.9087256608,11973.283911942537,2057.730362190125
25%,316372.04318911023,267400.18251855735,146744.68233104865,5294.62337079803
50%,377866.4479695255,304508.0285659777,180621.9673061256,7033.447810704121
75%,439541.2305824573,341637.5641845685,218273.82047920497,8992.896000721896
max,688904.2587293525,854466.9411170444,410116.9300467999,37852.9229550981
count,1000.0,1000.0,1000.0,1000.0
mean,26.394543617537344,73453.19146731129,128814.63825021927,7154.85126208281
std,273.23622317163586,18301.02993108075,49280.64876494851,3408.8457699894775
min,0.0,34791.365842426676,1013.3925167299308,2266.559424663471
25%,0.0,60841.72284096804,92879.41047412338,4911.837248910871
50%,0.0,71227.1174834528,128799.35447659568,6414.1212785259295
75%,0.0,84338.24918592234,161242.17080959558,8502.747829707618
max,4817.4678786283885,169480.01628541242,271731.7014745051,34914.33295873537
count,1000.0,1000.0,1000.0,1000.0
mean,7052.83557127046,181707.22337584748,153523.4299806435,5744.095992726179
std,10924.606083336914,47459.518234451185,50734.00828068724,2768.273669174335
min,0.0,83495.1179206014,3846.6288499750967,1194.9941874326676
25%,1382.3875889240617,149791.898591819,118175.37078567327,3903.1252474158982
50%,3539.6543712054586,175633.2888598624,151451.37569110707,5129.02035386215
75%,7545.743960306543,205766.62033654487,187106.25272679102,6970.962269467087
max,98566.56595617573,597461.7753906845,464282.4017787982,38345.837200150025
count,1000.0,1000.0,1000.0,1000.0
mean,3125.3669270443174,161305.40353554592,185772.90611777114,7844.279870375609
std,6659.0113011738795,42984.97381521987,53162.8071470453,3369.1987966659008
min,0.0,77410.09089948321,37813.35033039382,2012.5518902333617
25%,0.0,133102.3528683184,148760.22136731067,5556.989101818119
50%,1264.9110896390412,154951.65474234434,183292.6304994616,7193.1891692424015
75%,3247.1899678876766,182131.5652401638,221919.69994427616,9199.050738290927
max,62137.16535619962,538591.9135949688,378581.2178356459,29744.07714208027
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,993.0,993.0,993.0,993.0
mean,272099.1470885357,623830.0970858228,528581.6752226115,5944.211910014773
std,151634.31760318653,87231.12470845749,107826.79021204286,2837.1929759421478
min,42087.526577025645,402195.7053406047,281695.79979561473,1753.2801916652725
25%,194513.34801374422,565958.2802162326,458416.72432807466,3922.4519407817684
50%,253073.0577885082,615968.4703993681,511496.1770288323,5399.236941409453
75%,320075.8655792901,680113.3156681398,589370.6757047838,7269.240398523882
max,2736566.9485337357,1361787.517779049,1002475.5527830501,26181.11122108752
count,1000.0,1000.0,1000.0,1000.0
mean,13479.272239943337,178433.2846123777,228812.09850651977,6485.65694804875
std,21875.874470496015,43845.01892461091,51224.752193168955,3095.154145494995
min,0.0,81937.91024380332,80796.55172682118,1708.8804691715136
25%,3110.548513641143,148300.86712256103,192110.09048307594,4430.933980829459
50%,6763.36180209857,174908.13395911112,228906.0866799003,5868.923706947635
75%,13945.454152508735,201781.1455355491,261660.72986210336,7813.788426474007
max,252744.11016004664,419292.0276906818,465302.9116760404,34770.70582389931
count,1000.0,1000.0,1000.0,1000.0
mean,63584.41223373206,350204.2239875741,397686.503227592,7295.363752459908
std,97000.56563026864,72088.48577681098,75749.08044474824,3180.4602458715526
min,1499.5737729754185,194249.01618832815,209970.68687775527,1690.5738437629198
25%,22712.17294813467,300522.8100585332,344928.06341779255,5102.1686629552805
50%,40035.908507543776,342720.1783927258,391880.2601482377,6650.972725169429
75%,78835.61551045197,391342.79496322584,443973.0501577009,8794.586524995928
max,2423473.7305126763,1181794.8783189373,731153.3820913124,25283.832473781673
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2934.5242542071055,142987.0176638686,214104.80183125788,6794.495716669017
std,7170.110911293379,35832.29276985035,51908.105426963884,3124.691991734979
min,0.0,75367.57469514413,21911.5264224159,2026.8676142453883
25%,0.0,115795.9822647978,177270.60441425504,4596.438503305682
50%,541.5584402748741,138727.63451981253,211933.3660909501,6171.685373644468
75%,2771.7788551774597,163882.0653611354,249578.3093735153,8274.033511594622
max,84324.4581751359,420193.51387705427,401389.90506485663,23511.4662357729
count,1000.0,1000.0,1000.0,1000.0
mean,451.8105968734197,60352.33058731231,176335.52150905537,6876.907635220641
std,2090.085472406969,18397.319262386372,51948.03173206541,3476.5242017218156
min,0.0,24776.580981618335,25111.202325278613,1734.2247421067414
25%,0.0,48799.70580249862,141105.9424379377,4719.717291713758
50%,0.0,57356.345344130736,174601.02930920263,6165.193302483653
75%,0.0,68010.32862630812,209657.88099625957,8249.003307638548
max,29562.608152467325,272654.45068991417,368312.62414534553,52609.568477797045
count,1000.0,1000.0,1000.0,1000.0
mean,14442.203344549902,172466.20547630274,215375.25672630468,7742.8352892741705
std,24992.347022379443,44263.68681416203,53819.582457014694,3480.274103053217
min,0.0,78566.148146125,59001.25493760897,2132.863066047633
25%,2891.1185848934656,143534.92068958894,177476.00424470397,5337.535896802003
50%,6789.918134574025,164371.23148147634,214154.768662958,6986.388779715254
75%,15747.40133200739,195266.93675316792,250025.80891034275,9313.28461929028
max,301120.6036413959,519439.0804239717,459623.10839854623,33473.77112322056
count,1000.0,1000.0,1000.0,1000.0
mean,10111.640999046806,183454.35219940456,178050.3939209843,6827.232201222358
std,13857.223831586078,45152.1955797467,51268.018074961336,3333.1093328169713
min,0.0,95149.76633937018,13043.143143948178,1887.7763261510581
25%,2302.2593062659907,149259.91139331475,141444.45405112806,4658.396835293368
50%,5344.236984512905,177790.4628734871,174882.39425702312,5973.565979981569
75%,11054.796131496309,211185.91826168785,212107.65655158792,8130.287045444336
max,102144.97073899911,393668.3101062152,400410.97922189924,27836.526945150068
count,1000.0,1000.0,1000.0,1000.0
mean,11331.018931376513,187174.66396346074,137276.1820825865,6495.3758106506775
std,15643.02482092416,45890.77956887413,48726.67426934246,2916.259243790321
min,0.0,81852.42674455779,12203.32232215448,1763.9250801175815
25%,2499.5750117510484,153904.77826924733,102659.06719681094,4422.867635254554
50%,5701.739418499461,179832.9215537173,133750.63951672587,5846.4418277198565
75%,12385.498387802585,214348.7618107451,170532.8610590525,7900.297041371854
max,136943.8266959428,382379.5903765777,399172.3171723053,21012.63237167898
count,1000.0,1000.0,1000.0,1000.0
mean,12.374067380895172,75055.09793667393,130766.45294567294,7575.111793771557
std,168.98963833361168,19097.736407561806,51956.86533099325,3368.4078534038777
min,0.0,29662.59057236174,2876.6961780225233,2069.677503748535
25%,0.0,61560.335383443045,93171.78437293188,5367.744692157386
50%,0.0,72231.69473089183,129277.98505906253,6975.470101202891
75%,0.0,86001.92429390606,166308.9787765941,8985.655530435943
max,4096.14259587024,192544.87895649264,361547.5589021676,38856.21482389155
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,980.0,980.0,980.0,980.0
mean,283447.0882611406,309941.1706514188,164762.11931350856,7792.307354528461
std,88665.63201037952,63518.4170806446,48992.2326251596,3507.7962236663716
