,B,C,D,E
max,5346.93156217878,281227.38555987435,333915.57790875,40738.944011147854
count,1000.0,1000.0,1000.0,1000.0
mean,1818.6134270101627,117618.19830320985,196399.92960308533,7748.7031378842685
std,6711.139972797837,28785.23181759503,54637.62039698011,3604.736539267725
min,0.0,56654.49171461013,31587.358696366347,2431.574099904792
25%,0.0,98526.53153901272,158073.26652176003,5258.575534764132
50%,0.0,113503.55502605988,193794.07829064416,6912.286411955734
75%,976.1031871529797,132713.53709587248,233282.01231132867,9257.031250010861
max,87683.83606058099,401193.5469147409,412544.1497956194,27825.19068224426
count,988.0,988.0,988.0,988.0
mean,286601.9077260207,338908.7338078323,242100.7956731155,6400.023618952144
std,85220.75779828528,63615.79908640955,53415.99879995019,3086.657086145658
min,57667.005675457345,189553.95576687861,67103.81103145887,1461.4386092939744
25%,228912.20231513501,293641.65902049025,205863.8591966373,4291.421099107388
50%,278813.6087622405,337069.4150051551,240396.84447739302,5744.579406253562
75%,341855.2459348706,379463.60555418633,278356.74302748457,7637.012747415737
max,764189.9057462153,782811.8861942012,476952.4176996846,26617.435642605968
count,1000.0,1000.0,1000.0,1000.0
mean,210.14614279662277,102871.35660539976,169202.22873355402,6787.120483589252
std,1270.9696864023238,24547.13430650713,53301.72140202001,3148.7929816507985
min,0.0,43586.896066357534,17210.859676021173,1967.5217628057944
25%,0.0,86107.19719688126,131900.80265396836,4655.6018530847505
50%,0.0,100366.43797363479,167493.5579373875,6044.96879542873
75%,0.0,116316.75942065606,203348.98340037762,8150.312466667567
max,23761.432139239736,307139.34978279273,428006.728116005,24085.843146005343
count,1000.0,1000.0,1000.0,1000.0
mean,36547.758709339156,225630.0382337672,201285.6054232719,6995.821382859616
std,31659.884340716504,58297.607683029,55311.64452967585,3342.585984611842
min,0.0,93980.94645890039,31573.312630895987,1736.0538857612698
25%,14117.170998466861,184007.97865623748,161682.61196190096,4701.102847369013
50%,26236.53769525479,218159.61549820262,200738.60930616464,6271.370753023269
75%,50646.89026391726,259929.7730031747,235442.90074275923,8432.863657331694
max,257244.60596305027,664653.4717278538,457272.58670407487,32826.509995823995
count,1000.0,1000.0,1000.0,1000.0
mean,3515.274206033582,154304.4364452711,150694.67344681255,6978.053910097294
std,7893.005903166283,37786.642838350825,50609.631920563326,3107.021587208069
min,0.0,73421.38758706389,14297.149846496526,1833.5218352045065
25%,0.0,129127.87141962626,116279.30105491614,4876.848719379047
50%,1292.7293262402568,148396.2595462562,149383.17431219755,6416.576044070825
75%,3465.358974508511,174394.70467519882,182526.6249042891,8350.122041131428
max,72965.01903921433,325989.98371885164,345676.2148779401,24806.714465407833
count,1000.0,1000.0,1000.0,1000.0
mean,967.1523969845337,131242.28113115058,140246.37684217325,7579.862961857189
std,3350.1722438450697,31884.48728938791,52109.117387112194,3713.6025577290666
min,0.0,68267.7813999409,4401.256497686346,2396.725984546587
25%,0.0,110106.45134268783,102313.23684780087,5127.822324748214
50%,0.0,126986.38665824293,139223.90847201433,6766.330309251726
75%,0.0,146046.0694146798,173431.825396914,9054.798980842796
max,51297.59303459032,319781.8946511063,343883.5382527464,46472.350347448206
count,1000.0,1000.0,1000.0,1000.0
mean,4914.129519645826,178299.79145703363,158006.30452627852,7280.557212767453
std,9519.486655714969,43149.56671182851,51412.67309710851,3278.6670608283966
min,0.0,89978.82854680692,11394.23056481305,1913.5421079028088
25%,0.0,148542.79386342358,122581.79502125471,4942.355471539158
50%,2048.3448439204712,170766.04693042627,155244.41019642775,6683.422884462396
75%,5038.898036941248,202003.96832490456,191317.1594061058,8728.583948334626
max,80079.69490711743,365734.5798122307,346353.8707957146,32791.206614155366
count,1000.0,1000.0,1000.0,1000.0
mean,12041.190535810829,183821.7358761201,191349.5802924878,7968.9243002279245
std,21765.80775276396,46586.065448302565,51320.737444672974,3486.2031076025114
min,0.0,87251.98840757803,66449.02620526221,2305.610079878551
25%,2746.218154567664,151196.4670161883,154501.78090187715,5629.75719960085
50%,5822.066292345584,177491.34937924868,187848.81153513613,7267.324794085692
75%,12886.998534003844,207504.75971195797,225660.68394367507,9520.323262787522
max,342807.19556145044,437564.4403186389,428237.78188564396,32507.618368396517
count,1000.0,1000.0,1000.0,1000.0
mean,62.10614357285715,98102.2252844785,121605.66707720283,5827.850208077651
std,586.8497564885887,22338.899911103166,48423.16926651678,2757.6262104058496
min,0.0,53164.98617010483,745.1221141945459,1520.9300405504885
25%,0.0,82423.98043874037,88037.16084411195,3980.245396700231
50%,0.0,95278.11461248668,119302.33928776941,5237.474994979057
75%,0.0,110912.72361662248,154362.06859277346,7101.602386487367
max,13874.097753723654,209300.7962903896,335390.9034970717,28317.659754632943
count,1000.0,1000.0,1000.0,1000.0
mean,7.832052878653689,79509.4261937901,42836.3952119921,5993.4492405885685
std,147.0348250644057,18292.546509954347,41104.301490588994,2802.831330452115
min,0.0,33103.207630662626,0.0,1594.1340793660524
25%,0.0,67061.83779205196,1119.118857465719,4075.732718740203
50%,0.0,77156.37250219664,40824.48755214398,5355.505816474278
75%,0.0,89401.65009515164,66662.6351072832,7248.137004563497
max,4097.322359772588,178172.24281471936,229005.39879730868,27201.43294414398
count,988.0,988.0,988.0,988.0
mean,259442.428180532,317189.317484923,231433.65018275735,7675.70122914351
std,88252.41101359657,68917.29736629917,52841.617036168405,3669.287981161713
min,60945.94713298522,168427.329484041,77281.47834717744,2232.238945327603
25%,199495.35387573583,270576.5266694443,194660.45364775148,5234.882992234893
50%,251642.3467317614,312043.81844887446,230849.43559247575,6857.845649639823
75%,315602.0198289836,354387.5005390751,264516.78354176047,9096.549783399389
max,633005.6196742518,874600.6281696724,410071.43239768554,39933.75732102916
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,52.325458852346564,100665.2458567957,156520.9264406345,7206.016158757532
std,405.3075360340367,25426.361703833045,53500.79047121099,3630.2215101758356
min,0.0,49276.44980066739,10784.52087069031,1781.4960809024521
25%,0.0,84410.17974365897,118729.32396993774,4906.557640417206
50%,0.0,97466.38674236494,155167.52319452743,6479.699625233974
75%,0.0,112945.62635233643,191551.96370912305,8637.045285576973
max,6212.764021565424,360237.0938758922,348929.7155591217,56099.08157555608
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,13.098355654281804,78129.63072706007,118799.9559705792,7721.748464401696
std,168.22499112883756,20408.05499197977,49827.518489015856,3404.6024263621503
min,0.0,27977.100642603837,6.050932537107182,2242.170193352866
25%,0.0,65021.43846869641,83088.87676385083,5477.121670297267
50%,0.0,75129.22292479101,117354.23309651483,7063.963878965094
75%,0.0,88877.36471127938,152099.44525040314,9131.644349597831
max,4019.1526427758104,294528.2491818971,319798.35290734353,40917.741570484395
count,1000.0,1000.0,1000.0,1000.0
mean,951.7851808628943,121351.50418286462,200970.09144656706,7768.44290570071
std,3605.306823166321,28245.208254782232,52779.31786538073,3752.769315020624
min,0.0,67461.19154663126,62566.7542748693,2454.990381931815
25%,0.0,102243.43975797771,165403.65959051214,5326.9715583748175
50%,0.0,116847.9356710115,200171.47519646422,6938.291047693379
75%,125.49399256331493,135901.51075780235,234878.2584892062,9345.662885442936
max,55479.208123366596,279947.8909535063,455411.0656850786,46644.050222875645
count,998.0,998.0,998.0,998.0
mean,254779.77220422766,532615.8773905373,467914.9090483184,7613.120868167824
std,155993.45520329737,85616.93569162709,92366.8919670894,3602.8894269812536
min,36440.662333653716,331166.89782076265,260549.18128784013,2473.1858176498386
25%,180904.64489224032,477512.3989558185,406639.6502980797,5323.063123817414
50%,238514.81074730773,524976.7582538766,458800.89271341526,6947.322102579196
75%,303081.9680905752,578760.784486587,518713.4270202649,9200.678938941759
max,3813300.07723799,1152665.4641582395,1069619.0552673133,50558.0182872483
count,1000.0,1000.0,1000.0,1000.0
mean,122184.65748826948,300552.7287246338,262938.55613115575,7517.519338565247
std,70941.58698627094,67769.79095976951,58109.33748780631,3593.9927312718287
min,17155.64447939253,139327.14144532222,123985.84816062044,2170.5164946209334
25%,73076.14549222871,251913.05507069628,221641.0645886629,5070.923985515352
50%,111342.96569469178,295520.2347767935,259088.6641885331,6704.515620679432
75%,156808.05165405275,340302.74488254904,298688.57087546133,8907.823159065525
max,872907.8389301286,806877.8437257215,457808.11897366843,35713.75613169444
count,1000.0,1000.0,1000.0,1000.0
mean,41818.994437504865,217003.93943505312,259946.79902422286,6480.854355117373
std,61605.06633453329,58064.53142954391,58602.394729569365,3106.4805453591844
min,125.04349029582161,108473.07915063131,104360.55821039119,1595.495644257758
25%,11317.188694571043,177904.01786869424,218155.12653759663,4398.197231969758
50%,23948.367028450735,207524.26707544905,257096.67732112214,5863.439144923623
75%,51771.96122633619,245970.1643511282,298559.38405238447,7739.4465123368855
max,1203683.3740715117,796258.5186943525,519704.0208043428,34299.491407264206
count,1000.0,1000.0,1000.0,1000.0
mean,1597.4548733923507,141293.46132170034,145872.67718942303,5696.719678531159
std,4490.532467619013,33795.623883666914,50513.92715126993,2665.233939517404
min,0.0,65460.67717438199,13181.53203190973,1485.3576872183812
25%,0.0,116244.50457686506,111353.01312705618,3800.2744671400137
50%,0.0,137179.80436941213,143642.43074502726,5140.600527687075
75%,1831.5065430747593,161768.0121046641,179070.63046240734,6968.726371031549
max,68128.95107097541,306041.8795557816,323459.04732590326,20227.69505694611
count,1000.0,1000.0,1000.0,1000.0
mean,41.15794152923197,67366.26104200589,117225.77439880231,7671.9841055788265
std,377.7660440775084,17130.190208942397,49072.39288035246,3393.2072876344623
min,0.0,27575.583424681314,0.0,2077.4688289352234
25%,0.0,55764.1243112842,82357.93641187125,5421.991315024563
50%,0.0,65046.05923578996,113314.65129443491,7066.315774311479
75%,0.0,76977.70505055843,149889.9777821807,9120.833957475112
max,6776.583252396015,182032.61464142473,287926.7351212342,38951.188762047605
count,1000.0,1000.0,1000.0,1000.0
mean,12310.32000269572,112239.92280283343,234782.1191067264,6867.259035702838
std,27617.08257356427,35929.010246162274,53258.86947866354,3136.9082065827015
min,0.0,47626.77067641545,83933.14238635384,1728.91755366404
25%,1637.0937429109401,89797.74417735811,198015.52704785726,4685.572767948603
50%,4372.433012602414,105382.26331699136,233274.37846894766,6315.546153349875
75%,12231.206093705467,126907.4065601271,269192.2038060898,8237.692137280239
max,548644.2903874633,401848.23534012807,445930.0084229687,30771.731577768685
count,1000.0,1000.0,1000.0,1000.0
mean,1540.5250038354184,142065.04818001087,136236.5369315442,5231.5763687170365
std,4457.253883335487,34374.23952215349,50580.153469600715,2491.4937421193385
min,0.0,65460.67717438199,6901.328873227423,1369.5739158059127
25%,0.0,117019.2750465294,101614.40768039308,3474.2991284526365
50%,0.0,138174.45931125537,136545.81078733795,4714.795389259376
75%,1758.1503152798039,164418.85269326958,168883.40743708363,6395.888191423196
max,68128.95107097541,308446.62012971286,323459.04732590326,19042.461556889146
count,1000.0,1000.0,1000.0,1000.0
mean,43736.466018026484,234283.08820179754,177284.45575691003,6488.50980853439
std,35534.82732069035,55022.67948327919,53885.90712698491,3072.836412642651
min,0.0,107905.16235948843,34181.542527939484,1363.9627344071816
25%,15923.3406689396,194955.30029488477,139761.32287043953,4344.891449974185
50%,33744.74505367589,228644.44761226792,175416.65870960802,5858.592390640953
75%,61725.28578773237,268588.7832243369,212029.95198868326,7905.114485867776
max,218306.34901024008,438811.3797951324,359965.6295067492,30863.144065303517
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,677.8622820501064,120842.87751021305,165366.27804290617,7566.26677356378
std,2597.1925680182553,28453.23843940907,50707.5262764195,3370.350090592743
min,0.0,59689.64506676995,23305.0061863293,1620.655196384624
25%,0.0,101831.8767058235,129645.50196842731,5279.374692990979
50%,0.0,116105.19983422135,164715.18361685448,6876.065319095615
75%,0.0,136106.11938358418,196208.07675063895,8992.866549906917
max,36977.25814278408,327978.65157394443,415783.04016492586,30319.381243888278
count,961.0,961.0,961.0,961.0
mean,433611.56308713864,345737.47107003507,169409.53804325932,7611.395660420066
std,100780.69983511696,59560.55759032742,50235.40706591455,3373.7687101907636
min,137632.10756083345,205642.7887705025,51242.176135073874,2047.367286866448
25%,363201.95544511505,305318.7069409068,134094.54299337824,5260.091234580124
50%,429674.49647700257,347463.3033073849,168386.9797082513,6934.543051142107
75%,493730.10541224334,382956.4053654926,200682.80950608983,9133.289227508232
max,837347.5153049936,639646.2640108577,428150.98772143654,32317.54963300202
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,776.5226215500676,66209.70824181808,163689.1836505048,7557.085642655308
std,5505.8699641171015,20056.932173433852,49974.820553739824,3469.3201968796106
min,0.0,23022.41558411688,33345.647072675194,2154.1354795967654
25%,0.0,54024.05965171282,128999.54916875472,5254.777531465791
50%,0.0,62984.425494888026,162417.31125863286,6890.481741326833
75%,0.0,74785.48804648913,194898.76703743835,8940.892676672149
max,158012.70797774056,293154.54297012056,368609.97594107443,41124.163077316785
count,1000.0,1000.0,1000.0,1000.0
mean,15360.025640093925,204561.74666658696,187575.90712692536,7770.009760433838
std,19109.760934641763,53221.00832907762,53339.824238108115,3601.0464802418105
min,0.0,82137.21148383438,30878.433370982635,2156.156754379941
25%,3916.0381178182624,166737.6062365171,150165.71459931455,5271.803251178243
50%,8226.421604886655,196962.0489922107,187952.75174089073,6990.345582781298
75%,18469.71187024503,233384.31025149528,220448.07794391643,9287.192155245892
max,191692.35063784898,471523.39109544235,406434.50303618616,35529.00349752859
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,965.0,965.0,965.0,965.0
mean,459398.2653214235,437976.1862373975,340561.9109032108,6858.714137388181
std,116564.90012369925,67604.16376662966,68355.64505674185,3261.6122490223897
min,165837.97681356192,273862.88357475685,142896.67881381433,1658.7467892329623
25%,384751.6733947034,391908.161421891,294711.6002486441,4732.1218451767745
50%,452512.93776525056,437563.0793374643,336974.64580071624,6136.720279904297
75%,522326.97575284814,475678.5963138118,383980.47029965895,8245.09846766316
max,1860742.3226461476,860042.1033165411,591009.5088285356,30726.597709792255
count,1000.0,1000.0,1000.0,1000.0
mean,127.33551372853402,103392.36720355366,72661.19782842326,6529.6674952278345
std,781.3072557599421,24341.965441565855,49390.042369831375,3004.9549261648826
min,0.0,53844.40555856381,0.0,1610.6508096084108
25%,0.0,86357.13945931439,38959.32913932621,4512.538864082629
50%,0.0,99994.8713324395,67644.70608490842,5888.276448116663
75%,0.0,117153.08352465535,102295.48475676608,7922.932185602425
max,13860.582187877288,228617.45537548908,255521.01690598184,35470.903054036906
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,66.35139429609542,85607.04437199557,139104.09516840786,5884.826384348489
std,493.4208391946293,20513.118587587196,49392.61171972851,2769.8330190777197
min,0.0,27895.081029936013,3938.3741441622014,1824.119403273384
25%,0.0,72101.87689844749,105437.74304385253,3991.220236458085
50%,0.0,83511.52302724242,135876.42486417867,5345.866593350162
75%,0.0,97129.17043104194,172293.22587631547,7111.372817871882
max,7609.448161785134,203324.78534132236,355155.05026108085,22892.77557206016
count,1000.0,1000.0,1000.0,1000.0
mean,6691.436776255979,110393.39860720745,220891.83751856018,7833.119601339241
std,19140.218721239904,30308.21737085227,52593.376119301516,3483.401279638548
min,0.0,41284.87956398605,41885.46339728108,2259.425786260549
25%,517.7594985020269,90924.59007808284,185488.0228250227,5369.54656539421
50%,1923.563624015325,105354.26705367767,217802.70558909397,7196.703119580494
75%,6247.873452872446,124194.80319315282,254668.8536831049,9400.676943314164
max,422575.9802741241,411776.7908000561,496274.0880729191,33369.9669379059
count,1000.0,1000.0,1000.0,1000.0
mean,902.8266871490652,54515.678984268634,174839.9326977378,7876.235152351042
std,3967.6237410209437,23013.514608917536,50930.5908824459,3525.6370836882884
min,0.0,19395.5795826031,34699.91971431075,2415.236517147885
25%,0.0,42567.72225693542,140558.07091059617,5465.137853634655
50%,0.0,51030.75987582792,172399.9682045537,7146.667212571429
75%,0.0,60504.864131193426,208349.03076535094,9396.068183065603
max,71009.3133136631,464216.30629295466,472115.6982871883,34710.14135754893
count,979.0,979.0,979.0,979.0
mean,367818.1885046074,361856.19440636114,275450.2472790332,7184.232860165585
std,104235.16370971121,69599.92370179156,61078.83770116366,3328.838758094808
min,99437.5246811402,200693.44817877212,125721.14424093447,1711.3510718405237
25%,299842.3067774834,314706.0262270696,233731.7379211051,4944.953115138076
50%,363432.0494903178,360105.4564884974,269803.992099938,6508.876604374163
75%,428020.56277838885,403035.9930684782,314260.1798146661,8614.726956288336
max,1658677.2397381896,830484.209556453,489361.95363833266,33514.113019167584
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,1828.7274068048237,146524.4703221072,195373.35479845767,6873.79927027361
std,5118.965817556882,43534.68651669548,53789.1294735662,3192.3164936608982
min,0.0,72433.27447158987,49503.65778909693,1596.102454519301
25%,0.0,120008.53964689362,157800.35646607567,4671.968933811317
50%,0.0,140733.49117160615,192640.98711049033,6189.9506058804545
75%,1937.5059363785135,164637.52305294646,230739.0433876049,8394.814558546383
max,105731.61596843317,853306.8068769039,421366.89115858113,30339.49796855993
count,1000.0,1000.0,1000.0,1000.0
mean,392.6925258686405,97706.45385959063,183549.84812120112,7842.472599576389
std,2359.2696086659967,26012.565322755207,54139.68038079533,3424.3387463278314
min,0.0,38337.86562386384,21665.359623852968,2175.97358420833
25%,0.0,80451.76347390078,144638.4744729653,5484.8996351635205
50%,0.0,94849.6385712208,182583.39871527336,7228.570155117683
75%,0.0,109956.93277263816,218119.67776683602,9452.60840410842
max,50947.72375890523,381628.7428209461,384239.4167580706,30591.298872322182
count,1000.0,1000.0,1000.0,1000.0
mean,444.9292173238266,81735.62629449723,166817.55138283494,6692.253815511434
std,2126.282468425841,20729.04918771627,49429.54906003027,3161.6894501469674
min,0.0,40332.77103616888,35256.68248648533,1916.7324801702503
25%,0.0,67665.53000094582,131088.38297180762,4604.403018422792
50%,0.0,78588.18410080543,164853.21925855422,6055.54857098199
75%,0.0,92658.35528212845,201902.96909381985,7933.6693957276975
max,35411.751724674396,205107.8102434734,330679.9181636303,38581.857267656036
count,1000.0,1000.0,1000.0,1000.0
mean,31565.75769253675,214326.40611946606,186324.68223945552,7569.443829209926
std,30832.760911316702,52134.60102275112,55737.1677445216,3491.158595438412
min,0.0,94391.0680440588,38889.993980176914,1920.0604755233126
25%,8001.776827418414,177455.9493772287,147907.25736595452,5271.135744571204
50%,19999.659701455374,207993.74413013205,185098.05956276524,6803.921506305905
75%,47717.16731482147,244105.4369923615,222473.33313917823,8976.694876354051
max,179473.0079998088,431861.26186296926,465157.24895140337,33000.57018893571
count,1000.0,1000.0,1000.0,1000.0
mean,226.9385187956645,51401.85103204918,163618.90919577354,5769.6905870096425
std,1387.862701990194,15641.769702418478,53014.5209800232,2692.677685366389
min,0.0,17827.02298471981,13411.351830711012,1482.8493016602683
25%,0.0,40892.90631478983,125254.33081289467,3988.7444700673245
50%,0.0,49488.31070505368,160134.95118592997,5235.887164462391
75%,0.0,59185.238182704685,198599.61792671354,6893.964976656671
max,21233.037550308007,232101.75314678275,386286.3423438914,30269.552610781426
count,93.0,93.0,93.0,93.0
mean,1848508.3925209988,554450.2425632972,343606.6945161707,6899.879135551333
std,198344.82597088508,59332.6043580761,65230.18213939722,2658.89203319068
min,1431737.842443149,410050.4442276099,228100.7452442845,2603.049662864554
25%,1716374.4774527715,510333.4262959648,293834.7943471124,4819.785103312093
50%,1861553.7500817291,558926.978564336,340728.6699822559,6644.367482300286
75%,2004703.2731150729,592953.5925903904,386093.6267956905,8648.867226026658
max,2268547.0140888095,704308.1717470527,516995.42021989444,15508.579623971364
count,1000.0,1000.0,1000.0,1000.0
mean,3913.008344135804,152149.82289953573,213045.09572567328,6923.016931219234
std,8740.597555555652,39650.85462486348,52137.10794845883,3124.2041417262926
min,0.0,80687.89921972391,70714.22641580502,1653.8340326627645
25%,0.0,124906.4070797722,178513.26051239076,4815.855621357719
50%,1451.5151943515207,145855.74920648948,211046.5963381753,6241.444990067483
75%,4183.323680672384,171649.52471453339,248272.04513017018,8144.33035001128
max,108024.8747451841,389096.0536668523,383246.7164325295,27458.993331195645
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,173.10688883522485,46646.037302696335,178537.78043618953,7749.2703492041155
std,1168.33587415146,19128.98425646553,54816.674346160966,3370.369776696
min,0.0,17611.76240261852,42530.294315181614,2580.257841891729
25%,0.0,37110.52210274014,140710.79133690963,5465.647335249594
50%,0.0,43680.372041671595,175470.60740296048,7116.59615093085
75%,0.0,52326.531448260874,214428.28487783697,9330.690854476645
max,21225.08411612549,441113.9659897402,391415.66596620105,30845.506137531684
count,1000.0,1000.0,1000.0,1000.0
mean,722.2528926024119,127616.90613114079,171792.7144070518,6957.275149930939
std,3508.1299224974005,30061.729630709822,53719.327889013315,3102.8080321878374
min,0.0,61862.545609839646,27949.977619360725,2033.1086885969717
25%,0.0,106662.69912171352,135811.18671254092,4850.0377742322
50%,0.0,124449.75125396077,166792.3744696306,6326.254420528578
75%,0.0,144263.2652415869,206943.6107562521,8196.513545155996
max,83257.16808967815,403820.2761295446,392228.4560751815,26245.060863496317
count,702.0,702.0,702.0,702.0
mean,1041269.1795930504,448584.4402696862,287032.7993914727,6696.3845898824375
std,165468.18904294126,70258.66067950593,59974.84305394709,3005.8812500823437
min,612700.6955516886,282031.2849443021,143792.5898195734,1817.297606436176
25%,928592.606463658,405159.36038104293,244959.9636225355,4586.945212069804
50%,1029708.4856885704,442993.40509869484,281788.8366763488,6148.431021129584
75%,1145012.420978333,483103.0796267404,321903.0896203391,8183.213961105238
max,2407069.9108385895,1313750.5405188845,533438.8931301173,24460.272931789023
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4697.9307643505535,162835.7111626864,147655.47316938217,6400.5997553220195
std,9411.018808778574,39938.70181423956,49943.96545909596,2909.8035626945916
min,0.0,73421.38758706389,14297.149846496526,1605.2031724653734
25%,0.0,135923.3442603755,112825.41307505223,4439.312266965992
50%,1987.7486028508752,156919.12053093914,144189.5734107342,5893.789264644578
75%,4670.409184445145,186069.51454226283,179987.5570782745,7667.277215378825
max,78348.93666984802,347344.27676328627,345676.2148779401,22806.21431093168
count,941.0,941.0,941.0,941.0
mean,532662.4090109504,447406.9007911024,368433.0900425423,7602.4541085931405
std,152911.0254356373,77879.68363911976,73004.22903903747,3398.6737178089375
min,192571.46602727132,281207.82657040487,178251.17175627404,1857.4390932680576
25%,436888.8347003523,400453.06248952384,316248.50960221834,5265.357730753676
50%,525573.9031975601,443809.96034449677,362753.34966380306,6871.307815487705
75%,607608.0961581521,487632.8708245186,417882.4675939264,9184.271529037684
max,2877548.9616253967,1655460.6876245448,670512.8274836406,31996.479489577367
count,1000.0,1000.0,1000.0,1000.0
mean,736.5357083954503,118446.49175102847,173825.40048501705,7199.875899816696
std,2983.186876076918,27181.84674215566,53186.24371918451,3069.035892954403
min,0.0,59248.629477418595,52559.904552917564,2178.2022291881935
25%,0.0,99263.73471363333,136750.08615109953,4909.938837965684
50%,0.0,114347.63908888999,170629.7925940124,6644.126101242899
75%,0.0,132703.58004030556,206780.3785515977,8690.31111077476
max,41334.88116707695,366730.0880420475,425860.9645912001,21622.76670809795
count,1000.0,1000.0,1000.0,1000.0
mean,101.72396625871627,91000.52271843853,153094.70835718216,7924.329362525968
std,859.3027047709263,26915.758144290798,51772.66234438818,3379.4013923142297
min,0.0,41358.01205199425,19586.471884376755,2436.529576281401
25%,0.0,74898.28732268349,116037.9429858239,5674.873966809644
50%,0.0,87504.09647379293,150386.40837000616,7242.473958240001
75%,0.0,102155.04701527873,185980.89854074412,9373.100826272483
max,21788.83877360639,505381.82326440804,429862.09683339344,25241.146077379162
count,1000.0,1000.0,1000.0,1000.0
mean,2683.0475449682717,153347.45387435946,149916.4355932703,7690.598359751133
std,6450.683576043473,39157.99665792829,50847.296324571806,3234.708629556828
min,0.0,71618.94706741105,12787.879317139168,2170.9768559148897
25%,0.0,128190.42365944423,114776.22627813139,5457.348894163396
50%,331.6961658718445,147168.84452725895,149213.76929986954,7086.533866683131
75%,2797.0031172331956,173036.6523075676,182589.46792023844,9292.160411729146
max,65965.12241308787,470897.91559298954,348974.19308560627,23330.07193873859
count,1000.0,1000.0,1000.0,1000.0
mean,1348.8508316107002,138677.33210963465,164161.89373934196,7002.210955458501
std,4380.364698241628,32117.05195390725,50662.31983428025,3323.9405915202847
min,0.0,71557.8878633725,22055.53578062535,2174.5932008368636
25%,0.0,115800.49982225071,129882.79903264847,4721.4203146213285
50%,0.0,135519.77488510124,161188.27314706717,6197.990342680993
75%,1367.549036679137,157796.84396635758,195913.939271964,8380.473469165097
max,86373.90475946551,268292.0879867084,439889.12726213736,25999.74869167314
count,115.0,115.0,115.0,115.0
mean,1429089.3563036972,424643.53854657174,216089.72958787702,7977.618896148561
std,184819.85254655918,52327.13783213628,55625.062082466946,3391.8178282160266
min,1069587.4594976748,273812.5903426501,55236.35388776538,2502.08128093399
25%,1308169.5882292637,392519.27987007593,177645.2041541886,5732.684265025637
50%,1401583.2544002868,420939.91189045657,206950.59546456952,7199.415746817731
75%,1551487.895489134,456502.13109836495,246079.0420478948,10062.382917453717
max,2047857.6299885337,617998.5698788693,364913.4157085571,22076.99622214081
count,935.0,935.0,935.0,935.0
mean,639815.0284447451,764423.6710094041,581852.3749939682,7529.2600454068715
std,190014.94431126426,85643.64818802298,122579.9629252283,3487.9262538377793
min,191825.47549343045,498182.3987726184,306144.93826449395,1753.5510299747225
25%,534417.2335656864,706308.8578702251,499669.9119752309,5237.734946372864
50%,626845.7183929688,758564.7086043203,571561.0758641693,6842.596592049414
75%,719467.2249721119,814907.0953315962,644195.8056351608,9031.282564765688
max,3946150.484632656,1228651.447360334,1246344.052500533,35742.1217377193
count,1000.0,1000.0,1000.0,1000.0
mean,4.035293600722907,46437.53113579305,111419.47394208318,7234.206026260149
std,58.81687643025442,14216.474107104745,50763.290269919606,3249.9401039952195
min,0.0,17169.382376982376,0.0,1924.0750743090193
25%,0.0,37219.02791460844,75998.23864272106,4919.476870086167
50%,0.0,44604.490709015416,108996.45175669694,6589.642322473664
75%,0.0,53213.555142264086,145905.4635994347,8620.535639835543
max,1434.024047380464,229537.36781979303,259532.74024873186,25410.148058865303
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
