cost_mean,cost_std,cost_min,cost_10%,cost_50%,cost_90%,cost_max,time_l_mean,time_l_std,time_l_min,time_l_10%,time_l_50%,time_l_90%,time_l_max,time_u_mean,time_u_std,time_u_min,time_u_10%,time_u_50%,time_u_90%,time_u_max,collapse_freq,irreparable_freq,replacement_freq,B_mean,B_std,B_min,B_25%,B_50%,B_75%,B_max,C_mean,C_std,C_min,C_25%,C_50%,C_75%,C_max,D_mean,D_std,D_min,D_25%,D_50%,D_75%,D_max,E_mean,E_std,E_min,E_25%,E_50%,E_75%,E_max
1663315.4652997337,363415.188072913,1149956.5104291793,1405988.6653655863,1626492.149983578,1934698.5871293591,8100000.0,517.9475255555942,234.01523806256017,281.52481197238444,384.4291407799554,485.7873360265477,651.1377268041459,4764.705882352941,1355.2952374188862,286.01957581995725,833.0945131055855,1094.0070932649787,1313.1205824559868,1621.236631398296,4764.705882352941,0.0,0.002,0.002,262320.216605705,136425.06346412026,25518.11479138934,180078.85706625364,242751.30844977265,313741.4979170184,1750207.9364933998,745980.0070855847,89970.26897345306,517352.1937343118,684753.355802737,737710.7331821132,802074.9177883535,1171940.805831763,635123.9290082725,135761.45337129952,354358.256714619,540641.0352433994,614082.4242468934,704605.2115905364,1539201.066242848,6992.145195962473,3245.0558821475083,2142.5703965999905,4827.062779573441,6263.135178188729,8234.87680574229,33031.749062955714
8100000.0,0.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,4764.705882352941,8.189548114219145e-11,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,8.189548114219145e-11,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.607,0.393,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176125.47516391272,50492.471062790886,34969.851954798585,113401.05479518084,175006.05258777132,239619.4935694988,355295.2755951395,60.82494602765562,30.85488257536419,11.01714962526918,25.263375230931125,54.88227378681805,105.4484503063036,173.88213830181144,113.83026520811964,37.03322886065322,34.50645114245128,67.19251052691006,111.53287804757431,164.71035968788732,262.5422734947564,0.0,0.0,0.0,1.4796855805379172,46.79176655408332,0.0,0.0,0.0,0.0,1479.6855805379173,56231.00165646484,14198.063125673598,22247.321152888235,46676.30202671124,54413.4599378235,63859.53136466804,143037.99088092195,112986.6647491674,47922.034396447634,0.0,78265.35071991586,111002.53623017525,145598.45106982,286982.2923885949,6906.329072699951,3211.698897643711,2310.3310500698744,4703.036642344714,6178.034456689411,8453.60134546728,31277.71290128869
155955.44672233207,50403.065418718725,26299.2806497135,92395.89922098463,152637.01333637917,220200.5638130117,360246.3591076265,60.20023694811881,30.395102099965683,7.604298744371034,26.67449832483678,54.41752620006581,101.7424254565975,218.90061462626988,91.52311990866669,34.00972084396203,19.108800770338505,48.99385860255373,88.23875059362804,136.35965415290144,236.5097875618269,0.0,0.0,0.0,1.828050895957436,49.37534210531517,0.0,0.0,0.0,0.0,1533.6798736797548,19407.40451954805,9266.80208380652,3259.391347153437,13142.473696337309,18224.32321286088,23473.44677986172,117841.3185645965,129835.71726758864,49046.322862107576,6074.913945457847,95011.5313433565,127646.56912770556,164563.1296834422,345338.08259993093,6710.4968842994,3007.8907441692195,2029.5602924583204,4569.053217799561,5991.769909943206,8024.123456051394,26945.58632852045
7106425.775907963,2061236.3054377069,2289700.5779955923,2864304.8956442107,8100000.0,8100000.0,8100000.0,4001.646758665774,1582.0310079860408,524.8544644756283,712.6275527308196,4764.705882352941,4764.705882352941,4764.705882352941,4232.014221495388,1107.2704646208647,1397.3287824044348,1956.454752573805,4764.705882352941,4764.705882352941,4764.705882352941,0.0,0.811,0.811,1633326.2806329888,183567.3480053437,1156930.746784044,1511314.987244288,1639270.3053127518,1759477.7389188572,2228254.187785604,709884.658190486,71937.34320618754,534829.3476201835,662412.3861589875,709904.4029034299,748763.1931464333,936842.9360628448,491779.3387587146,105883.95871162823,284328.25284206844,427590.4679079983,484984.4977280807,543213.4595557989,1374085.5596657784,8003.24574036582,3435.7480137739285,2979.8561083905533,5292.272440017938,7435.376241885874,9802.664956285957,23549.058030349835
8100000.0,0.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,4764.705882352941,8.189548114219145e-11,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,8.189548114219145e-11,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26047.493041326758,28691.553447029644,2746.0620742840124,5986.132392830026,11354.774226225483,67134.66900598051,175935.08705433627,9.62221880604318,17.95779505303434,0.1809637505873731,0.8426126846390496,2.84821428413185,22.9513911712172,209.18702512225647,11.681146595780774,19.169263082258997,0.2852524196286054,1.5002329325527504,4.37914660438245,27.07375530884844,211.1738359584849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2622.439801540139,2856.319036724744,0.0,823.6089091984325,1944.4433369897647,3569.273076289965,35841.92575104442,16195.54559629027,28617.256531157676,0.0,0.0,0.0,31885.23864311797,169442.60270001902,7229.507643496345,3533.882143353323,1773.596863250787,4868.278598220757,6405.283568060913,8699.972708563133,33185.142560751745
150100.57176352575,50440.06739061296,31040.916099577036,87508.16673880549,148156.09200689325,214650.0770960446,337596.76558602584,53.9980725634239,34.33101349472973,7.457191671691502,18.34239868231725,47.01683713307168,99.91782851986028,409.42386703462745,91.82597684219134,39.95387099351659,19.1007172262378,46.20823610536905,88.00604429224674,142.0177214940683,450.4785946636399,0.0,0.0,0.0,10.672537114419168,249.00369861484924,0.0,0.0,0.0,0.0,6933.644201991331,32876.612619447806,9697.045018813296,7031.630216082719,26333.342220880422,32001.185517772792,38362.1505300484,95638.11592593648,110187.20061013896,49717.45863388584,0.0,73604.45159231414,107441.27130769128,146037.16431976008,284936.77033004805,7026.085996824594,3036.149954364452,1879.6926696305031,4960.581995142944,6317.121531094988,8418.65591952936,21229.15873500801
140346.63989094656,50580.86494023293,22653.35760867217,76476.22435080374,139628.63656041698,203140.9789378954,314348.8321853696,59.87459257753808,34.99674719461562,5.883062322053698,20.69749240335868,53.88728446407799,103.2649821384226,479.0874450984361,90.766442988815,39.02581623847608,12.635619892509272,44.02205387028573,85.25902148083905,139.79773952154622,493.4512515077368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25618.559685327516,10186.938687669011,6647.840608129461,19145.89194325862,23867.428598379414,30334.896902382778,114447.19049447872,106849.6661617224,49167.63748967139,0.0,72145.50804386834,104990.21272074989,139934.40627478182,285131.8394756955,7878.414043896666,3527.242538282332,2683.166150986363,5435.903646959882,7167.293021978987,9396.857446862654,30479.287275552437
8100000.0,0.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,4764.705882352941,8.189548114219145e-11,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,8.189548114219145e-11,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
