Bm,DesignDm,GMFile,GMS1,GMST1,GMST2,GMSTm,GMSavg,GMScale,R1,R2,R3,RI,S1,ST1,ST2,Ss,T1,T2,Tfb,Tm,Tshort,accMax0,accMax1,accMax2,accMax3,beam,col,collapseDrift1,collapseDrift2,collapseDrift3,collapse_prob,collapsed,driftMax1,driftMax2,driftMax3,earthquakeDm,gapRatio,impacted,impactedLeft,impactedRight,maxDisplacement,max_drift,moatAmpli,moatGap,mu1,mu2,mu3,occupancyDrift1,occupancyDrift2,occupancyDrift3,resDrift1,resDrift2,resDrift3,roofBeam,runFailed,serviceDrift1,serviceDrift2,serviceDrift3,serviceFailure,uplifted,velMax0,velMax1,velMax2,velMax3,zetaM
1.348206115,24.69119743,RSN294_ITALY_A-TRC000,1.319153383,0.6333547970000001,0.30544127600000004,0.29690972600000004,0.6032466710000001,18.11250365,26.62907237,71.8984954,71.8984954,0.5738610239999999,1.021104444,0.57494375,0.26639983899999997,2.2815,1.776007556,3.832976957,0.861924637,3.330817955,0.44755838,1.825367495,1.033980331,0.8942572459999999,1.09801501,W30X90,W14X283,0,0,0,1.0302967826839796e-10,-1.0,0.009496154,0.012688462,0.015916667,23.91372923,0.651839649,1,0,1,16.521,0.015916667,0.631314739,15.58791687,0.029800632999999997,0.070898215,0.070898215,1,1,1,0.0007756410000000001,0.0015896789999999999,0.002752628,W21X50,0,0,0,0,-1.0,0,51.5004,36.7977,44.9823,53.8656,0.14940203800000001
1.2333538640000001,22.54334629,RSN3947_TOTTORI_SMNH01NS,1.017005442,0.425489613,0.307074405,0.325113302,0.608456102,5.154133836000001,32.03739424,48.05609135,48.05609135,1.741350329,1.029922353,0.441394246,0.328665376,2.2815,2.333338876,3.1336502989999997,1.209230837,2.7581902310000004,0.45142334100000003,0.965652174,0.352210145,0.413436853,0.40083333299999996,W24X68,W14X159,0,0,0,2.029702437563613e-11,-1.0,0.012195513,0.014970513000000001,0.010594231,19.62785554,1.4535400619999999,0,0,0,23.8989,0.014970513000000001,1.265556319,28.52987435,0.025768391,0.15307352300000002,0.15307352300000002,1,1,1,0.0013561860000000001,0.001082615,0.0006793589999999999,W18X40,0,0,0,0,-1.0,0,73.8233,77.6712,76.4994,76.2436,0.111117955
1.3588828640000001,22.92783843,RSN1005_NORTHR_TEM090,0.9341244129999999,1.013110511,0.302844114,0.39307520700000004,0.739679738,8.626973831,20.01153593,42.02422546,42.02422546,1.544488181,1.2520421659999998,0.9148914370000001,0.42726054399999996,2.2815,1.368514466,2.9303950110000003,1.1168451320000001,2.542428793,0.548780261,1.492580228,0.323638716,0.351444099,0.406187888,W24X76,W14X176,0,0,0,1.8266846901362156e-15,-1.0,0.007881731,0.010913333,0.008332692,18.30073816,1.8344170569999998,0,0,0,11.4172,0.010913333,1.4642106940000001,33.57118622,0.062113565,0.11460073300000001,0.11460073300000001,1,1,1,1.23e-05,5.9e-06,0.00017272400000000002,W21X50,0,0,0,0,-1.0,0,49.7024,46.4428,52.2001,55.7793,0.152960955
1.442167711,26.66251476,RSN15_KERN_TAF021,1.3746774869999998,2.914475962,0.21914234600000002,0.310227841,0.718479895,7.767333762000001,20.378612300000004,71.32514305,71.32514305,0.588194282,1.216157586,2.529579784,0.318560717,2.2815,0.480774551,3.817663388,0.8149084459999999,3.230350469,0.5330517579999999,1.95922619,0.42885610799999996,0.43652173899999996,0.618408385,W30X99,W14X311,0,0,0,4.497820523612601e-22,-1.0,0.003779808,0.005252949,0.007096474,21.97058741,1.9692506109999999,0,0,0,15.1709,0.007096474,1.622712376,43.26559269,0.07115519599999999,0.075337004,0.075337004,0,0,1,0.00020506400000000003,0.000275878,0.000147699,W21X55,0,0,0,0,-1.0,0,48.8597,48.5637,48.0022,52.9264,0.18072257
1.2401844020000001,30.65645609,RSN3979_SANSIMEO_37737090,1.487330414,0.436103202,0.32820126,0.314759607,0.65794757,9.682579683,28.02585085,72.86721221,72.86721221,0.7810646590000001,1.113695642,0.624907873,0.28861848,2.2815,1.782175725,3.8587121680000003,0.9680203279999999,3.487902305,0.488141855,2.747515528,1.148574017,1.569836957,1.591583851,W27X84,W14X233,0,0,0,4.653371686267361e-06,-1.0,0.023774359,0.017875,0.025748717999999997,30.22029745,0.729349375,1,1,1,23.3648,0.025748717999999997,0.7189727020000001,22.04115506,0.026668925,0.059878022,0.059878022,1,1,1,0.012420833000000001,0.009364935999999999,0.009327949,W21X44,0,0,0,1,1.0,0,85.1638,84.3638,86.0748,87.4642,0.11339480099999999
1.2779732,23.69661076,RSN1541_CHICHI_TCU116-E,1.2449247159999999,0.444386781,0.276269115,0.313551106,0.531572266,2.0898960019999997,35.75983154,75.09564623,75.09564623,1.3724857990000001,0.89978251,0.366540022,0.229696226,2.2815,2.454800171,3.9172716260000002,1.387456754,3.43869022,0.39438199,3.105331263,1.249642857,1.02801501,1.0224560040000001,W24X55,W14X120,0,0,0,0.0027162464665393287,-1.0,0.038919872,0.030530127999999997,0.031155127999999997,28.39553647,0.49185929700000003,1,1,1,15.3696,0.038919872,0.589392667,13.9666086,0.013560863000000001,0.077348158,0.077348158,1,1,1,0.0075615380000000005,0.005433846,0.001422179,W21X44,0,1,1,1,1.0,0,39.2155,41.6404,43.8934,51.3165,0.12599106699999998
1.2720745709999999,37.58631487,RSN1005_NORTHR_TEM090,0.9312232309999999,0.365333874,0.282377031,0.352487265,0.737382458,8.600180372,36.54508461,95.01721997,95.01721997,0.5270837070000001,1.2481536020000001,0.5191713139999999,0.283263468,2.2815,2.404126669,4.406334543,0.820290856,3.913784451,0.5470758720000001,0.448871636,0.121923654,0.14238431699999998,0.22546765,W30X99,W14X311,0,0,0,9.934844488233782e-41,-1.0,0.001922436,0.002797436,0.002746154,41.543401,0.7250881220000001,0,0,0,19.7902,0.002797436,0.801425378,30.1226266,0.017028961000000002,0.075344718,0.075344718,0,0,0,1.4400000000000001e-05,8.21e-06,0.000160128,W21X50,0,0,0,0,-1.0,0,45.0943,46.8429,49.268,51.1134,0.12402485699999999
1.39009353,21.27066276,RSN779_LOMAP_LGP000,0.992901239,0.612545945,0.44257933,0.41483105,0.6903783170000001,0.948397678,32.4456385,45.42389389,45.42389389,1.020774139,1.168590566,0.58989729,0.38356934299999995,2.2815,1.981006839,3.046621395,0.9936852740000001,2.585147261,0.512202746,0.896915114,0.35383540399999996,0.353530021,0.426661491,W27X84,W14X211,0,0,0,7.775187993590869e-17,-1.0,0.0075333330000000006,0.009909615,0.008070513,19.51979215,1.868154225,0,0,0,20.8086,0.009909615,1.7143792169999998,36.46598217,0.064373519,0.157747301,0.157747301,1,1,1,5.06e-06,1.17e-05,0.000175577,W21X44,0,0,0,0,-1.0,0,53.4259,53.1505,51.715,55.6664,0.16336451
1.487546269,29.63819514,RSN4040_BAM_BAM-L,1.486685632,1.5091543230000002,0.14567350099999998,0.225150779,0.729363313,1.403554503,31.42402208,94.27206625,94.27206625,0.83071319,1.2345797440000001,1.11798724,0.28128807899999997,2.2815,1.104287866,4.389022632,1.040306372,3.6485954130000002,0.54112634,1.3487577640000001,0.261863354,0.267142857,0.293884576,W24X84,W14X211,0,0,0,3.5861373964872506e-23,-1.0,0.004632692,0.006653846,0.006273076999999999,19.72112875,2.472017299,0,0,0,29.4004,0.006653846,1.6448697769999998,48.75097142,0.060775838,0.075023659,0.075023659,0,0,0,0.000284897,0.00047332699999999995,6.42e-05,W21X44,0,0,0,0,-1.0,0,80.1427,78.8096,76.5565,74.5082,0.195848756
1.4238983,25.28477069,RSN82_SFERN_PHN180,0.8863874270000001,0.780986983,0.591020556,0.626263145,0.7014443370000001,15.29491754,34.86866028,66.25045452,66.25045452,1.363737865,1.187321813,0.607169451,0.32269906600000003,2.2815,1.955503213,3.6793469169999997,1.194308717,3.0980766839999996,0.520412804,4.601086957,1.293240166,0.8616252590000001,1.12621118,W24X68,W14X159,1,0,0,0.1445496073205773,1.0,0.05983141,0.039401282,0.037352564,41.31802852,0.554870114,1,1,1,24.9052,0.05983141,0.9067173070000001,22.926139199999998,0.050573715,0.109159055,0.109159055,1,1,1,0.050926756,0.027775256,0.023067949,W21X44,0,1,1,1,1.0,0,60.9223,60.6236,64.3084,68.7252,0.174632767
