,B,C,D,E
75%,0.0,62487.78971187287,156951.67197973642,7833.907012409315
max,0.0,164686.45144836817,326659.5661776744,22955.937621622885
count,1000.0,1000.0,1000.0,1000.0
mean,2.59218493178506,16262.078183969137,91022.73261522144,6899.38114718228
std,81.97208500808941,8041.664789592106,50292.84059017786,3185.167863224174
min,0.0,1123.1866036894367,0.0,1690.6260907439428
25%,0.0,10821.115434389318,53421.868537666065,4636.2569460297955
50%,0.0,15028.71365824604,85748.97488285796,6314.033178761945
75%,0.0,20374.399426524833,122496.27869535753,8371.781168152682
max,2592.1849317850597,123362.49458568604,282308.4856947281,29993.103565855577
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2287.4478629185237,128437.94218785272,195690.2135468497,6694.380057879105
std,8277.285599847946,38236.938285921606,53421.75708627122,3084.022464597437
min,0.0,63420.81407596191,70985.22237438877,1849.1688819075048
25%,0.0,106180.05311848685,158559.87377960648,4492.170948686357
50%,83.19569154965801,122913.30941472374,190518.3041537411,6035.57397469715
75%,1673.2650696812332,143325.95823990184,226964.81743149384,8125.8425065791635
max,156416.9507158412,680544.2444328264,397680.35838438675,26238.635026795353
count,1000.0,1000.0,1000.0,1000.0
mean,65962.72016196088,316618.24290558835,346354.1082383902,6100.020778616979
std,56545.78989291707,70842.55052680476,70952.27567424592,2921.8903416357066
min,3259.8863282356397,141346.2013375651,145499.75598176126,1799.8254922960027
25%,28331.75765218309,268801.1758762702,296938.2803433,4189.269267657517
50%,51252.58079159488,310313.3807906643,340545.3796662706,5473.205619458653
75%,87158.21103905296,352838.401473677,390177.31714099913,7403.359572687316
max,552961.8787278397,1009760.2331879206,584027.4266300388,28638.59999360736
count,1000.0,1000.0,1000.0,1000.0
mean,179.72187338329468,70174.24888911023,148028.88719540805,7043.530764601698
std,1103.3143519816313,17050.84154124618,50634.89008161338,3446.0552810292506
min,0.0,28883.773470028045,2602.0344890233337,1912.9120515177992
25%,0.0,58685.836592499734,112323.20816570567,4788.783665797628
50%,0.0,67730.8926996486,146067.4467574073,6224.555215157093
75%,0.0,78534.1398691962,181433.87970837986,8490.216990618395
max,18621.467007231975,151812.95776290804,357112.37487926666,46466.157330882794
count,1000.0,1000.0,1000.0,1000.0
mean,4.3303112551230845,61884.642372184324,62412.443264108006,6880.580336843395
std,104.22277951974733,15436.420581022603,48268.75328330543,3097.0373876461
min,0.0,26722.363931289812,0.0,1559.2601882635854
25%,0.0,51044.54102017915,29057.901485278875,4824.866881409487
50%,0.0,60321.97072869986,55545.688552453445,6225.058793731432
75%,0.0,70563.25200474673,92420.36920222906,8121.228330660214
max,3029.5858432222794,165368.95669080745,275052.7631707533,30916.457340721856
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,62130.09741647051,48752.49054736188,6186.569553085297
std,0.0,15204.403764634875,42890.59717843901,2864.2909555553724
min,0.0,25901.1876160265,0.0,1544.5603738915913
25%,0.0,51606.10126910735,1874.0499334692765,4188.1979763883755
50%,0.0,60781.762230347274,46776.58346630528,5511.476688097415
75%,0.0,70599.62614143307,72186.08613352719,7589.767480465292
max,0.0,135409.00647935245,204183.071734878,22555.6518776358
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,15257.91069916194,65702.40438413725,7578.048417121108
std,0.0,8743.069814161634,39645.55060777605,3614.665291367887
min,0.0,2030.890826544712,0.0,2071.468771541362
25%,0.0,9520.835441850682,38024.639689851916,5217.04382464296
50%,0.0,13538.199460520593,61499.818362415695,6934.792329652813
75%,0.0,19165.198306909013,90649.16314605736,9060.564154654832
max,0.0,98553.22806208029,265176.7576756974,30496.33603852846
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,46330.17132339325,38112.993114024684,7580.8184060982785
std,0.0,12281.62459121773,36325.18302825775,3489.4946712564542
min,0.0,18899.276936507373,0.0,2114.8233057094044
25%,0.0,38595.963489513095,1047.456404528817,5272.059861341708
50%,0.0,44998.71649440382,38182.81776861509,6838.179830939076
75%,0.0,52567.5904164659,60415.99971247792,8959.001809453917
max,0.0,121806.76764255652,179952.4490954507,29072.545335532228
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,32706.711094984737,44163.548877374305,6490.087563655822
std,0.0,9414.981335529164,42530.24391788457,3047.549025556611
min,0.0,6831.556924208225,0.0,1545.5424913440538
25%,0.0,25973.1861655918,920.9022489785245,4412.336215618453
50%,0.0,32217.231376274598,41985.37149734712,5874.760069009682
75%,0.0,38365.879509523904,70190.11326348447,7809.058356909283
max,0.0,75094.9658878913,228046.99490700243,23080.701979663365
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,45508.127965351305,23851.446767072102,6905.412593950292
std,0.0,11659.920653274874,34256.8056975815,3232.9437132238145
min,0.0,13896.267415799985,0.0,1825.9937879702252
25%,0.0,37621.680535679785,0.0,4710.55791823199
50%,0.0,44295.81598875784,0.0,6096.287271409997
75%,0.0,51782.96905812906,44662.16667713777,8281.678761037469
max,0.0,118637.08927568387,156016.01008189685,31783.310715033494
count,729.0,729.0,729.0,729.0
mean,930758.8593940872,665176.051702502,488520.5829375437,7919.453555995845
std,176270.70294765846,83093.03567969847,100265.59593711753,3656.0057523523205
min,523748.9283826094,437320.15275039105,264723.84949558915,2239.560625576898
25%,823150.3255740888,612235.7541133581,423903.1911063999,5520.409019499855
50%,914653.5451566819,658155.1958847977,479121.5154923312,7193.873990242513
75%,1029186.4815575092,712686.5884840711,539657.4797353565,9195.423255826921
max,2524718.1510222107,1552047.3014080871,1206039.782418115,30135.177856768853
count,1000.0,1000.0,1000.0,1000.0
mean,0.27096447040499005,39069.742134957596,110547.56835636323,7434.2470038969395
std,8.568648914610566,12652.545448544224,47102.32674698805,3410.1431721863146
min,0.0,10940.985994611194,825.7943592197726,2076.290390047146
25%,0.0,31572.47269133057,78159.5449754436,5031.17884560749
50%,0.0,37303.34599448339,109426.65456684369,6714.217936148609
75%,0.0,44533.66093663483,139809.19899807608,8789.39867382934
max,270.96447040499004,211900.0177289802,258768.76988932822,25398.699408746503
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,47801.335523853406,60874.68442307283,7473.909407966143
std,0.0,12267.391709745492,46080.67578535224,3363.0516896172253
min,0.0,20691.89167422907,0.0,1880.2574672274454
25%,0.0,39802.24071483207,28776.61989661065,5051.790859329572
50%,0.0,47003.9822504449,55409.16298335887,6876.12875169623
75%,0.0,54391.293064800244,90800.93187218822,9014.796884064757
max,0.0,117246.19819917229,232297.97415542684,29129.174049132613
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,23628.40764301803,14238.493911510728,6413.069694693804
std,0.0,8331.910909321388,26837.696781371196,2946.8830743155586
min,0.0,5538.8107661387685,0.0,1945.2603850796518
25%,0.0,17408.28861580058,0.0,4393.637680959893
50%,0.0,23399.048070863773,0.0,5769.178238837293
75%,0.0,28958.940215013645,25242.401344561476,7644.955675464584
max,0.0,68973.58411142143,156318.30724207958,24447.72726309799
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,42342.106528194425,98673.09273920751,7157.551223401494
std,0.0,12056.27722601187,47959.19381678788,3278.4767843408345
min,0.0,16942.312441864542,0.0,1695.9143565250606
25%,0.0,34308.04939626471,63905.255580782854,4918.239561820467
50%,0.0,41133.825725003364,94865.52649352097,6428.64805514625
75%,0.0,48474.456823379245,130853.1838436707,8602.613020719436
max,0.0,137929.81740133787,278419.7565892939,31017.644935153396
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,177.1954262451444,118826.79586333482,170179.5485859417,6076.106975634906
std,777.3377428254385,30196.77957761663,50456.75592283687,2879.6002545293463
min,0.0,44152.04351893527,11365.64993731983,1636.865397640891
25%,0.0,98805.45641647195,135371.2435587257,4142.059153722438
50%,0.0,114528.16250971395,167116.4917776855,5401.984470088231
75%,0.0,132595.93973369262,200491.25657283096,7224.782927680348
max,8458.665082869064,387191.16278575524,353324.36236729816,25311.84069041511
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,979.0,979.0,979.0,979.0
mean,323863.29220804287,342261.0588705388,222431.19760593728,6863.3059018999775
std,91340.98117654616,66478.46988298459,53941.045681166856,3135.952834620137
min,40574.62639947984,187605.36398455512,77318.35764215697,1575.226890687569
25%,259513.19430622598,297699.6355858699,185263.64969165757,4657.688840790203
50%,321437.9162987098,335688.11669165344,216913.04722342556,6226.6048502240465
75%,380250.33093472524,380991.40294113266,257523.37327307215,8288.082693760198
max,675176.5074833012,904791.2947576469,422234.07262749475,25997.764097645933
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26668.134223996072,64455.610998392265,5972.330301491248
std,0.0,10314.637905167458,47919.190077049,2857.183641323652
min,0.0,5346.990209137232,0.0,1673.117391392921
25%,0.0,20402.195121432127,28282.254480906166,4085.3693922057246
50%,0.0,26115.803408689106,58787.575720209,5271.255561775823
75%,0.0,31253.270405869596,96646.61431920355,7050.274497059824
max,0.0,166941.35889362055,225019.94391959842,23690.919583441268
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,215.0,215.0,215.0,215.0
mean,1599407.5714050077,651859.1827345977,434447.16422911745,6955.770925791158
std,212688.82263476204,71369.86557881096,82198.06004665526,3094.915156059858
min,1084582.7206470717,501309.1942538469,274589.8993544917,1856.5836451672612
25%,1458550.56474185,602905.243099424,375947.97724915686,4744.134679174298
50%,1595945.4209518333,646413.794353673,429300.3362807179,6200.144862538514
75%,1722305.4077042583,694877.4441651648,484280.8851571132,8486.150080858803
max,2445697.3194591906,989445.370518552,703575.1193496865,22345.537143792713
count,990.0,990.0,990.0,990.0
mean,257199.40476114964,336380.7849892427,295446.9887356629,6280.406508334559
std,94530.35008248693,66355.43142950078,62451.36843578703,2894.1412777851406
min,35436.757444019444,161865.2609777368,143754.70150554558,1653.9532318566685
25%,190147.84891857597,292253.22226725187,252430.09015981236,4193.517887043097
50%,251058.84615171526,332818.80304378725,290641.17801723833,5715.3783565009
75%,307999.42583547987,371925.0281574754,335476.18246791064,7742.214099331122
max,1032073.9774711578,694949.2890705031,502892.8691409364,23598.296397911843
count,1000.0,1000.0,1000.0,1000.0
mean,245.55012846175222,110639.1359120389,117720.12549515365,7179.521330491546
std,1243.5507335726445,23737.823239136473,49862.99310864062,3396.8943010601465
min,0.0,55812.507647933024,798.3141916154619,2023.4663998433605
25%,0.0,92859.39789632452,83370.669793015,4875.243400102155
50%,0.0,107441.0579856263,116544.21650303097,6494.249080925063
75%,0.0,124317.89177817607,151236.27118732763,8715.785238277986
max,17758.448179575622,244550.2299653362,327643.8064771639,33662.654071105346
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,50701.77495462553,41800.002790327206,6156.397119812271
std,0.0,12141.33472590791,41352.97377303634,2940.1526898862817
min,0.0,20948.739423982945,0.0,1710.0173172126943
25%,0.0,42311.874240960846,1148.6180576025977,4169.292816003304
50%,0.0,49660.583520113265,39360.29149592993,5607.312746941445
75%,0.0,57642.23289390761,62192.15278654723,7264.659993170681
max,0.0,97689.50907926272,275875.4664578342,27547.216703743852
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,46918.99956133097,52642.412655272834,6915.386742132251
std,0.0,12331.067847087686,43376.97184220602,3155.8723947414915
min,0.0,14178.976561700147,0.0,1314.0457110814982
25%,0.0,38703.839009937234,7236.875576937191,4875.919280925758
50%,0.0,45396.49463666663,48746.895922022806,6287.779015186626
75%,0.0,54185.23898000038,80988.21488352102,8187.24968213827
max,0.0,101495.28914029096,199210.49079935125,35719.59380830057
count,1000.0,1000.0,1000.0,1000.0
mean,19.79644070352813,69184.28177815372,133313.62254501838,6094.353622466084
std,300.4947402600323,20205.913890671625,50287.7714208646,3129.427697292386
min,0.0,27164.276312213373,1279.5486782597839,1572.4902378138922
25%,0.0,56544.68058873166,98179.82186574973,4095.818289862491
50%,0.0,66394.26687226501,133073.13898316506,5485.886868814667
75%,0.0,78394.5520832375,165799.78968858422,7270.862583814546
max,7701.574085386253,255117.95661722816,374832.18976120686,53644.008357159306
count,697.0,697.0,697.0,697.0
mean,1113542.8751677666,642283.6849185494,449370.85843865277,7271.4119523855
std,179132.15291259275,79814.81278771839,85392.34786494056,3274.624420146012
min,560025.441675642,436208.46698136936,223432.5629772179,2277.4032402452963
25%,995862.6697204796,600752.6996778992,387435.244172954,5047.556855471273
50%,1111163.591437877,638676.6827425397,441394.12653071946,6480.419936626015
75%,1212584.6840323154,680323.1008758652,499760.140593853,8787.520231856113
max,2330386.9119075118,1869668.4156304419,829719.181103519,28110.122979594158
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,63.29948203671524,94790.49393703204,95951.53947393892,6781.808223765092
std,790.695744776955,20487.312595255313,52200.53984458063,2927.54766864494
min,0.0,47961.01001826883,0.0,1828.365872215048
25%,0.0,79866.30016627417,59164.535562059515,4743.947314085802
50%,0.0,92480.62570754837,92491.19175629428,6121.403712063647
75%,0.0,108972.67497363151,127848.00771049588,8385.529552654187
max,23033.954380733318,169781.00813492865,291234.9536649408,22849.25729574766
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,41353.006648486524,11171.248038953774,6695.125364462316
std,0.0,11266.71459866329,22828.968637124173,3296.8916624705566
min,0.0,14194.738427225759,0.0,1945.5082694917942
25%,0.0,33881.17493040804,0.0,4466.88246588099
50%,0.0,40188.849008244295,0.0,5856.305760621977
75%,0.0,47250.5006077347,1354.7387691737563,8046.363740668274
max,0.0,96600.61108334459,133398.35619313724,28244.584406769773
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,4492.796834633906,8847.471134148986,7404.287660359016
std,0.0,3494.3173632068174,20320.996384874656,3221.617925342945
min,0.0,0.0,0.0,1656.9796263455887
25%,0.0,2207.7716745847674,0.0,5126.222013589406
50%,0.0,3945.419208980623,0.0,6712.170653958012
75%,0.0,5706.509229294465,820.9913043770514,9083.935133103589
max,0.0,45452.99993456831,142491.6341793152,30939.81284725022
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,978.0,978.0,978.0,978.0
mean,340585.397166458,475902.5524325005,412486.97918471956,7430.586973795206
std,116810.43084699388,74639.51039751545,79545.35530678829,3425.811279077077
min,67833.16706437044,310421.24103407474,219460.53275264023,1985.1773308904344
25%,261939.7535585525,423372.51519739634,359710.2427778925,5157.038867744412
50%,332512.29671603173,469626.42498486745,406758.9638722639,6634.1978867536145
75%,407058.45521104615,519681.1795675163,459129.23567649943,8859.246647420838
max,1239569.9849492447,1094720.1852257468,940053.9219788921,38216.456521579195
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30818.5153394368,90015.4529681879,7582.7424700009005
std,0.0,10691.125608437913,48985.65028121973,3392.4524758975062
min,0.0,6904.617596114306,0.0,2421.585997093641
25%,0.0,23798.35372727542,51952.758064838476,5255.639372682472
50%,0.0,29821.881563202514,87356.87690774992,6891.016034356729
75%,0.0,36355.268517371966,123883.93549545687,9164.822086517486
max,0.0,139678.46704713115,296936.0435765154,40628.218507928585
count,1000.0,1000.0,1000.0,1000.0
mean,3.6865375649119816,36574.57188920248,60870.07034273646,7489.941196952389
std,116.57855384892785,11094.497155802404,45943.74520492262,3523.576957612938
min,0.0,11988.585199591187,0.0,2313.1737080926237
25%,0.0,29547.043141115097,30163.941354901985,5117.634011686408
50%,0.0,35652.76326607686,55388.837363415674,6661.933229140575
75%,0.0,42047.48183455881,89257.78927963036,8810.55388922287
max,3686.5375649119815,120630.65315165572,221086.483596672,45787.974678306244
count,991.0,991.0,991.0,991.0
mean,186120.11437617126,311485.6237256901,257588.7055055675,6549.091647939189
std,73408.61717969688,64917.0727639888,58456.7988137195,3210.533517577421
min,20682.992826698806,138050.35244027147,111139.37728630033,1937.4604534251707
25%,131802.41096968343,268288.2511627221,217635.46573698055,4249.526543595668
50%,181372.495802277,304532.23008337396,253630.7501307085,5855.820172042524
75%,233827.08315732057,350877.59591300145,292938.96442316315,8012.033751487493
max,477564.3930938256,1006829.1298396569,489223.72227449005,28209.786630194892
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,38543.24696990634,56171.05407825915,6136.78055311504
std,0.0,10936.909202471863,44188.68375003432,2780.449401993397
min,0.0,12771.863317710766,0.0,1561.6720981249737
25%,0.0,31303.573246423493,17593.95590982822,4211.29638028594
50%,0.0,37312.944550531516,52776.53466653508,5560.202717504786
75%,0.0,44147.50947562666,84936.89341625571,7439.2671638317715
max,0.0,130711.76326835217,220740.5698723549,21878.063482492376
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,8394.353150124121,14335.012276093548,7253.372838241238
std,0.0,4899.480863572901,25747.422565836834,3747.3123326569985
min,0.0,463.9038426545779,0.0,1377.451248853086
25%,0.0,4986.114082527509,0.0,4984.142577568961
50%,0.0,6980.5945331841285,0.0,6529.220678508857
75%,0.0,10757.180933197656,28522.360190281925,8472.065614549118
max,0.0,29757.940113165747,229598.97532040987,64483.28035569463
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,48960.502204076736,64494.9829760284,7551.649640176188
std,0.0,12351.659078309463,48453.109751242526,3363.297446602077
min,0.0,18668.180803256364,0.0,2186.7464483434455
25%,0.0,40567.626227837216,30174.177670477115,5369.404127502534
50%,0.0,47553.14213680739,59710.85223574398,7063.467620310841
75%,0.0,56494.964441828,92148.11477647493,8870.69989882582
max,0.0,161533.77684862865,236372.86775506192,32947.87935226192
count,971.0,971.0,971.0,971.0
mean,406332.36461238435,589662.9153604432,493936.8551048329,7159.113633336777
std,148495.56487821802,79269.57528019798,96908.36514121201,3211.21043818775
min,113177.42106251181,376514.1289717407,237285.57236404152,1897.595923315804
25%,321880.64729328797,536568.5354640232,425777.7234055904,4875.593214151327
50%,391415.2024347814,587262.5587208824,485000.8914944239,6483.919147706629
75%,463497.8934594448,637028.4632207301,549867.2970097284,8690.76957188858
max,2688104.9351290883,1029703.778287035,955398.4309237209,26978.43811177432
count,1000.0,1000.0,1000.0,1000.0
mean,0.24688120674124117,9902.182627096128,80548.82869808064,7065.370379175367
std,7.807069247932377,6707.105395783614,48838.47225063143,3044.8993995780666
min,0.0,208.52419214718154,0.0,1954.5449880028673
25%,0.0,5728.41701021132,43977.610471400636,5010.457344175955
50%,0.0,8091.505994235068,77788.78063820806,6411.4143077367125
75%,0.0,12563.245208118049,114078.97622821941,8440.687883212475
max,246.88120674124116,81197.97112769577,236728.30779528542,30195.932161005385
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,21899.387507279083,47982.934026500196,7534.775241725953
std,0.0,8501.475687224272,45233.83849619825,3365.832150807565
min,0.0,5273.739079284235,0.0,2041.6052777411332
25%,0.0,15473.41913666422,1262.279748518548,5077.80840212373
50%,0.0,21397.755915907273,43676.836172478535,6848.90866863398
75%,0.0,27295.5526335177,73628.7187289313,9172.57191429644
max,0.0,74936.9952000023,267432.1665917295,28082.05747608855
count,1000.0,1000.0,1000.0,1000.0
mean,16.900673503456144,40554.01610841645,82495.01876354143,7991.56036747373
std,534.4462226177918,11965.707886783774,49535.906980632935,3950.625100711265
min,0.0,15187.496368000928,0.0,2308.3406463946903
25%,0.0,33373.056621744196,47508.01210320699,5570.332853867006
50%,0.0,39240.75341603655,81687.66457478893,7247.770116393278
75%,0.0,46410.14751100792,116935.65922641278,9371.879891469167
max,16900.673503456142,193892.62576454872,291961.3665511811,56980.266305060235
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,819.0,819.0,819.0,819.0
mean,820268.9323354128,706723.8469737307,528358.0936665507,6398.196511934326
std,189485.2016045065,84789.25661713458,108809.13870102615,2964.129200390353
min,403560.47575080465,490965.7774474598,257566.00016379627,1788.7222469784836
25%,702856.7846906777,650817.5147712235,454043.0319510156,4369.382237866957
50%,805550.0403525911,700058.6161823077,516567.4885558328,5717.650337800314
75%,902354.7024969608,757694.71996821,588433.1394573229,7576.01595278579
max,2714613.1696111187,1095007.141230759,1186836.5847404425,25802.713630542574
count,1000.0,1000.0,1000.0,1000.0
mean,27349.31231253112,204750.2624711315,201326.77737623124,8029.776862334346
std,29231.863316150517,51711.50567006842,51094.48343346992,3766.99002278043
min,0.0,100945.9274970329,60246.54644894432,2150.225985289556
25%,9321.19556010954,168142.70647408286,163289.66579820792,5539.96965013294
50%,18058.275106609297,194461.89332790492,198506.28958793156,7238.388414603706
75%,35334.767526068434,236919.48869380995,235563.31471318146,9554.481395925968
max,395165.18361084035,550900.1087129269,380051.32840512705,44994.509478481414
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,12583.626193699503,12564.863368301412,7643.866464578833
std,0.0,6569.537845884738,24753.529218283675,3323.4572484649757
min,0.0,1532.701495336329,0.0,2086.817871877011
25%,0.0,7495.033234266068,0.0,5405.522603140793
50%,0.0,11394.28851439878,0.0,6814.48881473807
75%,0.0,16029.161855837601,1500.4318278714627,9082.79126429822
max,0.0,59960.18958127736,130485.27589534578,24573.934598017775
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,11540.073285427943,70783.01999601025,7914.377614763753
std,0.0,19288.471871519283,45584.397361151,3568.939980947542
min,0.0,118.94369680968629,0.0,2257.9957740656637
25%,0.0,6016.912234727102,37208.53576313344,5561.0991600145335
50%,0.0,9310.354273327528,68720.64313027516,7119.655431432008
75%,0.0,13974.036488860407,99853.52232503222,9251.252375861402
max,0.0,577792.8785924681,249304.85036955442,30280.01916062817
count,999.0,999.0,999.0,999.0
mean,140556.4315536617,500218.3110109552,474868.60692420497,7616.089372052751
std,96919.38867196324,80085.46740051321,91468.48446554664,3385.5966601718615
min,13496.242500722223,300424.9433036486,264561.3038861029,2233.4752806037177
25%,82199.57553405262,445055.4015955054,414019.34178285685,5381.279943327336
50%,123514.06989399673,494613.40141984844,466586.0844529025,6917.490352538313
75%,173834.03451754153,547729.6384661302,530954.0254467353,9033.1395698647
max,1526117.9833843678,880281.4656100341,1006413.1070757847,35407.80182491497
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14216.00280414913,66526.10204849711,6412.93999449384
std,0.0,7136.664276063414,46449.863981149305,3126.3443852787236
min,0.0,1078.3133482180606,0.0,1656.3699456083627
25%,0.0,9016.153655370408,35443.74446059765,4203.785204900782
50%,0.0,12834.875529993547,61739.82258705745,5664.131887672558
75%,0.0,18407.149831323324,98399.00334806467,7666.8183276240725
max,0.0,55753.25507757245,238561.87151016487,23113.650457281426
count,1000.0,1000.0,1000.0,1000.0
mean,1.400061976552982,49715.804887473496,35848.30590573136,5664.527525633958
std,44.2738471130468,12244.118961099199,37169.11403241644,2645.27464922837
min,0.0,17864.633569138525,0.0,1729.6539241831376
25%,0.0,41537.69208449419,933.8128139765407,3842.337045021304
50%,0.0,48640.011013946154,34246.03618044041,5052.702645907253
75%,0.0,56572.943689966705,57983.938147778084,6731.479835733453
max,1400.061976552982,116404.23584556323,207146.67800149132,25742.818810831497
count,1000.0,1000.0,1000.0,1000.0
mean,82.22923974183713,30013.52478806307,143103.59080541038,8032.781962191523
std,971.5059416771405,11912.781910693137,49045.88425317528,3609.1337245285054
min,0.0,8425.416991662398,2118.754436048122,2342.1749538626264
25%,0.0,22597.480842497578,110132.8880195258,5543.477042009782
50%,0.0,28411.01947079754,140015.1165236839,7279.427753353376
75%,0.0,34918.586755070486,175703.73955763748,9629.208245411297
max,21248.601496076535,112989.40967750223,323442.99062124215,32024.38766476857
count,996.0,996.0,996.0,996.0
mean,253893.79422335757,394028.5316145167,355924.8214740213,6324.607518456201
std,98192.44215843391,67580.8592180821,70414.63798185551,2898.537519503781
min,31459.414307283085,216514.88658800008,174572.0743922184,1267.5116230404574
25%,187772.37534237857,346416.8152927421,307945.84439452144,4291.728365982128
50%,244027.5890992906,388916.37299679464,351663.3579099963,5697.1041257098
75%,307734.7488156166,435782.45201030653,398724.2974460411,7550.566501978067
max,1363085.7780347352,656989.1470054538,645703.8031713851,25259.338407541465
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,2704.752256002919,16435.071205629312,7555.214670082954
std,0.0,3975.296950161243,29891.43067622282,3448.665635334819
min,0.0,0.0,0.0,2226.158152612019
25%,0.0,821.4462227908963,0.0,5109.4553311348745
50%,0.0,2016.0766814674266,0.0,6748.0795809106985
75%,0.0,3615.433023806987,30783.763564558103,8978.56706577565
max,0.0,96491.15853847089,202313.03244901367,27908.306233944015
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5639.173528261293,2392.162655109363,5331.368308523482
std,0.0,3977.75905072581,11115.503974245155,2572.196068933013
min,0.0,0.0,0.0,1018.5939776172066
25%,0.0,3198.096618762748,0.0,3578.854019248889
50%,0.0,4715.875190880135,0.0,4752.2751849947035
75%,0.0,6757.994315172708,0.0,6427.513952512082
max,0.0,32365.602927251057,123354.98651741122,29863.50922113484
count,664.0,664.0,664.0,664.0
mean,1174664.8609166997,714973.2538849291,502679.68956394505,7320.665854646824
std,181636.42708943816,75757.46879331578,99754.52965015268,3234.426493337054
min,685261.411361071,495940.5352128498,295955.8831801601,2360.1832594865414
25%,1045957.683883199,665053.0699094848,429234.1767870974,5111.856375000991
50%,1168714.208901472,713273.9191697389,490333.58776049485,6594.141649278352
75%,1282643.8434209535,757675.5543290572,559098.9204646861,8889.461419856922
max,2139661.7748501035,1100194.9038218854,931699.2004047075,29177.859452368135
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,10518.96694360732,73753.85413669104,6646.569730633626
std,0.0,6879.34361098033,48343.39697960246,3026.919511696067
min,0.0,89.79292598010952,0.0,1881.0235291053748
25%,0.0,6049.451579330544,39641.1013542176,4577.193557951945
50%,0.0,8657.55609204659,70349.61641929555,6058.354149114244
75%,0.0,13318.91560665497,108957.25767290016,7920.979622698501
max,0.0,87501.48414181567,240619.4128297607,24946.269682096183
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,2568.4092301596415,3247.0114493323595,7055.5620080450735
std,0.0,2292.6874686927213,14057.328699596294,3259.928378208645
min,0.0,0.0,0.0,2139.897015759455
25%,0.0,887.8520186476599,0.0,4887.666214597439
50%,0.0,2084.1437393890883,0.0,6308.002094385891
75%,0.0,3651.014426388693,0.0,8206.99832028467
max,0.0,16391.356722020642,124310.47992441313,29551.946826512776
count,999.0,999.0,999.0,999.0
mean,140628.00362778964,324126.48165965057,312328.0101686713,6838.328553858206
std,82397.78659794651,69975.66593883022,64789.85641790324,3245.9924660595866
