,B,C,D,E
25%,0.0,36319.522447943644,897.1595305971352,4447.39642222945
50%,0.0,42711.6233674669,40625.08012657353,5800.506962866682
75%,0.0,50130.67642185591,72684.22874178435,7919.142056281838
max,0.0,118432.41907101366,210381.72757926054,25531.97651118775
count,770.0,770.0,770.0,770.0
mean,1004361.3546509282,483275.8986432377,302329.73665756825,8157.776860346962
std,148836.92954238196,61775.066814484664,62855.15374745338,3594.141519989312
min,566923.278187855,320268.1250763885,149225.5463359476,2372.088200378045
25%,900490.1619776654,446333.7997208392,257399.32374496758,5642.532429532651
50%,996400.9147645816,481728.1841846524,298619.30749860976,7372.739163229204
75%,1100767.2535635158,516810.400428198,339207.6821475413,9690.238883215126
max,1488054.4111774345,793604.8243297747,530509.2473730245,27480.70310917194
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,578.988509985871,17920.72137958938,198136.6364812006,8060.045875628937
std,2635.9064143056057,22675.15999546355,55723.79630664941,3559.009951375181
min,0.0,2374.3861282730363,44458.37809696949,2270.11092117337
25%,0.0,8553.734487227104,158141.02995318716,5650.1733472227315
50%,0.0,13114.252146149369,194124.15716680512,7289.628807021853
75%,0.0,19761.436081392014,232305.20376229208,9636.489729145149
max,45147.05011906421,437107.04716290795,405442.4410858118,30103.08922363823
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,3955.7955581282063,166634.22402177923,198800.71088466424,6556.1477186788225
std,7649.598865407314,47334.18664004332,54278.37263338556,3572.1769328763335
min,0.0,76433.79874879279,31512.192730696486,1904.8218394967375
25%,0.0,136509.12763052405,160077.6906219144,4339.029351897342
50%,1737.955815232862,159558.94837033103,196429.55613217386,5690.875505656846
75%,4382.8382498482715,187762.50839090048,233900.92501772117,7830.0283631899965
max,85364.27983973063,619539.5581369392,382212.23885884916,53410.08100673799
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,35103.98860416146,9124.761795673196,6154.243012945815
std,0.0,9821.266461087906,21055.71771403938,2861.7931169817207
min,0.0,13862.432386910614,0.0,1211.5897035637736
25%,0.0,28459.098975312972,0.0,4098.717996878726
50%,0.0,34254.220618604566,0.0,5500.886796004427
75%,0.0,40461.36136909685,946.1489147017269,7525.954652365671
max,0.0,83746.68613337773,146704.81593825915,19785.544658091512
count,1000.0,1000.0,1000.0,1000.0
mean,2209.927564711725,141957.04429390817,174598.7925093219,6782.508016167505
std,5657.471455027257,42348.80482594753,48508.536331726966,3171.9643100250537
min,0.0,62804.06063600733,37601.4728154827,1716.443047015914
25%,0.0,117625.17648851463,141259.21473231516,4818.708204724344
50%,184.56041742706378,135277.21569326555,171889.94892123886,6070.59255339791
75%,2330.822238507999,159140.8074814824,205664.83511281732,8030.171268081656
max,70449.12122658787,877944.4114550048,355306.3082656669,37893.89509742117
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27788.35573368501,49484.36177458962,7615.290151846862
std,0.0,10243.766074116076,38540.46419391648,3363.9576698293213
min,0.0,7393.998320684352,0.0,1799.143646957521
25%,0.0,20864.67581368457,16335.001158129067,5272.88465384679
50%,0.0,26918.76323099581,47026.24494622377,6937.191733711253
75%,0.0,32986.70530492858,76893.11352449514,9404.478959760969
max,0.0,142247.71248307978,227155.6362023841,31850.384013580053
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,7141.4989454787465,12068.049914677975,5618.602856906792
std,0.0,4238.676102044848,26038.74214251249,2821.707779024097
min,0.0,239.31283977972154,0.0,1355.147124357921
25%,0.0,4358.342584190912,0.0,3721.389000485716
50%,0.0,5879.143079882938,0.0,5081.479622514207
75%,0.0,9020.360459297794,0.0,6742.218298094638
max,0.0,34276.20023012456,140971.608762432,39022.028605874664
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,21190.96257375022,9182.238534561951,7774.828155600197
std,0.0,8175.979408568353,22306.90399916415,3484.3469594355543
min,0.0,4544.793273250037,0.0,2235.1770273142706
25%,0.0,15474.885236548404,0.0,5502.648629008744
50%,0.0,20101.296054429047,0.0,6932.020025306594
75%,0.0,26150.75960814144,0.0,9230.161198281563
max,0.0,65998.9073589575,179239.67323563233,29802.46446220625
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,912.0,912.0,912.0,912.0
mean,644211.2457823149,611973.0371665136,473756.80664762045,7782.3094989618985
std,144672.08751533367,85398.12767505561,90840.33500087229,3442.879014984596
min,352714.33445476723,396020.73620734573,247673.93427217627,2187.883614896794
25%,545465.3630513885,558479.9784780345,413745.15020878345,5335.78176493256
50%,631058.7886119885,605384.5637803623,464231.33447198116,7104.497993021625
75%,724479.7914808653,660192.0909371744,522954.9941095895,9458.42129109961
max,2155002.9922391195,1638279.878644426,1100541.7587270718,31327.309190759606
count,1000.0,1000.0,1000.0,1000.0
mean,4.5155948556624015,43162.98336684139,74659.56101481992,7328.855374984204
std,142.79564734432464,11713.731692537951,50658.13786747949,3403.7598260767313
min,0.0,13837.61610726351,0.0,2198.3571872909993
25%,0.0,35582.0229879211,39639.98638182423,5020.591855455679
50%,0.0,42101.02169783738,68901.12959167594,6548.1137858110205
75%,0.0,49284.86959980732,107203.86174394618,8652.395093669576
max,4515.594855662402,94428.91518327354,260674.67196849902,28775.90291044543
count,1000.0,1000.0,1000.0,1000.0
mean,7643.954958482047,166330.99581356384,203424.1472043307,7034.909662064673
std,17036.94487937267,48724.99265582799,51666.99008830192,3311.161080608774
min,0.0,79278.8426705272,51903.82190285885,1892.419463975003
25%,1128.5373569287667,135784.39780695937,167597.34035077164,4839.4809534672995
50%,3335.622196177622,158625.72009178676,200910.8489188808,6353.16891330924
75%,8075.082702927337,185387.8508957026,236253.2654030995,8410.875132625064
max,383180.4927414163,809683.0431217363,384597.44675470004,41034.17930603725
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2.425637016647173,30379.78548520549,55048.27715956027,7881.35268548003
std,76.70537749420834,9842.720368580836,44075.829896120566,3704.457367047896
min,0.0,9301.874794156785,0.0,2211.5706242590522
25%,0.0,23703.990960273448,21981.608723061145,5437.560476044323
50%,0.0,29691.065702649288,50515.3066373512,7033.332670781591
75%,0.0,35903.413656362376,81716.71706698707,9267.218191850852
max,2425.637016647173,107222.64157394296,237735.22368634504,37987.940723113876
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27161.266907194084,20559.386946431754,6235.365132374143
std,0.0,9171.103382435804,35171.805133161615,2854.1724578933063
min,0.0,8214.665737678877,0.0,1129.561436968296
25%,0.0,20644.39771587162,0.0,4249.588832140615
50%,0.0,26073.761590411894,0.0,5679.853653267335
75%,0.0,32381.392575816608,38808.827919241645,7483.0003326039605
max,0.0,82555.97651369419,203674.42237982593,26647.335794414546
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,31750.903742923132,32723.264375327955,6779.257317121215
std,0.0,8972.178997782934,36979.20454339379,3161.2079068219614
min,0.0,9645.810201529073,0.0,1841.8755322729594
25%,0.0,25184.182986755102,0.0,4576.620174619247
50%,0.0,31440.743690162784,27249.718317333667,6088.859380289015
75%,0.0,37485.0912256671,54470.44116642262,8049.623197386857
max,0.0,75168.23418690899,187611.81860329473,26612.580418133068
count,1000.0,1000.0,1000.0,1000.0
mean,751.2534320471057,50105.939357225565,166906.66618817815,8029.741392261033
std,4387.036409693635,13446.116027743166,50926.90671129237,3530.8057714916376
min,0.0,21482.09100006451,35308.28619986581,1671.6242833618012
25%,0.0,41313.275604723094,130855.64950129553,5620.275984704784
50%,0.0,48965.52346839571,160393.91850498464,7375.812908713047
75%,0.0,57149.789423256385,198944.7107625266,9677.823895666135
max,69962.75963698686,152727.58617506447,323274.69963047793,29926.95205870586
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26628.28596719374,34846.60981322159,4403.192057590484
std,0.0,8597.858993366488,39564.76330226189,2178.802775847194
min,0.0,8364.19931132304,0.0,685.8345879397671
25%,0.0,20251.197504122607,0.0,2890.5253047695496
50%,0.0,25740.472190790486,25570.088068919074,3909.512432888408
75%,0.0,32301.382644939935,58873.748767239915,5400.157399381722
max,0.0,75887.51787186935,205297.34997925998,19859.203230540737
count,1000.0,1000.0,1000.0,1000.0
mean,39.67855494075064,75701.68764699751,149371.55979752023,8085.269684462289
std,653.6522068922195,22181.099741603626,52257.79961674811,3810.301835304748
min,0.0,35270.96506538898,2521.0348757275888,1655.2515771424191
25%,0.0,62245.49094280266,112050.75333635358,5536.793447691094
50%,0.0,72138.1284707344,145002.27467464312,7214.4104260424465
75%,0.0,84787.09951940145,183903.45919334868,9623.522358931448
max,16693.58911113309,362870.4841904014,336249.4322576362,35907.04992127504
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,37138.35324357671,31046.925245918716,5586.744127072753
std,0.0,9839.38295899548,39137.43508143165,2725.5489291596546
min,0.0,13642.13494092715,0.0,1435.8698568149691
25%,0.0,30582.428630499595,0.0,3670.8449487365697
50%,0.0,36700.715388722936,4315.546775687095,5005.182929385333
75%,0.0,42912.79338075705,53125.87207712306,6803.530460853345
max,0.0,86191.66651258315,210194.0699266108,24849.258825968835
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,6080.021534237746,25672.53500077398,7109.419830249841
std,0.0,4129.711816651637,36089.48371803152,3285.6507920091
min,0.0,0.0,0.0,1862.008382174834
25%,0.0,3474.8886578145202,0.0,4931.011138260072
50%,0.0,5189.902901714773,874.8258302573631,6378.682963893951
75%,0.0,7242.401814866736,47501.090511369744,8459.315384820191
max,0.0,47443.920346955645,197358.9191359307,29077.814821553082
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,47968.694460117535,80433.62812436697,7062.435852958465
std,0.0,13016.844216756796,47351.754488750135,3186.8476463570205
min,0.0,18124.568848764648,0.0,2172.6075594262857
25%,0.0,39578.53431635923,47208.41181794181,4937.771514719966
50%,0.0,46743.29910068888,76583.72952688235,6443.886166941791
75%,0.0,54469.53391408481,111411.61873464794,8300.463523173015
max,0.0,155046.8291331266,239870.54644012827,30667.944630544494
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,29989.78975819625,17807.95901789356,7670.186106677855
std,0.0,9772.669679772964,31918.520979136516,3631.0942895745343
min,0.0,7270.174766318192,0.0,2090.826465524446
25%,0.0,23658.165544521766,0.0,5394.252693739221
50%,0.0,29296.378699477726,0.0,6958.581864946758
75%,0.0,35736.12145131886,32312.370524811053,9250.845781945636
max,0.0,132915.01175084777,180112.29740036232,45889.13775192783
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,35043.60435563774,25312.40321122814,7942.908089255418
std,0.0,9741.74860056874,33502.84886220432,3486.692306071635
min,0.0,10318.479174834352,0.0,2436.9264476891394
25%,0.0,28563.7277936323,0.0,5443.393986022515
50%,0.0,34309.05721719656,1200.6751670808428,7269.006647680151
75%,0.0,40301.38000226679,48591.48999858549,9368.363419512947
max,0.0,91824.25988763763,179059.04177081236,26942.336730397103
count,1000.0,1000.0,1000.0,1000.0
mean,0.6032976076042906,56232.30306044796,80363.97417151723,7978.671538047128
std,19.07794546960089,14630.674404070216,48700.81596092498,3574.335192719588
min,0.0,26221.501436362105,0.0,2260.2586111082264
25%,0.0,46651.18605279431,44840.46673807538,5558.594500961075
50%,0.0,54661.93256633809,78909.71304085883,7200.044224256308
75%,0.0,63460.31176304109,111425.17638797502,9466.528815189915
max,603.2976076042906,174648.54547641857,468764.10822088766,27268.157125689664
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,8743.512434883587,5842.352864113964,7474.329399788596
std,0.0,4987.946127589259,18690.942146456535,3421.965940438117
min,0.0,0.0,0.0,2391.170422200935
25%,0.0,5292.74853952151,0.0,5147.428738825334
50%,0.0,7239.690765867101,0.0,6822.771683012328
75%,0.0,11370.24359302871,0.0,9168.402122576832
max,0.0,35153.21989099094,119502.51650727034,35639.02624679935
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,39799.40440088129,20214.9703092297,5148.9330984093085
std,0.0,10946.60500332649,33247.43780780297,2573.763346584873
min,0.0,14413.54854832622,0.0,1263.995747773503
25%,0.0,32604.96244624472,0.0,3455.5705806250353
50%,0.0,38830.51134070491,0.0,4618.163563059927
75%,0.0,45790.59817084965,40721.541079459974,6262.5751457350525
max,0.0,121570.62192165185,170782.35400425532,33157.60157921145
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,34211.61247029677,16028.925945405486,7391.7176665023235
std,0.0,9719.898756862294,28211.9967907475,3621.209379950596
min,0.0,12016.115048484256,0.0,2018.0734049829848
25%,0.0,27984.561231275115,0.0,5023.933440909308
50%,0.0,33328.53393574644,0.0,6567.044632215755
75%,0.0,39636.85726326402,32018.890108207146,8726.134682090113
max,0.0,114917.85996935605,179857.92970254974,32084.641203381147
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,3.929133991143519,36526.59063887383,111768.6971617522,7962.580201559703
std,88.5943153343601,11340.273603395588,50571.78799366041,3378.9614478176345
min,0.0,11936.966610201764,0.0,2495.4269360897174
25%,0.0,29431.469787551803,76747.53045182281,5541.50095518657
50%,0.0,35115.976851514446,110759.91962855539,7284.509580503127
75%,0.0,42397.897895810755,145794.39685769135,9494.193501146998
max,2226.7643359427293,122682.75563794299,300635.8432182266,24504.9386808376
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14656.083267880675,3842.993837589493,7553.484743717576
std,0.0,6744.070108961797,15466.796696363153,3366.4319150343526
min,0.0,2093.05916152021,0.0,2112.0183562148422
25%,0.0,9346.360811866474,0.0,5225.212747401035
50%,0.0,13932.639454576645,0.0,6874.144513394242
75%,0.0,18899.436479051208,0.0,9090.193829297757
max,0.0,56442.740409230864,130981.23149100092,26277.367981076324
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,95.6923735028536,20424.467016908307,120233.23572182389,6830.758475342559
std,2593.885427347408,9964.24615993856,49134.8164414454,3144.8343273746373
min,0.0,3439.0892421405883,0.0,1847.2921499785978
25%,0.0,14033.179083844305,85811.05710650842,4667.08934922802
50%,0.0,18946.52706543964,120952.53568553131,6090.370165010017
75%,0.0,25241.200660264243,154645.90415967983,8223.831205574748
max,81554.61276866803,127966.11465097632,308730.8053307028,27438.449969623292
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5187.072839279574,26800.55632624756,6540.835304324521
std,0.0,3581.7923198182198,34288.28074229308,3026.2654473711455
min,0.0,0.0,0.0,1648.7110168621502
25%,0.0,2810.406604529205,0.0,4521.854374644585
50%,0.0,4579.837630345301,1428.4300595473312,5911.032629201129
75%,0.0,6323.368071899683,49398.277185731655,7841.675762347905
max,0.0,29090.435537747726,167799.63706135665,26803.088682713413
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27723.60144036554,89299.63211278922,6757.982497514475
std,0.0,9619.44594308678,46364.64634225547,2946.6908687737573
min,0.0,7750.536028936607,0.0,2071.9938739872878
25%,0.0,21228.006305067913,53899.60424223234,4656.22761163696
50%,0.0,26255.30036304995,86414.33757760815,6090.4844084878205
75%,0.0,33032.435078205766,118733.3162600786,8086.666334381396
max,0.0,111005.6296839205,268739.8374074325,24927.466685145588
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5833.28017581901,42746.596537699676,7678.033346225986
std,0.0,5065.495722199779,40763.29734517552,3642.2107627552377
min,0.0,0.0,0.0,2204.04782046087
25%,0.0,3104.572779975266,0.0,5362.002136623916
50%,0.0,4748.130339045267,39823.12705334104,6785.403608999877
75%,0.0,6861.018960886217,68958.79644424231,9067.687754348428
max,0.0,75015.93401151588,209403.20872024738,48849.06280861324
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5132.283669039106,53823.648639738065,7537.468672658702
std,0.0,5055.922765407629,42333.87546878782,3742.2712891332917
min,0.0,0.0,0.0,1706.1025288007872
25%,0.0,2245.0073376354853,19797.96915109991,5166.465591311191
50%,0.0,4030.556388148193,48545.202395513086,6644.935234461103
75%,0.0,6319.338643406598,82017.27138826164,8791.072810313568
max,0.0,73221.80458556325,195461.17641152575,39961.62902334707
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,8992.191642536864,54385.42279288764,7027.512621615681
std,0.0,6243.982880030818,43163.48084888792,3261.0992635163266
min,0.0,0.0,0.0,1710.982929959765
25%,0.0,5109.575884812749,17008.768970752448,4878.8105449391805
50%,0.0,7301.935454629191,50733.3657588454,6373.036650193645
75%,0.0,11900.783656056148,83307.62355377033,8467.787815282785
max,0.0,94733.16648081428,241517.07425485124,42652.24237318013
count,1000.0,1000.0,1000.0,1000.0
mean,72810.32151554945,267391.6495623509,214557.36347088107,7355.741366673159
std,46258.25856959684,63271.35251229429,54133.42790137733,3454.2848191793637
min,2794.3632198501546,131908.65460935133,73002.58260590018,1623.3821753464665
25%,39155.23211745589,222974.06021966547,177080.20179375948,5078.317453243793
50%,63417.995115622456,260148.965312224,213697.69861726748,6591.871633642922
75%,95473.60302150692,302352.34961465234,249195.70743859056,8810.249239155473
max,340259.6160425034,721135.0279669147,409445.80281736446,34014.83004814973
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,15345.549402351651,12665.444568997334,6759.727126738
std,0.0,7040.331520973188,26920.83860941197,3099.961646003838
min,0.0,2030.7348256718928,0.0,2016.4903156326288
25%,0.0,9996.294055642631,0.0,4611.522727647516
50%,0.0,14280.015041031722,0.0,6070.95304529227
75%,0.0,19462.933672580875,1136.3115225600002,8217.0731654357
max,0.0,54431.962281174994,173611.46460348635,24824.502806685756
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,16924.10648177417,193786.5651838742,260096.87363940603,7025.04229859219
std,24369.045254774202,53035.28273091909,57743.45601451205,3194.085176493806
min,0.0,90123.79862138143,114609.43029627198,1817.9343665265405
25%,4106.456743762304,157418.05646206575,218886.1555037758,4851.090593423944
50%,8910.664360438936,185306.80475377146,256863.13297637634,6305.120740932583
75%,19555.074563480473,218951.52171566995,295691.2374391643,8434.646482016604
max,244153.41017187084,632226.3928296738,516101.06189203664,28789.47728306882
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.33246875976334866,19186.66733253783,93506.68977466544,7155.516832143793
std,10.513585317035433,9178.14358245511,49111.788727443,3259.144465046103
min,0.0,3923.0598569812455,0.0,2295.960744543356
25%,0.0,12878.898727098544,56192.891243597376,4896.73249842806
50%,0.0,17748.16577611497,92828.75004073553,6533.691978246351
75%,0.0,23389.720390314666,125259.24639386035,8473.896910714
max,332.46875976334866,92738.89939356307,242785.9029451108,26683.666448521875
count,1000.0,1000.0,1000.0,1000.0
mean,5.4308870756856,79662.54558636206,94426.5717359784,7839.688944597358
std,98.88600255480144,18831.760506215353,50696.85537335901,3652.3659679264856
min,0.0,34735.26359745113,0.0,2201.6034991196475
25%,0.0,66777.46047285934,57056.79437593236,5464.559229664577
50%,0.0,78073.89127708228,92041.42860973142,7125.64244979807
75%,0.0,90099.69649235599,125566.71019091315,9467.499425254417
max,2547.3583520497314,178245.5002651856,271076.2163594275,53942.26909282832
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,9970.9073820129,73676.61896907914,7479.658137808357
std,0.0,5992.883433631973,49404.55100970442,3455.2509882023282
min,0.0,853.524184213739,0.0,1883.617636492839
25%,0.0,5719.013972386898,41270.98016194049,5177.7355007049155
50%,0.0,8491.588982970468,68641.56897279501,6646.059351800288
75%,0.0,12952.555534045967,105912.67584295975,9014.773769136182
max,0.0,54899.8767790941,225623.27923394722,36912.26980075565
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,7597.448024355479,91287.48357823039,6760.616142393099
std,0.0,7003.9722444428135,47958.64726979421,3164.31003403318
min,0.0,0.0,0.0,1662.8637139877985
25%,0.0,3727.1996735152557,54359.15158380601,4500.79312489404
50%,0.0,5849.996138129377,88314.92574220561,6110.129775892852
75%,0.0,9172.703593638891,122302.35811418245,8206.429787424531
max,0.0,95282.22023105828,260740.14083870285,24631.32686762565
count,999.0,999.0,999.0,999.0
mean,192695.3984258904,319540.4026583578,252036.59625804969,8102.542044974673
std,83480.59191286527,69545.56400227429,55286.88167322607,3724.7538029331295
min,14939.297777085885,164058.53982366546,103203.56916011788,2316.088129253653
25%,138801.59049642907,272831.9754837671,211825.85813407894,5624.652220091211
50%,185705.95805853905,313424.3239183334,248430.61739680608,7211.799073340413
75%,236462.17678868893,359421.28715862375,285577.5598652918,9740.755896500761
max,1420475.0311691659,955928.60046962,456117.0125639689,35666.944405142414
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26631.902150676273,74498.98735483934,7630.556212681927
std,0.0,9356.301353805902,45739.71122840328,3337.5266248289568
min,0.0,6352.634298148359,0.0,1910.3945915473544
25%,0.0,20193.5037494448,41178.15012246424,5332.2316038569115
50%,0.0,25361.567012993517,73619.42819629803,7027.532605563079
75%,0.0,31944.73178156346,104761.33778460088,9149.799075828369
max,0.0,90871.88175705787,257071.17312637647,30862.708693084587
count,1000.0,1000.0,1000.0,1000.0
mean,29.09529406036352,12353.717866696292,123148.11652001002,7923.136884527017
std,641.8557621938611,8106.8067281874255,48560.09218821267,3374.301722769787
min,0.0,1051.1986130129314,970.0057047087734,2536.4536088198597
25%,0.0,6765.391731919848,89633.23809615374,5616.514838325007
50%,0.0,10333.466106606134,123467.94967206047,7282.029822925853
75%,0.0,15448.869632646009,154999.48259014293,9378.321601208896
max,19528.60666613242,73107.72499505237,261909.97044900118,28395.20809846549
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,11.74062293467297,73762.27852162307,64856.14883643093,7269.335243231505
std,162.363114078301,17639.431707174946,49021.836542473924,3284.2354653146076
min,0.0,31093.593594354024,0.0,1568.2163335323476
25%,0.0,61618.99154904531,29298.01774440518,5046.868321667073
50%,0.0,71398.57082272679,58558.14955409212,6555.499478793045
75%,0.0,83432.2155113617,98383.27775730197,8835.443460804841
max,3323.8300507179856,179043.3709271093,268292.1135154688,34144.22013587496
count,1000.0,1000.0,1000.0,1000.0
mean,19515.258944855803,183101.34731045683,248858.71724457172,6950.557215580178
std,29425.070987841184,48691.34528267922,54502.133003884686,3428.244702491953
min,0.0,92249.50800145978,96474.19599062474,1863.37143311037
25%,4886.402345607645,150035.44722629132,211474.34877037667,4778.883259457269
50%,9728.936999006972,175806.14883465695,246634.59737644752,6105.647074929888
75%,22374.779006527213,205794.856719263,285175.7386392218,8337.337920435257
max,349065.9641402387,508276.9374282164,462224.41400310956,34459.80666098927
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,69368.512869879,86699.3200415413,5408.523338851387
std,0.0,16417.17555455056,49220.69719702798,2580.8620146139983
min,0.0,29635.31119752825,0.0,1446.251310231802
25%,0.0,58299.96922623168,50665.16652481239,3714.8525826909863
50%,0.0,67192.2044627782,84501.30277570803,4889.698580813689
75%,0.0,77961.79930926464,119613.97570630707,6506.446093049973
max,0.0,149095.9298086739,266404.2981457516,25577.776538487647
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,46282.43313984217,83488.40344898489,7819.697672171336
std,0.0,11447.951330415053,48045.81362586734,3450.604176817032
min,0.0,12159.852250859067,0.0,1997.10584222355
25%,0.0,38525.83364348122,47218.37675977475,5558.390657129929
50%,0.0,45141.5201814255,79613.0733682407,7025.813574422837
75%,0.0,53009.33476566054,116848.52129189562,9290.383314083843
max,0.0,97667.62525566407,242059.23494091904,34594.6877680102
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,922.0,922.0,922.0,922.0
mean,538600.707194956,572210.9106033811,454574.68250160606,6760.917453869775
std,144799.75095675295,80371.22973465861,87249.32873565967,3258.3637682083236
min,221587.9625962162,371925.0415957217,259972.1274246593,1920.330449754753
25%,443667.616043676,515765.14992121886,393510.12680426275,4598.635877313291
50%,522959.29702115164,573060.7303854912,446353.1216969407,6026.49820730221
75%,616172.3421848,618132.2740447996,508750.5383561456,7923.216501156719
max,1693987.7384459428,1059970.9788358884,991882.2946135724,27095.816861320392
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,54835.746860344065,123057.67370195598,6417.15092509616
std,0.0,16081.436495017171,50681.31655530336,3099.8405474806023
min,0.0,22679.17014892659,287.0223248779279,1534.115525335366
25%,0.0,44634.35789883745,88222.88446433697,4263.070437574144
50%,0.0,53184.378943748474,120790.49421054585,5568.765324109574
