,PFA-1-1,PFA-2-1,PFA-3-1,PFA-4-1,PFV-1-1,PFV-2-1,PFV-3-1,PFV-4-1,PID-1-1,PID-2-1,PID-3-1,PFA-1-2,PFA-2-2,PFA-3-2,PFA-4-2,PFV-1-2,PFV-2-2,PFV-3-2,PFV-4-2,PID-1-2,PID-2-2,PID-3-2
Units,g,g,g,g,inps,inps,inps,inps,rad,rad,rad,g,g,g,g,inps,inps,inps,inps,rad,rad,rad
0,1.8253674948240168,1.03398033126294,1.1276475155279504,0.939513457556936,44.2069,35.7607,41.7395,46.2363,0.0112564102564102,0.0129692307692307,0.015726282051282,1.8253674948240168,1.03398033126294,1.1276475155279504,0.939513457556936,44.2069,35.7607,41.7395,46.2363,0.0112564102564102,0.0129692307692307,0.015726282051282
1,0.9656521739130436,0.3465579710144928,0.3424792960662526,0.3864777432712216,72.7588,76.9801,76.3916,74.9792,0.0144121794871794,0.0147403846153846,0.0107576923076923,0.9656521739130436,0.3465579710144928,0.3424792960662526,0.3864777432712216,72.7588,76.9801,76.3916,74.9792,0.0144121794871794,0.0147403846153846,0.0107576923076923
2,1.4385274327122153,0.3225207039337475,0.3459704968944099,0.4059083850931677,49.3727,46.4907,51.9585,55.5861,0.0079319871794871,0.0111587179487179,0.0083711538461538,1.4385274327122153,0.3225207039337475,0.3459704968944099,0.4059083850931677,49.3727,46.4907,51.9585,55.5861,0.0079319871794871,0.0111587179487179,0.0083711538461538
3,1.9592261904761905,0.4290191511387164,0.4365217391304348,0.6005331262939959,48.8597,48.5637,48.0022,52.9264,0.0037750641025641,0.0052529487179487,0.0071074999999999,1.9592261904761905,0.4290191511387164,0.4365217391304348,0.6005331262939959,48.8597,48.5637,48.0022,52.9264,0.0037750641025641,0.0052529487179487,0.0071074999999999
4,3.0824275362318843,1.1900491718426498,1.209011387163561,1.1070186335403729,85.3067,84.3674,85.9614,87.5008,0.0308038461538461,0.023252564102564,0.027851282051282,3.0824275362318843,1.1900491718426498,1.209011387163561,1.1070186335403729,85.3067,84.3674,85.9614,87.5008,0.0308038461538461,0.023252564102564,0.027851282051282
5,3.0453674948240166,1.0293840579710145,0.5966330227743272,0.7196506211180124,39.6918,38.9878,40.2331,45.7452,0.0425917307692307,0.0355602564102564,0.0267378205128205,3.0453674948240166,1.0293840579710145,0.5966330227743272,0.7196506211180124,39.6918,38.9878,40.2331,45.7452,0.0425917307692307,0.0355602564102564,0.0267378205128205
6,0.4488716356107661,0.1219236542443064,0.1423843167701863,0.2254676501035197,45.0943,46.8429,49.268,51.1134,0.0019224358974359,0.0027974358974359,0.0027461538461538,0.4488716356107661,0.1219236542443064,0.1423843167701863,0.2254676501035197,45.0943,46.8429,49.268,51.1134,0.0019224358974359,0.0027974358974359,0.0027461538461538
7,0.8728985507246377,0.3557091097308488,0.339927536231884,0.4222955486542444,53.1964,52.9934,51.5875,55.3539,0.0077576923076923,0.0104089743589743,0.0083307692307692,0.8728985507246377,0.3557091097308488,0.339927536231884,0.4222955486542444,53.1964,52.9934,51.5875,55.3539,0.0077576923076923,0.0104089743589743,0.0083307692307692
8,1.3487577639751551,0.2618633540372671,0.2671428571428571,0.2938845755693582,80.1427,78.8096,76.5565,74.5082,0.0046326923076923,0.0066538461538461,0.0062730769230769,1.3487577639751551,0.2618633540372671,0.2671428571428571,0.2938845755693582,80.1427,78.8096,76.5565,74.5082,0.0046326923076923,0.0066538461538461,0.0062730769230769
9,4.757789855072463,1.0702769151138718,0.8777510351966874,0.7716977225672879,60.9592,60.6174,62.8786,65.3864,0.0743493589743589,0.0328974358974359,0.0295096153846154,4.757789855072463,1.0702769151138718,0.8777510351966874,0.7716977225672879,60.9592,60.6174,62.8786,65.3864,0.0743493589743589,0.0328974358974359,0.0295096153846154
