,B,C,D,E
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,746.0,746.0,746.0,746.0
mean,952368.9049588876,451166.8066631815,305493.5710320435,6115.165054331087
std,154759.64119822206,69892.2016591048,60847.20964695943,2813.036639748866
min,463786.9808300864,288601.019362644,119566.12018244636,1474.6764108293692
25%,845525.3963481914,407574.45338487555,261817.72475327292,4142.931494160191
50%,947737.8926076571,445533.00957270665,301045.30289995787,5577.76754381689
75%,1047653.0456027475,486602.96213704406,344954.60935215896,7432.8679448608455
max,2007820.819802785,1291446.849770618,566526.770212782,21436.384252178665
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14971.666521436442,70739.64977413807,7902.929004349003
std,0.0,8698.783038489186,43717.85785108566,3600.6928861921792
min,0.0,1289.792446700144,0.0,2345.117023955202
25%,0.0,9078.620328374545,39039.335222964415,5491.859373328138
50%,0.0,13341.819433345332,67270.66206243577,7177.027941274327
75%,0.0,18977.689221431323,96689.02687787089,9468.569468832124
max,0.0,120561.64575259341,271102.43100621656,46039.70799714107
count,1000.0,1000.0,1000.0,1000.0
mean,3.057391345693643,32510.470657064983,88851.0030166381,6661.658369272314
std,53.907626455431256,9713.06312792808,51138.12052926491,3115.448014629657
min,0.0,8474.060499633533,0.0,1683.063758570352
25%,0.0,26069.977888729452,51421.6040005946,4554.2627334466415
50%,0.0,31766.944826896914,86154.68269041035,5954.904244709834
75%,0.0,37858.38524313553,122022.24025922337,7973.161984787868
max,1434.252568528444,105892.90068313878,264112.728337543,26229.469528749574
count,1000.0,1000.0,1000.0,1000.0
mean,0.802957201493043,48433.858964354935,42320.0818588461,6562.660954473736
std,25.391736203527696,12250.29396085794,42045.60207772938,3235.563096189382
min,0.0,19802.524186027913,0.0,1885.5045330408075
25%,0.0,40042.09118518535,973.1268427220617,4435.03585589385
50%,0.0,47180.71461977804,40093.42569279006,5740.941854562847
75%,0.0,55459.2861837604,66497.58600696141,7996.273173040809
max,802.9572014930429,112577.32521154695,226795.00663930824,35842.26631717463
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14634.256026170184,78875.46254033496,7609.892466543795
std,0.0,7672.696370402406,47142.92382247229,3475.0863495752824
min,0.0,601.6205719430416,0.0,2072.9281943824444
25%,0.0,8930.4348104948,43629.04156853278,5341.9867332440745
50%,0.0,13449.470962668824,74583.50558786403,6874.066947707397
75%,0.0,18678.358023583787,112565.27975609998,9007.099446599992
max,0.0,75189.18745780078,242089.12408061116,30072.71867807684
count,1000.0,1000.0,1000.0,1000.0
mean,17678.525455698298,203110.10458835357,241039.0996547921,7737.1741028035685
std,24579.5990836702,57189.99576365296,56125.615136330576,3588.6894957232867
min,0.0,75052.19635653362,74011.01908751948,2062.8564457603748
25%,4534.592384846004,165050.669180671,201811.42413231952,5330.435282871046
50%,9735.963699760076,193525.30829332417,236868.81030705478,7014.238476777305
75%,21051.75089252057,230017.7069011088,277967.5150618831,9234.47061534814
max,280194.0772795061,812639.3452440263,431525.0929931475,44827.678120809775
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,32458.896945863835,69713.6489631156,6643.206591924761
std,0.0,10879.639633951989,45154.745317507826,3022.416810739724
min,0.0,10189.799967887691,0.0,1914.0857078570302
25%,0.0,25531.77382521196,36405.49295255912,4633.056701408363
50%,0.0,31604.5295869213,66750.77000469516,6043.467558878234
75%,0.0,37700.365417817884,100204.9671925189,7912.360851820652
max,0.0,179004.38678548054,202957.82878246857,25389.310816624777
count,1000.0,1000.0,1000.0,1000.0
mean,19.709937027186903,81930.32977244974,98362.05966491306,7270.757836921132
std,242.65624608269096,18644.841691204754,49905.290289971264,3234.4613611279433
min,0.0,31985.780349431894,0.0,1810.585454536364
25%,0.0,69355.70556718715,61116.259231975215,4985.057322376773
50%,0.0,79996.35866491927,97673.860983221,6634.879081391487
75%,0.0,92707.78878698911,131639.77554030326,8860.46374583185
max,5130.170313277687,190929.20423137947,254367.38256928042,28842.44234084968
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30300.455947548922,50976.19578145078,5871.519056704731
std,0.0,9447.07182159723,43553.80758599865,2778.81632386776
min,0.0,6523.060836156458,0.0,1407.2698257584032
25%,0.0,23530.49192498693,4470.037794295909,3933.1732779496706
50%,0.0,30230.753811837105,46623.395484955465,5261.419947950566
75%,0.0,35665.06160096242,79368.81674176254,7001.665693253868
max,0.0,78662.81412374957,248986.2671317399,24818.20335681518
count,935.0,935.0,935.0,935.0
mean,610730.079189199,411013.5104477487,260519.21796944403,7106.072664645912
std,120280.08236060543,63422.639987991664,59579.19671830138,3281.5040533417473
min,331388.7256596034,249913.3466842627,107608.0831528546,1814.3852737986776
25%,526285.3955232349,370083.3578373668,223016.0798530864,4857.801225005247
50%,605406.2686959461,408437.97027715464,256609.31581639228,6385.8745670726075
75%,685922.4487178104,447424.7118811866,298018.50128550257,8597.708774712153
max,1488248.7030000421,800855.9555823214,480287.89785240777,30771.50751521224
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43852.20263562614,35984.701288546086,7775.200686239435
std,0.0,11587.53885570162,40501.55030735238,3335.7283177590994
min,0.0,10911.395882788733,0.0,2500.9438979441907
25%,0.0,36033.91239255656,0.0,5419.351441792244
50%,0.0,42456.87143201016,28368.156914417254,7096.066775960837
75%,0.0,50828.213301993375,59534.45950130292,9176.90667786016
max,0.0,107196.09063413882,191686.1981441683,28964.150702002415
count,1000.0,1000.0,1000.0,1000.0
mean,7.001741101073498,58584.1928234607,100599.23942237262,7971.952672751585
std,153.47766343961433,14654.092691519681,50271.223240059335,3693.852752518842
min,0.0,25597.448214228538,0.0,2295.1096040842735
25%,0.0,48120.570654945055,65514.39604156872,5569.333570538714
50%,0.0,57251.25267990617,98196.93600834582,7317.350462429967
75%,0.0,66669.7865400482,133327.18117561453,9533.994481731697
max,4665.688324151337,127220.15093479736,253182.2601073856,53074.810119211485
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,20046.386669035248,25880.554384305055,6118.80457992149
std,0.0,8199.510086106686,37160.831500548426,2864.9307207058155
min,0.0,3515.860513609978,0.0,1317.6141621191362
25%,0.0,13893.640147540207,0.0,4199.598618035771
50%,0.0,19054.64847101117,961.7987303656581,5524.778271501796
75%,0.0,25370.815406284484,47487.30504987395,7285.0125661938055
max,0.0,60882.691764207986,181647.68012916818,22499.791819568327
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14497.9173266444,1374.371571310324,5657.880697760188
std,0.0,6808.147278859601,8416.93697496541,2687.820612576019
min,0.0,1439.2550243540395,0.0,1059.4763960495761
25%,0.0,9204.5614020161,0.0,3826.563577915662
50%,0.0,13489.997056380967,0.0,4993.081790712355
75%,0.0,18894.063942625515,0.0,6937.658740080063
max,0.0,46387.75318707942,81564.67880538377,21549.78434755038
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,17185.102218955442,40821.105676324485,6830.779751991706
std,0.0,7674.804879331678,42101.00445669612,3277.482431713233
min,0.0,2031.4235275543942,0.0,1826.043507511413
25%,0.0,11232.195250526493,0.0,4657.181561694743
50%,0.0,16228.632376019195,34356.48481797578,6134.340647143017
75%,0.0,21831.77965631904,68053.8927152744,8229.765806506697
max,0.0,67905.3538404372,181664.82314305875,42895.644295573824
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,9876.285567456689,18808.132907012805,7718.560870089582
std,0.0,5955.100690043525,32972.23892504011,3907.0489056090655
min,0.0,225.97590533276457,0.0,1748.0507439675305
25%,0.0,5605.127876121249,0.0,5360.784866045924
50%,0.0,8549.374048090736,0.0,6956.87934880978
75%,0.0,13123.078841574621,35696.16123421334,9062.428540244582
max,0.0,89291.75588339864,184926.1275978915,68932.88521539011
count,1000.0,1000.0,1000.0,1000.0
mean,1.844015037080489,23118.84545445172,106312.20161524965,7203.412417910291
std,47.15728075955994,13150.173738640107,48808.493550052146,3291.3344866196635
min,0.0,2138.8518863503778,0.0,1821.3124355720329
25%,0.0,15866.028581649121,72116.24288434339,4919.652923127653
50%,0.0,21747.227506406118,103929.71350138786,6507.191321296144
75%,0.0,28189.843125115327,139004.6669990269,8623.301956571233
max,1434.252568528444,268540.2496330342,368359.94338462705,27007.462270129643
count,1000.0,1000.0,1000.0,1000.0
mean,136126.132306875,467222.6793591801,449868.9953236331,7260.866828917392
std,111017.29475411432,79191.4709222479,89138.69379421315,3708.172269749482
min,11307.457723046067,264295.3293702026,242085.56841556306,1948.839999636963
25%,76644.92950734428,413467.91570353316,386754.64480823185,5016.681710022394
50%,116845.05424628855,460473.4913898888,442264.711358109,6491.208413554603
75%,171278.64565809717,510544.10989706265,496174.608628497,8760.88717830261
max,2347874.261485895,1031034.7581013185,949640.6008757891,67925.13770680086
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,24272.570948922305,29218.906259268897,7396.451667488554
std,0.0,8747.255920162876,37909.9035308149,3531.255283974458
min,0.0,3774.378311245387,0.0,2170.3328863516076
25%,0.0,17807.28886980972,0.0,5093.668029574804
50%,0.0,23697.59213970248,1407.1110583720533,6625.055854020551
75%,0.0,30099.55773736903,53874.2270984741,8814.38733530612
max,0.0,69239.27383850382,225945.99975865503,45286.21585542013
count,927.0,927.0,927.0,927.0
mean,518242.24078856193,732410.0025715046,585898.3119712827,7172.338584114302
std,205609.50324854197,91318.09293850203,124846.34484237748,3504.24030220665
min,163578.44193409482,516183.63765974075,329615.969962167,2230.8408203525105
25%,417610.57042141847,670481.9182374845,504766.23661583714,4972.3400590078
50%,498190.6821865038,724901.4270040648,570453.9702028788,6494.54478682292
75%,583916.0876586763,782979.4619964038,642671.0359917406,8590.990470220644
max,4745849.272363942,1313746.3318308669,1355425.7655232667,47412.60357955099
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,32329.046823444776,22491.765576306374,5845.589148676771
std,0.0,9080.4518970267,33823.821998466505,2887.6057697438837
min,0.0,9982.555059854847,0.0,1234.1190245104613
25%,0.0,26014.746647548855,0.0,3842.7708554434703
50%,0.0,31744.12118453242,0.0,5265.964336486181
75%,0.0,37732.953072125645,44124.15152145712,7084.796267597202
max,0.0,89842.67403588546,186524.197981236,29499.963738256934
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,17447.31924816335,31005.110765583082,7075.011485711259
std,0.0,7289.355987950381,37752.2860368985,3226.6668375662753
min,0.0,1605.0109640010294,0.0,1816.0202846610046
25%,0.0,11591.70418050732,0.0,4847.875313165295
50%,0.0,16654.0842868712,9168.918166533364,6496.386318099181
75%,0.0,22043.381215710204,53457.04020499445,8485.620222444897
max,0.0,52899.32594171419,192644.11647830225,25596.100605526535
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,40424.675533709866,23959.449365371052,5966.822367879169
std,0.0,10963.845618499148,35607.355359297195,2943.537543105334
min,0.0,10745.544046745457,0.0,1168.3591389912783
25%,0.0,33295.52806634838,0.0,4068.6317590627036
50%,0.0,39193.645252793394,0.0,5361.769704321847
75%,0.0,46214.20571339691,46349.88500120063,7117.938015547818
max,0.0,98677.31307817301,206296.74500645977,28534.599877842295
count,1000.0,1000.0,1000.0,1000.0
mean,36.437323610893664,91149.47348740915,96830.952294489,7226.238154172999
std,350.9597896115271,21325.862019771525,49039.67109806889,3453.150648442854
min,0.0,40238.635473110444,0.0,1559.8271117745865
25%,0.0,76808.1328393494,61273.57797123591,5022.44437224184
50%,0.0,88386.60845352821,93643.35624165209,6463.674163038393
75%,0.0,103946.7583926141,129124.57605765181,8627.521132027545
max,6502.9953837891635,230286.46906868857,386218.52841173654,36697.82674270574
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26924.040619490523,55327.18553960957,7382.9533209139345
std,0.0,9429.17061546371,46733.70253695659,3262.6681748376577
min,0.0,6016.7401698155745,0.0,1939.847801169817
25%,0.0,20470.18624875426,4336.7556540779715,5048.697061526747
50%,0.0,26503.147702575,49775.83647739129,6765.742289391215
75%,0.0,32289.32816851553,83845.52105431739,8823.613985683032
max,0.0,111456.47914506956,248986.2522709809,25958.081595525116
count,1000.0,1000.0,1000.0,1000.0
mean,0.8029025674188214,55318.684841525755,44363.681682252216,7701.662228232219
std,25.390008522403743,13774.650318475828,41214.244520204855,3359.2031328762296
min,0.0,22720.28041230351,0.0,2433.0251117004045
25%,0.0,45440.692967899435,1215.2027568455164,5325.552793802384
50%,0.0,53785.34813171442,42555.36305059938,7114.140971207395
75%,0.0,63760.42568397283,69249.51040666936,9200.992882270279
max,802.9025674188214,125802.96595343063,206354.96878276236,30631.856894955792
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,7299.523980076382,28359.358808142326,6910.296963995104
std,0.0,4875.431997576846,37424.19418310232,3208.112443275924
min,0.0,0.0,0.0,1648.3755314924224
25%,0.0,4245.649289797938,0.0,4799.843332428163
50%,0.0,5956.9388571784275,1315.6662793399755,6240.539772873133
75%,0.0,9167.6570019893,49415.51842826211,8141.711331361023
max,0.0,74194.49594229391,222196.4680687838,33839.13870336015
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,981.0,981.0,981.0,981.0
mean,389257.92511083896,587513.4151383431,472959.8180635646,7005.245605076577
std,163470.63251099506,79314.4617576093,98158.72520020918,3278.763747534382
min,94520.79510852706,370829.9328724236,253101.85720416295,1687.2393789747725
25%,307148.5758675702,537745.8334440569,406449.25559153827,4815.438420077095
50%,373106.3862643844,582404.6296671561,463162.40665988316,6362.421054031687
75%,445196.3879215493,636380.8102018626,526422.3800213517,8386.04441082065
max,3713145.925628841,1094749.0035542748,1106036.1361306652,33467.981405003484
count,591.0,591.0,591.0,591.0
mean,1216995.1446353113,470781.46293328033,265268.9087578891,6329.181931795119
std,159076.97196788996,62898.141970034914,58711.12861504202,3000.8977815334497
min,699584.26524458,284586.0146667159,128730.65386064503,1500.625021807445
25%,1116271.787101062,430099.0251723918,228647.50867441788,4369.9774949587545
50%,1207462.1498654934,469317.4480247971,259415.3860788565,5772.125271181668
75%,1316698.799150039,504496.52334282035,301264.58563670336,7522.523645466401
max,1701768.7824821887,888558.5020032343,474183.9603703586,29256.21186708721
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,15247.647736776291,32955.82306849396,6494.850393945152
std,0.0,7144.512495959621,40102.190522682395,3020.0801055333754
min,0.0,283.1899650760791,0.0,1441.0239101871641
25%,0.0,9909.380762243918,0.0,4480.071536824339
50%,0.0,14264.040233599218,19903.82212762675,5876.581865371409
75%,0.0,19688.89388776634,55202.58642348131,7699.37826101327
max,0.0,49819.26113504601,209356.38848800078,23817.115073874407
count,1000.0,1000.0,1000.0,1000.0
mean,6.324953376833651,23490.811957845257,135819.25227488845,7768.332149099503
std,93.16023473702235,10991.544901199999,51064.47714118543,3335.9388240341286
min,0.0,4539.943568279656,2001.4128117494045,2445.4446042978166
25%,0.0,16256.427924295585,99667.52453833008,5406.466547910794
50%,0.0,22234.253706889886,134424.31523403205,7076.786909079126
75%,0.0,28344.97840506482,169908.1456115751,9176.90667786016
max,2287.6851144353736,112050.17896966108,315476.57200632966,28964.150702002415
count,1000.0,1000.0,1000.0,1000.0
mean,4.050718164521608,8172.9410568571475,109714.89726030841,7885.526799910726
std,59.00182410430262,7661.192921238618,50175.15197887421,3487.0621053273794
min,0.0,188.34765181682755,0.0,2451.6504226685065
25%,0.0,4338.623584934472,75281.61352123045,5406.341820520633
50%,0.0,6326.267870040179,107296.14909356419,7128.454249192726
75%,0.0,9938.93430258167,142221.66918764068,9478.150040314837
max,1434.252568528444,152717.9654072459,280202.85605418764,30315.887738987774
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4.974322635169299,66916.58696839321,95157.2568247517,6182.891140743819
std,130.63499108490336,16562.31887344976,47607.26161201879,2866.8066687632904
min,0.0,27771.810465672286,0.0,1825.8785879994941
25%,0.0,56361.18379208978,58199.35067539715,4235.498170084479
50%,0.0,65104.19110113282,93107.63383143941,5631.5223001455615
75%,0.0,75441.83886983608,127533.23201802654,7480.63642665989
max,4020.3339173197483,231657.5334794775,294407.76140047214,26433.445802399598
count,1000.0,1000.0,1000.0,1000.0
mean,0.40976246855204496,30167.115937197155,95481.3026745196,7471.681545826245
std,12.957827002775796,10017.187764334858,49872.93387511967,3381.0638196440923
min,0.0,8474.060499633533,0.0,2198.4558219520586
25%,0.0,23486.941393471978,58366.315576051624,5121.157672651447
50%,0.0,29390.860070880015,93190.4516388521,6697.175105653337
75%,0.0,35499.1907436311,129831.02579812535,8999.064742726818
max,409.76246855204494,109502.23576678257,264112.728337543,28567.29366610169
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,16483.986627414382,43816.00990966303,6051.881283454744
std,0.0,7346.500155811471,43836.96422469359,2900.4881814706255
min,0.0,2031.2553328383651,0.0,1475.274615346308
25%,0.0,10846.687323225,876.0289294001686,4134.759932655254
50%,0.0,15355.490912442838,40449.497864148456,5410.62988833586
75%,0.0,21052.49328492438,69778.94247408636,7360.1918405843635
max,0.0,72387.81967059567,256519.2379952366,24587.06842619348
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,8959.068996724482,42551.39250220265,6254.311640028998
std,0.0,6296.340757077637,43393.44529657254,3066.7268048456003
min,0.0,0.0,0.0,1621.5524235303337
25%,0.0,5024.395615631002,0.0,4239.823503484187
50%,0.0,7373.723720888129,38375.93338603694,5635.95986613541
75%,0.0,11345.374004162735,68484.15684594198,7511.937929883078
max,0.0,96684.26566065142,213384.92226688267,36722.85758425631
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,14.305930906226779,80062.76825679369,135635.72356512226,7233.421616656617
std,172.8079713910397,19226.610766051002,49658.98547741397,3488.7632000326257
min,0.0,39518.79834948073,4223.149280208924,1863.6190515247918
25%,0.0,66475.24445039724,100098.26426218555,5013.053409875368
50%,0.0,77292.69667971181,133497.24917194658,6588.470474440435
75%,0.0,91494.76848296967,168844.14929551657,8703.246778889365
max,4019.344227472611,166820.45980143483,334588.263159113,49612.46840859349
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,12743.503013463851,89340.21025132325,7756.066632436786
std,0.0,7892.582300960692,48905.176962007616,3529.218862377247
min,0.0,1289.9229858570895,0.0,2184.184512524501
25%,0.0,7382.236078343831,53478.83376235534,5424.125238134464
50%,0.0,10978.916489139803,86229.52896833437,7043.762669492737
75%,0.0,16485.263543153313,121644.00880440211,9256.966152026043
max,0.0,100877.65878403283,252356.07152454188,31287.039101405633
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,81.0,81.0,81.0,81.0
mean,1781696.1712992236,635216.0168143288,425342.8072671483,7039.361282463007
std,188587.8599673392,67896.80136954051,79098.87870159477,3042.4506112815016
min,1346281.7135007968,478982.0394073187,253616.9183269605,2441.1838037021407
25%,1644796.3754047772,593352.1094482547,368794.7470563591,4902.415766249505
50%,1762633.2755441,629904.035432825,423691.33075302,6436.522222024319
75%,1923254.3643846242,675328.1612966729,488654.89699267736,8445.33080104177
max,2206344.2127422784,954602.2923402404,611284.5674927604,18527.4404490294
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,60266.963054953325,251562.72556069383,226158.07078792583,6100.891309020372
std,45100.544598558794,61067.509901966056,54209.04530320572,2837.765044595153
min,3803.4108249802744,129503.94292726279,80784.44743834015,1508.7151159893592
25%,28036.877424494203,208510.6754820781,187169.262578379,4207.70557576746
50%,49538.610592862606,244206.370426302,221660.7006780862,5483.440463642593
75%,80061.68212827042,285450.04478208104,261899.22659176728,7359.0910388270595
max,433449.6451248367,661119.5360419092,423026.92067679984,26233.831555703113
count,987.0,987.0,987.0,987.0
mean,358652.5601791754,534119.0231181084,463233.78016016766,7689.689225444172
std,130844.66549640945,82653.75986754536,92958.94103661577,3601.487463808959
min,90199.1873860362,352514.053190534,242250.5687222241,2117.1973781933384
25%,275767.70703712717,478582.840313,397500.15491473465,5261.260681790787
50%,345432.0004516551,527558.7851925223,455643.10930480354,6939.223055275735
75%,425506.71979923605,581915.6625406992,511203.20649838104,9223.811845019743
max,1846631.1049397811,1137085.7189437118,989881.9003653992,35095.796910531964
count,1000.0,1000.0,1000.0,1000.0
mean,6.334970797688735,47042.36493525247,101720.33852857535,7337.677189111324
std,93.27787630920473,12633.080573362344,50879.18086814832,3285.847312681319
min,0.0,17818.41962442957,0.0,2084.674794328348
25%,0.0,38446.27838802863,64960.78200023516,5124.158438211613
50%,0.0,45653.264905216594,98678.0680001039,6516.270931365301
75%,0.0,53970.5406252839,134767.0251361364,8872.366567875419
max,2290.1423339893477,102821.35123097968,283004.82475024264,36289.2882916306
count,450.0,450.0,450.0,450.0
mean,1098386.6052459842,601883.7450380821,435849.3830741481,8140.89296768103
std,178251.5673147686,69572.03387798963,91484.36431448591,3545.824985136496
min,624348.7208831401,386323.30591808807,203284.43066103704,2266.831689766861
25%,975650.816157413,557742.1855969994,374024.08778877836,5714.715580065028
50%,1082299.4970933998,600327.0800843304,423879.4047577622,7440.915434401488
75%,1202824.302612071,640105.23047686,482492.2593375411,9844.8583764992
max,2136985.414078158,946162.1661116962,887246.2070298523,26941.337969481054
count,1000.0,1000.0,1000.0,1000.0
mean,0.8028973738837851,45851.011182212744,55920.62311229365,7508.847412316201
std,25.389844288405527,12349.007342080915,41305.728582030075,3456.407563438094
min,0.0,15131.636894298594,0.0,2371.1708412704725
25%,0.0,36703.792380113824,27282.058412038434,5168.711356281515
50%,0.0,44091.84488880998,51524.29698715266,6783.780492089615
75%,0.0,53382.12001529342,82169.20557457651,9001.21412938718
max,802.8973738837851,130315.55589339555,226098.67879204065,32809.23901560276
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43597.53105463128,38162.44722105782,7086.428976615353
std,0.0,11318.44843696521,41539.65717003743,3264.0402664903418
min,0.0,13178.08520172432,0.0,1721.6748974365455
25%,0.0,35740.40456639395,0.0,4839.5669897246935
50%,0.0,42307.79284880664,33198.76861408955,6420.980423955491
75%,0.0,50719.468656776255,62091.06504245209,8529.019214629021
max,0.0,94447.97470445295,223404.89856309904,27007.462270129643
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,296.0,296.0,296.0,296.0
mean,1748309.776068561,860950.7012962955,592105.1120962738,7457.746634833282
std,225855.3857374953,74688.19519882771,121068.83422494397,3097.1551187754203
min,1213822.1902000727,696466.8913495352,334471.276128978,2337.684786992516
25%,1596832.4869515502,810658.6335425859,506661.2642715102,5333.5373299996145
50%,1732791.563497364,856364.8199460655,586028.4909469779,6889.044617977131
75%,1880427.0301254115,905527.2312568286,654009.8846947281,8943.48156379268
max,3025654.415903358,1211799.8737270534,1124031.1060496168,19613.504968072073
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,10564.49907716931,17441.312223638408,6356.872712113023
std,0.0,6242.452219627157,31525.217549141245,3335.6667417195845
min,0.0,266.60134441461105,0.0,1483.8157912383904
25%,0.0,5915.432833261959,0.0,4319.259502202524
50%,0.0,9144.160467581583,0.0,5640.130072613327
75%,0.0,13994.286841393552,31612.64016337137,7573.41573902171
max,0.0,91426.34247828179,184926.1275978915,55908.99557076078
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,9.941710367128161,65658.74181949363,93204.72323522803,7065.623429303223
std,148.63104730812594,16187.414119524017,48644.50892838187,3360.1485652448896
min,0.0,24725.918710894322,0.0,1845.5414219700604
25%,0.0,54584.94964362663,58608.88663854213,4863.077827083439
50%,0.0,63715.97031756589,90319.55875553764,6377.715169284547
75%,0.0,74937.5369309932,121723.59917665886,8510.207205848546
max,4019.004061912179,161049.12583347646,253517.16656209753,42804.49843572076
count,1000.0,1000.0,1000.0,1000.0
mean,0.8026566957432112,58562.86146479393,67776.49564102745,7323.802376306163
std,25.382233377333247,14827.577883525702,47411.289789401584,3228.3846687387404
min,0.0,26204.635105751087,0.0,2335.1971934138687
25%,0.0,48121.166056080285,36251.981658970726,5062.583153623593
50%,0.0,56989.6319987836,60708.06161367333,6674.120666513038
75%,0.0,67459.13034238204,98655.51511576115,8715.450541410593
max,802.6566957432112,182207.32033727592,233403.77757474408,27167.10081165031
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,8102.06027263119,87881.57309052294,5970.96863871371
std,0.0,6652.926482099925,48939.71358087323,2939.2156808015384
min,0.0,137.9648300141019,0.0,1265.8302094249093
25%,0.0,4260.7089690354715,51231.39268723022,4064.2746725856614
50%,0.0,6426.558535178244,83493.87001597416,5365.510407781601
75%,0.0,10081.467555281746,122014.05182928884,7086.478827846548
max,0.0,87873.09685880411,257441.55821116106,28505.918473313995
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,24973.629627783692,68586.02340965564,7807.3553139417545
std,0.0,9615.236568945274,48777.54042208519,3410.357283351211
min,0.0,3776.004210739511,0.0,2517.94747257293
25%,0.0,18209.212641721548,37106.76660907005,5503.637173120709
50%,0.0,24522.55961335855,62616.89000197695,7189.3509382735365
75%,0.0,30540.278025384327,97387.44656021066,9252.94473387522
