,B,C,D,E
mean,0.0,44293.86485334392,46094.02076327996,6585.871595060289
std,0.0,11971.5451518532,44563.30436657225,3273.4135248713096
min,0.0,14247.73321162735,0.0,1939.3457608130607
25%,0.0,36185.0590417979,853.1612594405738,4523.898121680426
50%,0.0,43210.37485963892,41786.45911804443,5895.116701953683
75%,0.0,50696.13750969124,73754.0044104714,7881.296088203842
max,0.0,97040.82510896554,208684.12103525948,47502.930390298876
count,771.0,771.0,771.0,771.0
mean,1013393.9839718394,484348.8698383006,301746.35561735573,8050.685994179209
std,151199.4127415866,70215.28704213465,62065.083999702954,3498.973420658988
min,587757.3332594081,288777.7678815964,146132.61700946424,2136.7574311108483
25%,910641.0159296888,439947.81834657444,256377.0435847371,5632.068459100513
50%,1007514.7759213308,482702.0702572476,297104.68053463823,7418.969227306083
75%,1112607.6307505681,518046.15263691475,340590.26689771423,9691.715179882807
max,1728608.4877578132,1341388.5396055416,566783.2226891996,31728.192075288618
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,737.9895134839845,17368.5554119128,198818.98836834353,8018.81800547725
std,2966.1406519954535,18237.625989472675,54304.57062469932,3341.1793512967915
min,0.0,2422.7316088594794,57850.06565820645,1793.026370370123
25%,0.0,8679.461244069804,161384.5641325758,5592.08070513925
50%,0.0,13330.598645652382,197797.38710997038,7454.574837321174
75%,0.0,19913.26876696627,234283.40327180433,9563.02345603246
max,38766.999793926436,281081.62193251477,413417.75733133534,23911.438387081504
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4195.977070779217,166859.26126041592,199473.52871284395,6503.015691386372
std,8361.991137278965,49160.36999123058,54466.643527180175,3128.84830350756
min,0.0,82283.4463035981,56944.45924401022,1736.0538857612698
25%,0.0,136145.67718162498,161577.26548103342,4333.935655790214
50%,1810.6548846209466,159438.01621012893,197555.77893691405,5798.730849010974
75%,4314.505393839821,188012.3059025073,233896.48986896095,7820.621181402609
max,96443.5454118514,782542.6675864917,425294.5917248534,32732.290695120322
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,34981.84160080267,9222.185412432289,6184.407100662189
std,0.0,9403.626341054263,21342.105015559075,2951.9127904395123
min,0.0,10014.35722154798,0.0,1166.9379425328714
25%,0.0,28521.19053596372,0.0,4228.254381294276
50%,0.0,34553.48353862642,0.0,5513.852356759593
75%,0.0,40775.58306110561,899.6283575974292,7415.001555516343
max,0.0,78301.87559284647,129085.47739686402,31171.431396604326
count,1000.0,1000.0,1000.0,1000.0
mean,2513.2220924415933,141668.088588417,176338.92140201747,6782.912119233123
std,6839.588829579708,35698.98069913391,50515.83112627972,3095.745646506048
min,0.0,73683.31489984009,36581.370548740626,1795.6599410311724
25%,0.0,114840.03952534535,141885.40626866894,4612.897872909222
50%,304.899859407715,137652.81359332686,174851.04595366959,6226.327415216483
75%,2227.675632404933,162534.73032481314,208247.99002064025,8296.768546964304
max,84324.4581751359,420234.24045383855,412482.5473249735,25668.492611014146
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27601.83412030862,48575.33480327034,7615.081942027207
std,0.0,9171.117892801658,37306.09047553221,3537.7147862931856
min,0.0,7374.948382666758,0.0,1917.5099396319586
25%,0.0,21243.068697833332,15585.562380193544,5372.812453448631
50%,0.0,26963.52606768907,46460.61626159596,6864.550960982715
75%,0.0,33150.65153551858,73868.57859794717,8969.701242923646
max,0.0,82181.41104302785,185053.8523004252,36612.46367176722
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,7313.502123774188,12983.280841375179,5602.805689270919
std,0.0,5112.144315834716,28097.97231716857,3031.737331322999
min,0.0,0.0,0.0,1304.8458372788302
25%,0.0,4202.987117005136,0.0,3827.59259674348
50%,0.0,5948.175888022262,0.0,4988.313807660959
75%,0.0,9430.490500674665,0.0,6624.829882447089
max,0.0,88579.80196300859,184926.1275978915,51401.36366126425
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,21144.32728465413,9026.969898879095,7749.25192567219
std,0.0,8128.529866886331,22430.964437276976,3375.517468007755
min,0.0,4145.974657147783,0.0,2041.3368142202014
25%,0.0,14922.71189142803,0.0,5309.372637986278
50%,0.0,20514.499637929628,0.0,6996.001994328257
75%,0.0,26606.87155656428,0.0,9414.791027051911
max,0.0,56517.53899097381,148605.74966464977,31484.887635376806
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,894.0,894.0,894.0,894.0
mean,648012.7670569768,611572.6034161015,473200.7040095773,7811.910598791571
std,157656.85025089275,85473.61687443873,93950.74266076687,3458.115310612229
min,284512.94912994496,390583.3640648596,211923.6131345912,1879.0595647321293
25%,550228.8164885232,556722.8261869386,408517.02350027044,5422.5586464004655
50%,632945.0164863429,610006.6911406647,462231.9410023073,7064.747691359686
75%,729874.5833025377,654123.0130349826,526860.8292820265,9398.615687378324
max,3022871.519091273,1799788.7883113143,1002942.9764475811,32150.414992324182
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,43250.9901157587,74693.98185645079,7273.223759874494
std,0.0,11999.601109263236,49794.9729443913,3210.9638914053494
min,0.0,13109.743637514763,0.0,2335.1971934138687
25%,0.0,35216.77523763073,39583.234913273176,5013.950520506477
50%,0.0,41717.23553876454,71208.18937091326,6624.751676564466
75%,0.0,49575.131697381265,109011.48429673132,8680.265481609746
max,0.0,98008.00748173932,260363.75315756135,27123.0979149468
count,1000.0,1000.0,1000.0,1000.0
mean,7549.602774202761,165139.9014110483,204501.75975829843,7032.441051816852
std,13887.895364165373,42762.75240195666,53338.95132076472,3312.230630580592
min,0.0,84032.93347733597,41216.563270868864,1761.8631493122598
25%,1264.523206976049,136231.8404325206,167714.24557576916,4822.37655851813
50%,3496.713357445074,158055.36030686114,202416.28449461295,6438.171885707735
75%,7646.644352740152,187342.93999411972,239734.66163643473,8503.014645091165
max,156960.1053495667,433745.8954181528,402625.63653314015,36580.76489994497
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30376.324706769145,57623.96519514125,7882.402632723047
std,0.0,9384.54381778875,45933.48813796632,3680.099427901633
min,0.0,8872.030609639525,0.0,2773.6262646064706
25%,0.0,23879.193506620843,25004.384235883568,5302.126661838553
50%,0.0,29912.246209819263,52928.39950255555,7159.74878820003
75%,0.0,36017.24710096189,82855.24171901593,9421.827422468223
max,0.0,104245.1333129927,257523.81570051576,41207.631950890245
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27089.532642261274,19968.390091491572,6246.731205378776
std,0.0,8763.464825687004,34026.640966198436,2918.8860244832317
min,0.0,6670.175427233691,0.0,1399.1073839497888
25%,0.0,20915.72206451156,0.0,4294.95338706753
50%,0.0,26821.407472844112,0.0,5678.039766194155
75%,0.0,32258.991013575345,37985.72536141949,7446.888586814826
max,0.0,69603.7575443527,225941.09642389242,23389.28458539439
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,32053.43625994526,34191.44448689528,6758.921891347868
std,0.0,9394.753079461598,39282.48572921628,3078.6337389698924
min,0.0,10335.598283050622,0.0,1914.0857078570302
25%,0.0,25796.233319931856,0.0,4696.939490169335
50%,0.0,31525.49229209862,26632.608792407744,6167.591280762206
75%,0.0,37434.67608302094,58886.10414001783,7986.214617761566
max,0.0,96722.08930358951,210384.6904705327,27148.34284965821
count,1000.0,1000.0,1000.0,1000.0
mean,673.352076276049,50376.226962066125,167123.86527621688,8031.993705724245
std,2826.8174020171077,13883.3448262728,49762.95419066914,3496.9027394995846
min,0.0,20273.337186524626,19641.68783930196,2535.548290046987
25%,0.0,41325.66096749138,133314.91909253882,5713.033804588606
50%,0.0,48801.50015814419,166210.42247919302,7312.670869138011
75%,0.0,57528.54169426065,198982.14533531835,9683.471765699578
max,40772.19722394198,199097.4867153116,367975.2740512691,46158.77596707618
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26437.00459390121,35865.92402523759,4403.990129298836
std,0.0,8455.01988470376,40597.01952648135,2305.487949426083
min,0.0,7617.172032434551,0.0,873.1065238625731
25%,0.0,20114.128098287223,0.0,2861.1910505878277
50%,0.0,26411.55990737814,28846.110347125377,3979.394466473824
75%,0.0,31915.33018914225,58983.26997673179,5202.229840568077
max,0.0,55895.10933912585,240001.60630581639,21433.48839898223
count,1000.0,1000.0,1000.0,1000.0
mean,24.777680765293336,75534.82141416642,148726.83545311246,8044.308494325196
std,268.37104914605857,20169.5714254219,52714.78024646058,3672.734417953377
min,0.0,35727.6005912775,4460.855210682328,2713.190393327138
25%,0.0,62365.859066147445,113148.40620241764,5611.291343823748
50%,0.0,72688.91721960665,147167.65841536818,7319.231481411837
75%,0.0,85943.70359131531,181859.20364633505,9456.008032842767
max,4817.4678786283885,292430.7483301118,415629.9928953084,37443.0605447905
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,37441.001524843334,30806.10476281503,5618.08997424153
std,0.0,11042.144178963694,38879.719801975894,2665.4139115349494
min,0.0,11020.406100670141,0.0,1371.8414042993952
25%,0.0,30538.182804891145,0.0,3781.35609059767
50%,0.0,36211.31723370265,6167.321081273878,4986.398752915404
75%,0.0,43101.165891813755,52399.401474955186,6692.935329385762
max,0.0,178622.13402365238,202956.9428619484,24678.623295593974
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,6062.301581339434,25312.834622798495,7162.407224165498
std,0.0,4612.871080795813,36313.439258775674,3352.33216516397
min,0.0,0.0,0.0,1875.3970603992184
25%,0.0,3342.046581131966,0.0,4965.333887522791
50%,0.0,5045.844457586125,947.1078887189092,6404.028279453466
75%,0.0,7519.210420635709,46592.99897063276,8535.97856069209
max,0.0,85177.52937076715,213364.31593788255,35996.797866961446
count,1000.0,1000.0,1000.0,1000.0
mean,0.8029025674188214,47793.15059746587,80162.6707966895,7069.036093391566
std,25.390008522403743,12710.673447843414,47371.924503805625,3148.5640650561522
min,0.0,17649.823164924663,0.0,2115.30725698362
25%,0.0,39092.78060140283,45190.01599925984,4865.623011549247
50%,0.0,46261.21581306878,77613.62728710118,6442.016896010457
75%,0.0,55169.17920225795,113600.37145917099,8507.645296251925
max,802.9025674188214,156126.6151972756,248405.6768726143,27034.58358533595
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,29788.727699811592,18413.615470408116,7667.018550170202
std,0.0,8820.731605384903,32994.94985861252,3615.2105434373807
min,0.0,7075.757661470627,0.0,2299.575998053534
25%,0.0,23584.02815412649,0.0,5314.982201465003
50%,0.0,29440.102070455414,0.0,6876.889211357958
75%,0.0,35425.868585402044,30912.54334365207,9118.37509777853
max,0.0,63835.90814082347,173235.29070476635,45577.077145080395
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,35131.76536014554,26032.681123782757,7925.982800414586
std,0.0,9839.836541110064,34035.54686478164,3406.868061323036
min,0.0,10543.4369022988,0.0,2146.2413225519067
25%,0.0,28476.275525227677,0.0,5462.825608372751
50%,0.0,34619.72909677717,1271.1965881775122,7304.886991791831
75%,0.0,40687.604221008376,49195.68314956856,9492.292543549067
max,0.0,86711.78411428783,178460.49657504886,26323.54981241189
count,1000.0,1000.0,1000.0,1000.0
mean,0.8029025674188214,55539.4263070537,80781.90902130735,7924.161871239355
std,25.390008522403743,13981.078538332958,46353.978985480484,3403.271072279669
min,0.0,23158.508128359226,0.0,2590.9596229379285
25%,0.0,46142.70457618683,45255.571660315705,5493.618233400912
50%,0.0,53999.25086351522,78869.55618618533,7293.263560833849
75%,0.0,63237.253752203105,113610.8444091109,9483.47241553391
max,802.9025674188214,168191.10854876315,212401.68301509807,31201.59665765942
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,9049.74313201407,5687.749694663445,7451.708795769805
std,0.0,8671.529581152809,18377.16890933361,3404.5196824617447
min,0.0,0.0,0.0,1826.4294575266376
25%,0.0,5116.939881657194,0.0,5074.49232656848
50%,0.0,7551.616081955981,0.0,6728.026323251042
75%,0.0,11474.762264526553,0.0,8989.39547830222
max,0.0,232128.18506327126,140742.6714085498,33792.23520515051
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,39737.15245106655,18762.213447855407,5188.807041868349
std,0.0,10801.852971702425,32140.296526358554,2644.561507858302
min,0.0,11869.230297654523,0.0,1084.5387227640722
25%,0.0,32618.448622448384,0.0,3442.6802396071926
50%,0.0,38651.53363050805,0.0,4656.76651305925
75%,0.0,45948.86077294693,35746.15769578136,6258.662822395498
max,0.0,99143.11805258231,173561.17730546492,27184.830040486187
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,34328.367866642984,16043.147302470607,7444.541675519087
std,0.0,9445.063264148168,29340.790975908458,3509.3559180406137
min,0.0,10453.142590700285,0.0,1968.0999424270658
25%,0.0,27746.28751006364,0.0,5030.710946695696
50%,0.0,33807.70782365648,0.0,6818.813242994563
75%,0.0,39898.35577377614,29176.537374462452,8878.115425742653
max,0.0,78520.67849165651,165987.98672338063,39480.36968396207
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4.05117463570377,36495.84453286082,112611.90180439809,7937.999659421459
std,59.020286854728475,11237.94238745612,49179.370505700266,3402.1642780517213
min,0.0,13005.42231135727,0.0,2590.9596229379285
25%,0.0,29318.822858822932,79738.6656911213,5513.476817695072
50%,0.0,34636.05724992961,111707.06368962707,7298.2834686344195
75%,0.0,42346.08717040664,144591.8068735054,9542.094209544204
max,1435.2503579194706,157750.17609509066,277920.9180599225,31201.59665765942
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,14661.933807669506,4140.299715247289,7557.454142853876
std,0.0,7156.597935980692,16875.785930556794,3379.189832632891
min,0.0,1803.608875212333,0.0,2248.417488696747
25%,0.0,9245.333470257163,0.0,5279.9150262092335
50%,0.0,13500.912869792035,0.0,6880.248926778331
75%,0.0,19077.39076092421,0.0,8924.470574571023
max,0.0,61414.4249946667,158898.89737023693,30376.791696125656
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4.050718164521608,20537.275174430375,120649.20952735734,6793.437453830954
std,59.00182410430262,12097.48960507642,49746.8909741683,3156.5276237477246
min,0.0,2138.8518863503778,896.6493240490828,1683.063758570352
25%,0.0,13510.279915831643,87065.42817826361,4640.567298300008
50%,0.0,19077.31677805841,116458.32358663573,6115.958443678615
75%,0.0,25191.722747479485,154882.82291814737,8117.100756223524
max,1434.252568528444,260352.06062348097,363842.5094498354,26722.72318741816
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5320.637749927897,27994.293458957836,6560.0677613430225
std,0.0,3959.596473186497,36748.094278086974,2961.5385871191625
min,0.0,0.0,0.0,1711.7235078144859
25%,0.0,2776.112981498385,0.0,4473.33893835628
50%,0.0,4375.0442680861615,1351.0439333324239,5914.834161299364
75%,0.0,6468.959250933418,50602.84632275071,7947.173501787388
max,0.0,28590.24057948119,195589.9385550791,25632.936766111725
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27729.861997027532,89367.7369671007,6796.193053897993
std,0.0,9414.076866072839,47331.06879175356,3212.5588330080323
min,0.0,8230.224462226106,0.0,1836.0579957078985
25%,0.0,20954.850170474198,53921.22813690845,4655.372540079759
50%,0.0,27304.338301164807,85769.3798614991,6100.14006446058
75%,0.0,33458.53573274939,121948.71338018065,8103.65140625912
max,0.0,74669.31793081507,349043.94909028895,30730.870487358865
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5920.193412598884,42845.28293733106,7675.79283404689
std,0.0,5462.392797198363,42879.11082630785,3615.8679580948296
min,0.0,0.0,0.0,2299.575998053534
25%,0.0,2987.1985149614325,0.0,5317.2397013876625
50%,0.0,4752.1306790231865,37903.65690038208,6882.591176835341
75%,0.0,6993.391404409896,70897.87442878001,9153.349381655253
max,0.0,89967.27974127405,225396.30496461003,45577.077145080395
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,5127.699527187923,53777.999508982095,7454.375741458624
std,0.0,5254.019806270046,42323.10668397518,3376.5395369414955
min,0.0,0.0,0.0,2003.3519541766632
25%,0.0,2270.470513760756,20675.78416661753,5178.28125843776
50%,0.0,3941.572014872967,48964.06637864801,6808.841442027693
75%,0.0,6210.776750090396,81531.37476663079,8792.871944105476
max,0.0,77334.97976906765,222658.28226415502,35974.81319704333
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,9356.916334850628,54914.103238842756,7019.108728008822
std,0.0,6659.168487720552,43288.818730646446,3352.573029974489
min,0.0,0.0,0.0,1841.1928716203581
25%,0.0,5278.417342749036,20884.612465198166,4825.999973316989
50%,0.0,7582.0642692406,51075.43637542875,6324.9438739515535
75%,0.0,11834.940709904553,83381.58037160261,8301.509104756877
max,0.0,81872.2545092301,210127.43014427283,34169.32294506135
count,1000.0,1000.0,1000.0,1000.0
mean,71494.1015639404,267179.393328893,214877.35777430446,7341.991305316358
std,48382.875684135215,63187.540964836335,54096.50273650976,3267.162574237886
min,1761.4489894002136,115487.05362635797,50491.31651586988,1811.7641409336175
25%,36298.653123346936,220774.72418725817,177524.1590209186,5077.2541897316605
50%,61339.275857815504,259645.77759020234,215460.49484031397,6606.226059854735
75%,92389.21551356395,299915.460855119,248244.00948419425,8759.215784373308
max,519319.2772959267,561488.8339564027,479054.8210073893,28235.65441183895
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,15727.517502234718,12266.014858795903,6799.909644140871
std,0.0,7366.178828671593,26313.026374651992,3181.485005219113
min,0.0,2198.9614100515255,0.0,1586.0754074860474
25%,0.0,10047.56561746601,0.0,4611.967739495682
50%,0.0,14610.263830868733,0.0,6149.005265588707
75%,0.0,20480.320269720396,1085.3629164351178,8236.74517136775
max,0.0,48650.10929151853,161535.44077877852,27541.333347656197
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,18432.393274774746,193804.18443744516,259728.31048427094,7077.46713019201
std,30679.481603568714,55575.38712672647,59923.71953849008,3263.2811543547878
min,0.0,97452.95561843959,105667.14486094913,1852.8343643907504
25%,3939.7119904570163,158007.8255543232,216902.01218249873,4937.3246527046995
50%,8917.045894433802,185171.8591809306,255101.75969645218,6423.939247807975
75%,20200.619947043524,219084.6835481137,300275.376079721,8251.657189022455
max,389700.0901826943,690454.3226480851,481400.7347019933,28648.158237640622
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,1.8456342370005923,18835.039764637335,94479.36274099948,7174.015076142711
std,47.20362835281655,8520.279078420434,50723.363413726605,3358.4679172145743
min,0.0,3014.894870025432,0.0,1930.2828575656376
25%,0.0,12551.68007916151,55093.537298542265,4918.171660761926
50%,0.0,17785.33687188565,92657.56993891731,6435.198774879357
75%,0.0,23850.062652270837,129303.28574910479,8631.865347392535
max,1435.7390640649041,72829.51891621144,300912.3583782454,30934.241791724664
count,1000.0,1000.0,1000.0,1000.0
mean,9.125323572326277,79749.35255882647,95469.48733306456,7868.389685932557
std,155.97087718605792,18849.365548770023,48754.76158170178,3479.135867276712
min,0.0,29016.0350605575,0.0,1862.738549300675
25%,0.0,66611.08648944797,59665.67042063968,5555.488124727712
50%,0.0,77197.16917572063,94091.57038821474,7127.240998209727
75%,0.0,91970.3765792415,129317.91724494283,9499.959646468882
max,4097.372983699063,173851.7371881061,255051.71715894344,27143.767589087758
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,10159.516563845342,75027.01766515059,7468.829401094539
std,0.0,6675.582529413824,49507.58342900095,3284.652448197536
min,0.0,225.94267857277706,0.0,2075.3084678213904
25%,0.0,5691.475896695891,41793.384424269374,5119.388419608605
50%,0.0,8280.52805722987,70108.46169818797,6878.891772921482
75%,0.0,13618.34490973155,107789.79167883964,8929.258564228297
max,0.0,75932.7738202817,256504.56755117013,25960.151773639544
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,7621.2727593409,92097.88220587783,6768.472427146833
std,0.0,7123.3330576931285,48558.294484797,3111.781871448017
min,0.0,177.26081307662952,0.0,1897.672495655845
25%,0.0,3876.3616057615372,54661.587640471465,4659.928220526355
50%,0.0,5980.1625579369775,90297.78050601302,6183.074722311085
75%,0.0,9141.935966149536,124368.7327085897,8027.359125892631
max,0.0,106270.40989198154,267825.1859995938,25380.392327769652
count,999.0,999.0,999.0,999.0
mean,191140.5570312545,319779.1037152006,252915.7064543074,8079.331088567451
std,77659.6608722033,74946.71536823071,55408.44216555618,3483.1676438187174
min,34683.284663389335,174813.84298394134,91030.85892445562,2309.4186784302683
25%,136054.23212436226,273249.3907907157,214835.70121538354,5691.22404952118
50%,184192.0153021647,311789.3596808111,249417.62858098085,7288.033861239306
75%,236584.5030987301,359311.2834491517,288362.28338266443,9709.006045448818
max,878226.6642828361,1418913.0900492908,446286.33657615294,36851.86644478132
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26612.50213577973,73371.79395946387,7649.341494784198
std,0.0,9224.423771501044,44985.35520713493,3377.5131984870463
min,0.0,6367.352497231666,0.0,2384.3404280735313
25%,0.0,19960.542963203858,41949.77581638861,5316.891486775193
50%,0.0,25832.800645158633,67795.42787149127,7023.091783908547
75%,0.0,32365.848921225963,104891.51429912203,9017.67289403934
max,0.0,68446.16845990655,240514.24097295853,29289.46057596479
count,1000.0,1000.0,1000.0,1000.0
mean,6.341309758573637,12496.29701236619,123131.36377070597,8053.746415289877
std,93.32665326139954,9448.494015446993,49383.015106565996,3716.661123766081
min,0.0,422.3765580017182,961.1043321533514,2893.7096913654104
25%,0.0,6832.991419478462,90208.00680852195,5469.55400024652
50%,0.0,10399.458698661396,121907.07384247049,7292.188135697025
75%,0.0,15903.421143619313,153186.0346478979,9623.337826418965
max,2290.209847223879,156126.3615730403,297649.36653969216,41277.64411053852
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,8.61978904516084,73256.15361972684,65291.25850999665,7326.724076362107
std,155.1540414348987,17130.307813226013,47999.55333687361,3396.865669408347
min,0.0,29542.638981047152,0.0,1966.7302658017902
25%,0.0,62023.0005489099,31632.903958021307,4985.477237457499
50%,0.0,71424.39668272149,59036.376794588956,6630.1799164852755
75%,0.0,82475.35457112032,96669.34394075736,8845.071715156264
max,4096.1100809213885,175693.67447947993,234903.4819966547,26970.052298503626
count,1000.0,1000.0,1000.0,1000.0
mean,20171.67890089786,181724.9818293144,248549.15663358392,6911.6373024152235
std,32682.429662285293,46354.647721242334,53368.397018273434,3262.2810718198416
min,0.0,84123.80504946526,105100.64752559735,1823.4954536288753
25%,4338.242329450524,149444.94362170555,212331.05541862382,4694.395991240608
50%,9924.673898830348,174095.67815401586,244038.52795727082,6211.760161961782
75%,22004.151080544973,205749.99666709438,282770.9515127385,8300.676866696838
max,420528.0875520434,413499.2143862756,438049.8727808936,37558.10664324667
count,1000.0,1000.0,1000.0,1000.0
mean,2.2283017790930253,69388.6172180714,88474.77883733092,5419.419604527295
std,42.388116824628426,16197.835661976414,50409.59629983828,2708.546386133219
min,0.0,29740.594712874,0.0,1254.1740394314543
25%,0.0,58382.63980500765,50379.68288670644,3641.4260580004666
50%,0.0,68404.0713711796,85704.97813937355,4885.32311748121
75%,0.0,78100.2220342413,124922.96206583397,6465.24576507931
max,976.5603488417531,143382.13973538304,261198.16671120483,34131.17150715207
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,46730.19628547635,84249.09589093349,7841.4975732619
std,0.0,13344.883430626242,48323.501580960896,3722.714169631324
min,0.0,14254.996112775583,0.0,2573.316336672174
25%,0.0,37754.51665205885,49126.29188526407,5343.93982865625
50%,0.0,45085.67691155953,83614.09243189011,7103.999725004766
75%,0.0,52924.281071008496,116148.91174092225,9288.402554848619
max,0.0,184356.03414889346,273300.0844140194,44327.760518160176
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,920.0,920.0,920.0,920.0
mean,541769.3739077763,572270.1891672882,457690.12700904155,6760.907983988315
std,166413.1096396258,80169.24574939061,91240.00922777806,3204.7657682573563
min,164067.73229105657,385365.90520253,226464.20160267648,2006.7822415535684
25%,448692.3621903795,517992.79873902624,396418.07113201474,4683.735452679864
50%,522874.67341264046,568846.0572005056,446271.6509367769,6128.2835449628565
75%,611872.0574911322,621250.6132613833,508558.6858187732,8135.753284007261
max,3312540.2107015653,919724.6522607617,924644.5155788413,29194.832575160064
count,1000.0,1000.0,1000.0,1000.0
mean,2.2286534215434264,54460.198520911355,123742.58692192221,6407.188416067017
std,42.397059037613936,14360.203098134116,52444.04420877077,3140.414821844557
