,PFA-1-1,PFA-2-1,PFA-3-1,PFA-4-1,PFV-1-1,PFV-2-1,PFV-3-1,PFV-4-1,PID-1-1,PID-2-1,PID-3-1,PFA-1-2,PFA-2-2,PFA-3-2,PFA-4-2,PFV-1-2,PFV-2-2,PFV-3-2,PFV-4-2,PID-1-2,PID-2-2,PID-3-2
Units,g,g,g,g,inps,inps,inps,inps,rad,rad,rad,g,g,g,g,inps,inps,inps,inps,rad,rad,rad
72,2.093576604554866,1.009283126293996,0.7667417184265011,0.6927199792960663,162.05200000000005,163.753,161.502,159.509,0.0253814102564102,0.0255685897435897,0.0254852564102563,2.093576604554866,1.009283126293996,0.7667417184265011,0.6927199792960663,162.05200000000005,163.753,161.502,159.509,0.0253814102564102,0.0255685897435897,0.0254852564102563
73,0.4981262939958592,0.8956418219461697,0.1215921325051759,0.8228881987577641,63.1892,60.8165,48.2026,53.0401,0.1999076923076923,0.0243108974358973,0.015125641025641,0.4981262939958592,0.8956418219461697,0.1215921325051759,0.8228881987577641,63.1892,60.8165,48.2026,53.0401,0.1999076923076923,0.0243108974358973,0.015125641025641
74,1.3651423395445137,0.2082569875776397,0.2879373706004141,0.3677872670807454,152.756,154.046,155.92700000000005,155.485,0.0019416666666666,0.0020653846153846,0.0019897435897435,1.3651423395445137,0.2082569875776397,0.2879373706004141,0.3677872670807454,152.756,154.046,155.92700000000005,155.485,0.0019416666666666,0.0020653846153846,0.0019897435897435
75,4.6055383022774325,2.193900103519669,1.760794513457557,1.5037370600414082,58.2642,58.2046,61.2203,64.3824,0.0594243589743589,0.0495980769230768,0.0465147435897435,4.6055383022774325,2.193900103519669,1.760794513457557,1.5037370600414082,58.2642,58.2046,61.2203,64.3824,0.0594243589743589,0.0495980769230768,0.0465147435897435
76,1.0605305383022774,0.1113297101449275,0.1524314182194617,0.2028938923395444,53.2574,22.297,24.4119,20.2898,0.2000333333333333,0.0623314102564102,0.0240641025641026,1.0605305383022774,0.1113297101449275,0.1524314182194617,0.2028938923395444,53.2574,22.297,24.4119,20.2898,0.2000333333333333,0.0623314102564102,0.0240641025641026
77,1.0291951345755694,0.5024560041407867,0.4448136645962733,0.4402251552795031,39.8557,40.2362,40.6754,42.5371,0.0073897435897435,0.0094243589743589,0.0110711538461538,1.0291951345755694,0.5024560041407867,0.4448136645962733,0.4402251552795031,39.8557,40.2362,40.6754,42.5371,0.0073897435897435,0.0094243589743589,0.0110711538461538
78,3.3362318840579714,1.4592158385093168,1.1612551759834369,1.201622670807453,104.547,91.0561,72.32,78.4864,0.0553525641025641,0.0440235256410256,0.0412378205128205,3.3362318840579714,1.4592158385093168,1.1612551759834369,1.201622670807453,104.547,91.0561,72.32,78.4864,0.0553525641025641,0.0440235256410256,0.0412378205128205
79,0.1309704968944099,0.0684197722567287,0.0633962215320911,0.1039298654244306,37.3156,37.1146,38.3674,39.4824,0.0030858974358974,0.0044160256410256,0.0032391025641025,0.1309704968944099,0.0684197722567287,0.0633962215320911,0.1039298654244306,37.3156,37.1146,38.3674,39.4824,0.0030858974358974,0.0044160256410256,0.0032391025641025
80,0.7281392339544515,0.3150310559006211,0.3232375776397516,0.4260351966873706,45.2188,45.0105,43.08,40.308,0.0070794871794871,0.0094570512820512,0.0090455128205128,0.7281392339544515,0.3150310559006211,0.3232375776397516,0.4260351966873706,45.2188,45.0105,43.08,40.308,0.0070794871794871,0.0094570512820512,0.0090455128205128
81,2.3603053830227743,0.94291149068323,0.3899456521739131,0.5159394409937889,59.9168,61.463,62.9424,62.018,0.0524673076923076,0.0425993589743589,0.0294410256410256,2.3603053830227743,0.94291149068323,0.3899456521739131,0.5159394409937889,59.9168,61.463,62.9424,62.018,0.0524673076923076,0.0425993589743589,0.0294410256410256
82,0.4456185300207039,0.0744575569358178,0.0911089544513457,0.0874283126293996,59.7978,60.8229,62.425,62.3633,0.0027653846153846,0.0035935897435897,0.0026628205128205,0.4456185300207039,0.0744575569358178,0.0911089544513457,0.0874283126293996,59.7978,60.8229,62.425,62.3633,0.0027653846153846,0.0035935897435897,0.0026628205128205
83,0.6614337474120083,0.058108436853002,0.1182766563146998,0.5179994824016564,12.1963,25.2049,57.9926,102.524,0.1999435897435896,0.1779897435897435,0.1026576923076923,0.6614337474120083,0.058108436853002,0.1182766563146998,0.5179994824016564,12.1963,25.2049,57.9926,102.524,0.1999435897435896,0.1779897435897435,0.1026576923076923
84,1.2429891304347829,0.0095080745341614,0.2645160455486543,0.289065734989648,25.4476,32.7766,66.1711,66.5736,0.1999501923076923,0.136251282051282,0.017125,1.2429891304347829,0.0095080745341614,0.2645160455486543,0.289065734989648,25.4476,32.7766,66.1711,66.5736,0.1999501923076923,0.136251282051282,0.017125
85,0.2138152173913043,0.0475791925465838,0.056995082815735,0.0816169772256728,33.4785,33.5281,33.4726,33.7962,0.0012038461538461,0.0018652564102564,0.0019363461538461,0.2138152173913043,0.0475791925465838,0.056995082815735,0.0816169772256728,33.4785,33.5281,33.4726,33.7962,0.0012038461538461,0.0018652564102564,0.0019363461538461
86,0.1524409937888198,0.0773933747412008,0.0813726708074534,0.098597049689441,67.824,68.5489,69.4459,69.521,0.0025596153846153,0.0031634615384615,0.0024533076923076,0.1524409937888198,0.0773933747412008,0.0813726708074534,0.098597049689441,67.824,68.5489,69.4459,69.521,0.0025596153846153,0.0031634615384615,0.0024533076923076
87,2.7544513457556934,1.072712215320911,0.4623990683229814,0.6662292960662526,49.3989,50.1255,51.4951,52.5779,0.0700243589743589,0.0579083333333333,0.0414185897435897,2.7544513457556934,1.072712215320911,0.4623990683229814,0.6662292960662526,49.3989,50.1255,51.4951,52.5779,0.0700243589743589,0.0579083333333333,0.0414185897435897
88,2.8250517598343685,1.4687655279503105,1.4344306418219464,1.1666330227743271,68.8412,65.0113,70.5933,78.5254,0.0246897435897435,0.0201025641025641,0.0217397435897435,2.8250517598343685,1.4687655279503105,1.4344306418219464,1.1666330227743271,68.8412,65.0113,70.5933,78.5254,0.0246897435897435,0.0201025641025641,0.0217397435897435
89,0.3542572463768116,0.090574016563147,0.110835403726708,0.1678002070393375,53.0145,52.8908,51.5213,51.5776,0.003075641025641,0.0045711538461538,0.004226923076923,0.3542572463768116,0.090574016563147,0.110835403726708,0.1678002070393375,53.0145,52.8908,51.5213,51.5776,0.003075641025641,0.0045711538461538,0.004226923076923
