1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PID-1-1,1-PID-2-1,1-PID-3-1
1.9109239130434783,0.8722101449275362,0.6835170807453417,0.05459807692307694,0.03914679487179487,0.02825769230769232
0.5996713250517599,0.3927329192546584,0.497129917184265,0.0060275641025641065,0.0073442307692307566,0.007490384615384626
0.05459679089026916,0.053809782608695664,0.0853592132505176,0.0011044871794871787,0.0015628205128205145,0.0015108974358974331
1.536055900621118,0.7245910973084887,0.6997049689440994,0.028385256410256406,0.028028846153846147,0.02649871794871793
0.8085973084886129,0.3248369565217392,0.40744047619047613,0.030926923076923067,0.03261025641025643,0.028194230769230763
0.04351138716356108,0.039479554865424434,0.07024792960662526,0.0018166666666666687,0.0027980769230769157,0.0023641025641025657
1.2682194616977227,0.4297981366459628,0.4968426501035197,0.04225467948717948,0.037256410256410265,0.03223717948717949
0.07596842650103519,0.06952355072463769,0.09146816770186336,0.001940384615384625,0.0025621794871794933,0.0021980769230769246
1.8293607660455489,0.7169927536231885,0.7833281573498965,0.07176538461538462,0.06331858974358973,0.051246794871794864
1.6164285714285718,0.9687577639751556,1.0180124223602485,0.01662051282051281,0.019456410256410255,0.021622435897435902
0.08836904761904762,0.055708074534161496,0.06767132505175984,0.0012346153846153993,0.001560897435897442,0.0014021153846153784
0.5590372670807454,0.26807971014492754,0.3352018633540373,0.01373141025641023,0.016429487179487196,0.014428846153846162
0.06888224637681159,0.06672437888198758,0.08806392339544515,0.0031474358974358948,0.004076923076923095,0.003340384615384596
1.6744047619047622,0.9194384057971012,0.9200879917184264,0.02304230769230769,0.023424358974358992,0.026792948717948743
1.626746894409938,0.6709627329192547,0.5581806418219462,0.05638551282051282,0.044004487179487184,0.04225961538461539
2.6002070393374743,1.0126966873706005,1.0937215320910971,0.05012692307692308,0.03950192307692306,0.037471153846153855
0.04315916149068323,0.03780357142857143,0.06907168737060042,0.0020660256410256427,0.0030716666666666635,0.002501346153846158
1.124733436853002,0.4656107660455487,0.5903907867494824,0.04029570512820513,0.036441666666666664,0.0287775641025641
0.05458462732919255,0.05059653209109731,0.08022101449275362,0.0015544871794871775,0.0022647435897435947,0.0020493589743589805
0.6377432712215322,0.38365165631469983,0.3990372670807453,0.020965384615384625,0.017100641025641048,0.016884615384615387
0.10842753623188406,0.11905124223602485,0.1276493271221532,0.00341282051282053,0.004180769230769234,0.0031096153846153795
1.9031909937888203,0.7762629399585921,0.7319073498964804,0.04465833333333336,0.04984615384615386,0.04682948717948717
0.0669756728778468,0.0591498447204969,0.0743822463768116,0.0020128205128205133,0.0027570512820512785,0.002393589743589745
0.10516304347826087,0.10625517598343684,0.12961206004140788,0.002089102564102546,0.0025557692307692182,0.002171153846153819
1.164355590062112,0.4882531055900621,0.5939052795031057,0.025123076923076918,0.023630769230769226,0.02224102564102564
0.09327639751552796,0.09565062111801244,0.09894461697722567,0.002946794871794882,0.003582051282051292,0.002682051282051294
0.038502070393374735,0.0417129917184265,0.04860714285714286,0.002294871794871798,0.003008974358974361,0.002128846153846157
0.8082349896480332,0.3420833333333334,0.41625,0.017692948717948704,0.0189628205128205,0.01953333333333333
1.3260300207039342,0.6358954451345756,0.6224145962732919,0.032948076923076934,0.03439935897435899,0.035792307692307686
1.8596299171842647,1.0245160455486544,1.1847412008281577,0.019428846153846147,0.01851153846153845,0.017427564102564113
2.538209109730849,1.7233203933747414,1.2840139751552797,0.0941801282051282,0.0804955128205128,0.0702012820512821
0.060659161490683226,0.0716886645962733,0.09687034161490683,0.002900641025641029,0.0037820512820512815,0.0029660256410256407
1.1773524844720498,0.5961050724637682,0.671498447204969,0.02104615384615385,0.02067371794871796,0.01954230769230772
1.5158074534161494,0.6529166666666667,0.7219202898550725,0.02471974358974359,0.02746025641025641,0.026596153846153842
0.05554787784679089,0.04768400621118013,0.07799715320910974,0.0012096153846153895,0.0017506410256410336,0.0017009396794871801
0.6688509316770187,0.32134575569358176,0.38379917184265017,0.015194871794871797,0.01718525641025642,0.01726282051282052
2.817520703933748,1.2628985507246375,0.9487085921325052,0.10867051282051282,0.060325807692307686,0.05529679487179488
0.06317650103519669,0.08687629399585922,0.11100750517598346,0.0032557692307692266,0.004297435897435902,0.003302564102564103
1.4247851966873706,0.4900207039337475,0.5062448240165631,0.038805769230769234,0.03355384615384616,0.029298717948717943
1.3927872670807455,0.6024042443064183,0.6957505175983436,0.024127884615384617,0.02271858974358973,0.023158333333333336
2.0947256728778467,0.5687267080745341,0.6388923395445135,0.07770782051282052,0.0678769230769231,0.05603782051282055
1.397184265010352,0.5876578674948241,0.5226811594202899,0.04598589743589744,0.04268717948717948,0.04068974358974359
1.3486283643892343,0.5021687370600414,0.5783825051759834,0.01585320512820512,0.015839102564102567,0.015330128205128187
0.05016873706004141,0.0450072463768116,0.0686832298136646,0.0022782051282051363,0.0033653846153846177,0.002601282051282047
0.042270445134575584,0.0446037784679089,0.06337836438923396,0.001667948717948725,0.0021493589743589755,0.0018578974358974358
0.06113017598343685,0.056421066252588,0.0869223602484472,0.0014775641025641091,0.0020442307692307648,0.001907692307692314
0.05835869565217393,0.056869047619047625,0.09724792960662526,0.0024564102564102594,0.003687820512820515,0.003058974358974358
1.3811697722567289,0.5987707039337474,0.633925983436853,0.03263269230769232,0.026362820512820517,0.02208141025641024
0.07717339544513459,0.06656444099378883,0.09190605590062112,0.0016923076923077108,0.002282051282051293,0.0019141025641025667
1.2221739130434786,0.5029503105590063,0.5975232919254658,0.07539455128205128,0.06979166666666667,0.052927564102564086
16.32652691511387,3.95861801242236,1.185370082815735,0.12021346153846152,0.0767801923076923,0.045317307692307685
0.06923214285714288,0.04486904761904762,0.08323861283643894,0.0018548717948717942,0.002936217948717949,0.002742500000000001
1.511358695652174,0.8577846790890271,0.8893892339544515,0.021087820512820536,0.022032692307692312,0.024419230769230797
