Period (sec),RSN-81 Horizontal-1 pSa (g),RSN-81 Horizontal-2 pSa (g),RSN-81 Vertical pSa (g),RSN-164 Horizontal-1 pSa (g),RSN-164 Horizontal-2 pSa (g),RSN-164 Vertical pSa (g),RSN-294 Horizontal-1 pSa (g),RSN-294 Horizontal-2 pSa (g),RSN-294 Vertical pSa (g),RSN-587 Horizontal-1 pSa (g),RSN-587 Horizontal-2 pSa (g),RSN-587 Vertical pSa (g),RSN-749 Horizontal-1 pSa (g),RSN-749 Horizontal-2 pSa (g),RSN-749 Vertical pSa (g),RSN-779 Horizontal-1 pSa (g),RSN-779 Horizontal-2 pSa (g),RSN-779 Vertical pSa (g),RSN-781 Horizontal-1 pSa (g),RSN-781 Horizontal-2 pSa (g),RSN-781 Vertical pSa (g),RSN-787 Horizontal-1 pSa (g),RSN-787 Horizontal-2 pSa (g),RSN-787 Vertical pSa (g),RSN-798 Horizontal-1 pSa (g),RSN-798 Horizontal-2 pSa (g),RSN-798 Vertical pSa (g),RSN-812 Horizontal-1 pSa (g),RSN-812 Horizontal-2 pSa (g),RSN-812 Vertical pSa (g),RSN-825 Horizontal-1 pSa (g),RSN-825 Horizontal-2 pSa (g),RSN-825 Vertical pSa (g),RSN-827 Horizontal-1 pSa (g),RSN-827 Horizontal-2 pSa (g),RSN-827 Vertical pSa (g),RSN-946 Horizontal-1 pSa (g),RSN-946 Horizontal-2 pSa (g),RSN-946 Vertical pSa (g),RSN-1005 Horizontal-1 pSa (g),RSN-1005 Horizontal-2 pSa (g),RSN-1005 Vertical pSa (g),RSN-1083 Horizontal-1 pSa (g),RSN-1083 Horizontal-2 pSa (g),RSN-1083 Vertical pSa (g),RSN-1089 Horizontal-1 pSa (g),RSN-1089 Horizontal-2 pSa (g),RSN-1089 Vertical pSa (g),RSN-1093 Horizontal-1 pSa (g),RSN-1093 Horizontal-2 pSa (g),RSN-1093 Vertical pSa (g),RSN-1148 Horizontal-1 pSa (g),RSN-1148 Horizontal-2 pSa (g),RSN-1148 Vertical pSa (g),RSN-1190 Horizontal-1 pSa (g),RSN-1190 Horizontal-2 pSa (g),RSN-1190 Vertical pSa (g),RSN-1198 Horizontal-1 pSa (g),RSN-1198 Horizontal-2 pSa (g),RSN-1198 Vertical pSa (g),RSN-1214 Horizontal-1 pSa (g),RSN-1214 Horizontal-2 pSa (g),RSN-1214 Vertical pSa (g),RSN-1218 Horizontal-1 pSa (g),RSN-1218 Horizontal-2 pSa (g),RSN-1218 Vertical pSa (g),RSN-1227 Horizontal-1 pSa (g),RSN-1227 Horizontal-2 pSa (g),RSN-1227 Vertical pSa (g),RSN-1230 Horizontal-1 pSa (g),RSN-1230 Horizontal-2 pSa (g),RSN-1230 Vertical pSa (g),RSN-1263 Horizontal-1 pSa (g),RSN-1263 Horizontal-2 pSa (g),RSN-1263 Vertical pSa (g),RSN-1269 Horizontal-1 pSa (g),RSN-1269 Horizontal-2 pSa (g),RSN-1269 Vertical pSa (g),RSN-1274 Horizontal-1 pSa (g),RSN-1274 Horizontal-2 pSa (g),RSN-1274 Vertical pSa (g),RSN-1277 Horizontal-1 pSa (g),RSN-1277 Horizontal-2 pSa (g),RSN-1277 Vertical pSa (g),RSN-1279 Horizontal-1 pSa (g),RSN-1279 Horizontal-2 pSa (g),RSN-1279 Vertical pSa (g),RSN-1285 Horizontal-1 pSa (g),RSN-1285 Horizontal-2 pSa (g),RSN-1285 Vertical pSa (g),RSN-1299 Horizontal-1 pSa (g),RSN-1299 Horizontal-2 pSa (g),RSN-1299 Vertical pSa (g),RSN-1301 Horizontal-1 pSa (g),RSN-1301 Horizontal-2 pSa (g),RSN-1301 Vertical pSa (g),RSN-1321 Horizontal-1 pSa (g),RSN-1321 Horizontal-2 pSa (g),RSN-1321 Vertical pSa (g),RSN-1339 Horizontal-1 pSa (g),RSN-1339 Horizontal-2 pSa (g),RSN-1339 Vertical pSa (g),RSN-1375 Horizontal-1 pSa (g),RSN-1375 Horizontal-2 pSa (g),RSN-1375 Vertical pSa (g),RSN-1380 Horizontal-1 pSa (g),RSN-1380 Horizontal-2 pSa (g),RSN-1380 Vertical pSa (g),RSN-1402 Horizontal-1 pSa (g),RSN-1402 Horizontal-2 pSa (g),RSN-1402 Vertical pSa (g),RSN-1475 Horizontal-1 pSa (g),RSN-1475 Horizontal-2 pSa (g),RSN-1475 Vertical pSa (g),RSN-1478 Horizontal-1 pSa (g),RSN-1478 Horizontal-2 pSa (g),RSN-1478 Vertical pSa (g),RSN-1484 Horizontal-1 pSa (g),RSN-1484 Horizontal-2 pSa (g),RSN-1484 Vertical pSa (g),RSN-1486 Horizontal-1 pSa (g),RSN-1486 Horizontal-2 pSa (g),RSN-1486 Vertical pSa (g),RSN-1489 Horizontal-1 pSa (g),RSN-1489 Horizontal-2 pSa (g),RSN-1489 Vertical pSa (g),RSN-1490 Horizontal-1 pSa (g),RSN-1490 Horizontal-2 pSa (g),RSN-1490 Vertical pSa (g),RSN-1493 Horizontal-1 pSa (g),RSN-1493 Horizontal-2 pSa (g),RSN-1493 Vertical pSa (g),RSN-1496 Horizontal-1 pSa (g),RSN-1496 Horizontal-2 pSa (g),RSN-1496 Vertical pSa (g),RSN-1497 Horizontal-1 pSa (g),RSN-1497 Horizontal-2 pSa (g),RSN-1497 Vertical pSa (g),RSN-1515 Horizontal-1 pSa (g),RSN-1515 Horizontal-2 pSa (g),RSN-1515 Vertical pSa (g),RSN-1532 Horizontal-1 pSa (g),RSN-1532 Horizontal-2 pSa (g),RSN-1532 Vertical pSa (g),RSN-1541 Horizontal-1 pSa (g),RSN-1541 Horizontal-2 pSa (g),RSN-1541 Vertical pSa (g),RSN-1545 Horizontal-1 pSa (g),RSN-1545 Horizontal-2 pSa (g),RSN-1545 Vertical pSa (g),RSN-1549 Horizontal-1 pSa (g),RSN-1549 Horizontal-2 pSa (g),RSN-1549 Vertical pSa (g),RSN-1572 Horizontal-1 pSa (g),RSN-1572 Horizontal-2 pSa (g),RSN-1572 Vertical pSa (g),RSN-1573 Horizontal-1 pSa (g),RSN-1573 Horizontal-2 pSa (g),RSN-1573 Vertical pSa (g),RSN-1575 Horizontal-1 pSa (g),RSN-1575 Horizontal-2 pSa (g),RSN-1575 Vertical pSa (g),RSN-1579 Horizontal-1 pSa (g),RSN-1579 Horizontal-2 pSa (g),RSN-1579 Vertical pSa (g),RSN-1588 Horizontal-1 pSa (g),RSN-1588 Horizontal-2 pSa (g),RSN-1588 Vertical pSa (g),RSN-1620 Horizontal-1 pSa (g),RSN-1620 Horizontal-2 pSa (g),RSN-1620 Vertical pSa (g),RSN-1833 Horizontal-1 pSa (g),RSN-1833 Horizontal-2 pSa (g),RSN-1833 Vertical pSa (g),RSN-3760 Horizontal-1 pSa (g),RSN-3760 Horizontal-2 pSa (g),RSN-3760 Vertical pSa (g),RSN-3905 Horizontal-1 pSa (g),RSN-3905 Horizontal-2 pSa (g),RSN-3905 Vertical pSa (g),RSN-3909 Horizontal-1 pSa (g),RSN-3909 Horizontal-2 pSa (g),RSN-3909 Vertical pSa (g),RSN-3911 Horizontal-1 pSa (g),RSN-3911 Horizontal-2 pSa (g),RSN-3911 Vertical pSa (g),RSN-3916 Horizontal-1 pSa (g),RSN-3916 Horizontal-2 pSa (g),RSN-3916 Vertical pSa (g),RSN-3924 Horizontal-1 pSa (g),RSN-3924 Horizontal-2 pSa (g),RSN-3924 Vertical pSa (g),RSN-3928 Horizontal-1 pSa (g),RSN-3928 Horizontal-2 pSa (g),RSN-3928 Vertical pSa (g),RSN-3929 Horizontal-1 pSa (g),RSN-3929 Horizontal-2 pSa (g),RSN-3929 Vertical pSa (g),RSN-3947 Horizontal-1 pSa (g),RSN-3947 Horizontal-2 pSa (g),RSN-3947 Vertical pSa (g),RSN-3960 Horizontal-1 pSa (g),RSN-3960 Horizontal-2 pSa (g),RSN-3960 Vertical pSa (g),RSN-3964 Horizontal-1 pSa (g),RSN-3964 Horizontal-2 pSa (g),RSN-3964 Vertical pSa (g),RSN-3966 Horizontal-1 pSa (g),RSN-3966 Horizontal-2 pSa (g),RSN-3966 Vertical pSa (g),RSN-3967 Horizontal-1 pSa (g),RSN-3967 Horizontal-2 pSa (g),RSN-3967 Vertical pSa (g),RSN-4031 Horizontal-1 pSa (g),RSN-4031 Horizontal-2 pSa (g),RSN-4031 Vertical pSa (g),RSN-4037 Horizontal-1 pSa (g),RSN-4037 Horizontal-2 pSa (g),RSN-4037 Vertical pSa (g),RSN-4160 Horizontal-1 pSa (g),RSN-4160 Horizontal-2 pSa (g),RSN-4160 Vertical pSa (g),RSN-4211 Horizontal-1 pSa (g),RSN-4211 Horizontal-2 pSa (g),RSN-4211 Vertical pSa (g),RSN-4224 Horizontal-1 pSa (g),RSN-4224 Horizontal-2 pSa (g),RSN-4224 Vertical pSa (g),RSN-4230 Horizontal-1 pSa (g),RSN-4230 Horizontal-2 pSa (g),RSN-4230 Vertical pSa (g),RSN-4457 Horizontal-1 pSa (g),RSN-4457 Horizontal-2 pSa (g),RSN-4457 Vertical pSa (g),RSN-4854 Horizontal-1 pSa (g),RSN-4854 Horizontal-2 pSa (g),RSN-4854 Vertical pSa (g),RSN-4882 Horizontal-1 pSa (g),RSN-4882 Horizontal-2 pSa (g),RSN-4882 Vertical pSa (g),RSN-4998 Horizontal-1 pSa (g),RSN-4998 Horizontal-2 pSa (g),RSN-4998 Vertical pSa (g),RSN-5061 Horizontal-1 pSa (g),RSN-5061 Horizontal-2 pSa (g),RSN-5061 Vertical pSa (g),RSN-5267 Horizontal-1 pSa (g),RSN-5267 Horizontal-2 pSa (g),RSN-5267 Vertical pSa (g),RSN-5274 Horizontal-1 pSa (g),RSN-5274 Horizontal-2 pSa (g),RSN-5274 Vertical pSa (g),RSN-5275 Horizontal-1 pSa (g),RSN-5275 Horizontal-2 pSa (g),RSN-5275 Vertical pSa (g),RSN-5280 Horizontal-1 pSa (g),RSN-5280 Horizontal-2 pSa (g),RSN-5280 Vertical pSa (g),RSN-5281 Horizontal-1 pSa (g),RSN-5281 Horizontal-2 pSa (g),RSN-5281 Vertical pSa (g),RSN-5282 Horizontal-1 pSa (g),RSN-5282 Horizontal-2 pSa (g),RSN-5282 Vertical pSa (g),RSN-5494 Horizontal-1 pSa (g),RSN-5494 Horizontal-2 pSa (g),RSN-5494 Vertical pSa (g),RSN-5617 Horizontal-1 pSa (g),RSN-5617 Horizontal-2 pSa (g),RSN-5617 Vertical pSa (g),RSN-5623 Horizontal-1 pSa (g),RSN-5623 Horizontal-2 pSa (g),RSN-5623 Vertical pSa (g),RSN-5637 Horizontal-1 pSa (g),RSN-5637 Horizontal-2 pSa (g),RSN-5637 Vertical pSa (g),RSN-5660 Horizontal-1 pSa (g),RSN-5660 Horizontal-2 pSa (g),RSN-5660 Vertical pSa (g),RSN-5804 Horizontal-1 pSa (g),RSN-5804 Horizontal-2 pSa (g),RSN-5804 Vertical pSa (g),RSN-5807 Horizontal-1 pSa (g),RSN-5807 Horizontal-2 pSa (g),RSN-5807 Vertical pSa (g),RSN-5818 Horizontal-1 pSa (g),RSN-5818 Horizontal-2 pSa (g),RSN-5818 Vertical pSa (g),RSN-5842 Horizontal-1 pSa (g),RSN-5842 Horizontal-2 pSa (g),RSN-5842 Vertical pSa (g),RSN-6980 Horizontal-1 pSa (g),RSN-6980 Horizontal-2 pSa (g),RSN-6980 Vertical pSa (g),RSN-8163 Horizontal-1 pSa (g),RSN-8163 Horizontal-2 pSa (g),RSN-8163 Vertical pSa (g),RSN-8597 Horizontal-1 pSa (g),RSN-8597 Horizontal-2 pSa (g),RSN-8597 Vertical pSa (g),RSN-15 Horizontal-1 pSa (g),RSN-15 Horizontal-2 pSa (g),RSN-15 Vertical pSa (g),RSN-65 Horizontal-1 pSa (g),RSN-65 Horizontal-2 pSa (g),RSN-65 Vertical pSa (g),RSN-68 Horizontal-1 pSa (g),RSN-68 Horizontal-2 pSa (g),RSN-68 Vertical pSa (g),RSN-121 Horizontal-1 pSa (g),RSN-121 Horizontal-2 pSa (g),RSN-121 Vertical pSa (g),RSN-187 Horizontal-1 pSa (g),RSN-187 Horizontal-2 pSa (g),RSN-187 Vertical pSa (g),RSN-20 Horizontal-1 pSa (g),RSN-20 Horizontal-2 pSa (g),RSN-20 Vertical pSa (g),RSN-36 Horizontal-1 pSa (g),RSN-36 Horizontal-2 pSa (g),RSN-36 Vertical pSa (g),RSN-82 Horizontal-1 pSa (g),RSN-82 Horizontal-2 pSa (g),RSN-82 Vertical pSa (g),RSN-122 Horizontal-1 pSa (g),RSN-122 Horizontal-2 pSa (g),RSN-122 Vertical pSa (g),RSN-575 Horizontal-1 pSa (g),RSN-575 Horizontal-2 pSa (g),RSN-575 Vertical pSa (g),RSN-577 Horizontal-1 pSa (g),RSN-577 Horizontal-2 pSa (g),RSN-577 Vertical pSa (g),RSN-579 Horizontal-1 pSa (g),RSN-579 Horizontal-2 pSa (g),RSN-579 Vertical pSa (g),RSN-138 Horizontal-1 pSa (g),RSN-138 Horizontal-2 pSa (g),RSN-138 Vertical pSa (g),RSN-725 Horizontal-1 pSa (g),RSN-725 Horizontal-2 pSa (g),RSN-725 Vertical pSa (g),RSN-821 Horizontal-1 pSa (g),RSN-821 Horizontal-2 pSa (g),RSN-821 Vertical pSa (g),RSN-882 Horizontal-1 pSa (g),RSN-882 Horizontal-2 pSa (g),RSN-882 Vertical pSa (g),RSN-1106 Horizontal-1 pSa (g),RSN-1106 Horizontal-2 pSa (g),RSN-1106 Vertical pSa (g),RSN-1107 Horizontal-1 pSa (g),RSN-1107 Horizontal-2 pSa (g),RSN-1107 Vertical pSa (g),RSN-1615 Horizontal-1 pSa (g),RSN-1615 Horizontal-2 pSa (g),RSN-1615 Vertical pSa (g),RSN-3747 Horizontal-1 pSa (g),RSN-3747 Horizontal-2 pSa (g),RSN-3747 Vertical pSa (g),RSN-3753 Horizontal-1 pSa (g),RSN-3753 Horizontal-2 pSa (g),RSN-3753 Vertical pSa (g),RSN-3979 Horizontal-1 pSa (g),RSN-3979 Horizontal-2 pSa (g),RSN-3979 Vertical pSa (g),RSN-4040 Horizontal-1 pSa (g),RSN-4040 Horizontal-2 pSa (g),RSN-4040 Vertical pSa (g),RSN-347 Horizontal-1 pSa (g),RSN-347 Horizontal-2 pSa (g),RSN-347 Vertical pSa (g),RSN-352 Horizontal-1 pSa (g),RSN-352 Horizontal-2 pSa (g),RSN-352 Vertical pSa (g),RSN-357 Horizontal-1 pSa (g),RSN-357 Horizontal-2 pSa (g),RSN-357 Vertical pSa (g),RSN-471 Horizontal-1 pSa (g),RSN-471 Horizontal-2 pSa (g),RSN-471 Vertical pSa (g),RSN-522 Horizontal-1 pSa (g),RSN-522 Horizontal-2 pSa (g),RSN-522 Vertical pSa (g),RSN-523 Horizontal-1 pSa (g),RSN-523 Horizontal-2 pSa (g),RSN-523 Vertical pSa (g),RSN-817 Horizontal-1 pSa (g),RSN-817 Horizontal-2 pSa (g),RSN-817 Vertical pSa (g),RSN-818 Horizontal-1 pSa (g),RSN-818 Horizontal-2 pSa (g),RSN-818 Vertical pSa (g),RSN-819 Horizontal-1 pSa (g),RSN-819 Horizontal-2 pSa (g),RSN-819 Vertical pSa (g),RSN-930 Horizontal-1 pSa (g),RSN-930 Horizontal-2 pSa (g),RSN-930 Vertical pSa (g)
0.01,0.10588840000000001,0.1406331,0.0552,0.1690526,0.1582017,0.213,0.04709564,0.03559235,0.0244,0.28527290000000005,0.24319549999999998,0.14400000000000002,0.07569889999999999,0.04661136,0.0228,0.5757768,0.6079278,0.897,0.05800553,0.08861336,0.0309,0.1949881,0.2772743,0.0913,0.03570811,0.07682439,0.026000000000000002,0.08074633,0.08289981,0.0503,1.506261,1.068219,0.7440000000000001,0.1178394,0.11443699999999998,0.0496,0.04656015,0.06909713,0.0297,0.1289998,0.18805560000000002,0.0991,0.1343812,0.1585484,0.20800000000000002,0.19420910000000002,0.32576859999999996,0.2,0.04027797,0.04592845,0.0266,0.2107084,0.1342583,0.0837,0.06577844,0.05152817,0.0232,0.2897195,0.2379786,0.161,0.03941174,0.0538217,0.0216,0.02874888,0.04283744,0.0205,0.2338756,0.1600891,0.0997,0.04307541,0.05062572,0.0288,0.07901756,0.06593157,0.0371,0.1294232,0.1353161,0.0478,0.06421999,0.06789364,0.034,0.1031836,0.08695079,0.0505,0.07115261,0.08194513,0.0488,0.07356038,0.06045668,0.0314,0.05055016,0.0157329,,0.1047078,0.1086478,0.0605,0.0702255,0.06111187,0.0273,0.07871062,0.03346401,0.0236,0.03324068,0.04281715,0.0206,0.08583207,0.07996234,0.0284,0.3124165,0.4009328,0.0891,0.11864839999999999,0.09134188,0.0575,0.157671,0.1855951,0.0744,0.2531294,0.2128301,0.0838,0.1424256,0.11904690000000001,0.0987,0.2792873,0.24476030000000001,0.184,0.1460326,0.1308088,0.0885,0.22988499999999998,0.1346714,0.12300000000000001,0.15660020000000002,0.14325970000000002,0.12,0.11377899999999999,0.10236569999999999,0.0834,0.22561199999999998,0.1859843,0.132,0.11340230000000001,0.1266518,0.0629,0.1890508,0.1355325,0.122,0.22775679999999998,0.19740510000000003,0.17,1.009677,0.6256606,0.342,0.03520863,0.0225668,0.0143,0.03513524,0.03034125,0.0228,0.04460003,0.06694558,0.0274,0.02873985,0.03730233,0.0163,0.05609441,0.05018017,0.0327,0.02506863,0.01778479,0.0116,0.02136559,0.02928399,0.021,0.1953692,0.1675192,0.0815,0.11000150000000002,0.1915304,0.0727,0.1056238,0.11585539999999998,0.0733,0.1666756,0.20136010000000001,0.105,0.0849268,0.1053487,0.0394,0.07891947,0.08038249,0.0614,0.2867274,0.13466229999999998,0.09300000000000001,0.1087105,0.14279920000000002,0.0535,0.7336272,0.6193662,0.648,0.09882524,0.08522998,0.0334,0.7442827,0.5774406999999999,0.415,0.6492671,0.6090699,0.295,0.03960509,0.04181714,0.0311,0.4353902,0.48558999999999997,0.266,0.1698547,0.11351839999999999,0.0871,0.22428829999999997,0.1791797,0.0731,1.7851259999999998,0.878691,0.59,0.1173037,0.1315812,0.0473,0.06836921,0.08559849,0.0287,0.1871448,0.2287366,0.22899999999999998,0.120807,0.19107639999999998,0.0516,0.271442,0.4033521,0.16,0.1135768,0.07868259,0.0293,0.05238162,0.08550345,0.0347,0.22001669999999998,0.2837865,0.065,0.1426085,0.13236320000000001,0.0781,0.1522705,0.1190125,0.0689,0.1525434,0.15354189999999998,0.0884,0.07449882,0.07499222,0.0283,0.1299239,0.12472670000000001,0.0743,0.1199776,0.11010639999999998,0.0568,0.2766998,0.2605554,0.11800000000000001,0.2050939,0.247369,0.125,0.2150694,0.1830705,0.17,0.1415635,0.09957249,0.11699999999999999,0.29639840000000006,0.2600703,0.17300000000000001,0.31557929999999995,0.3631667,0.27699999999999997,0.4294317,0.7094971999999999,0.29100000000000004,0.04035501,0.03691643,0.0341,0.12526969999999998,0.1534979,0.0649,0.03432478,0.03202105,0.0198,0.07791698,0.09336807,0.0556,0.1602915,0.1819235,0.113,0.08377288,0.10464260000000002,0.0392,0.231654,0.2007894,0.168,0.02946638,0.02998884,0.0146,0.11347629999999999,0.20568730000000002,0.162,0.16342120000000002,0.2035711,0.0424,0.1340308,0.05787422,0.0325,0.02708596,0.02589837,0.0112,0.06190176,0.09102023,0.0348,0.11979369999999999,0.1426944,0.083,0.1258311,0.1751736,0.0645,0.1266418,0.1642794,0.0889,0.10673060000000001,0.08524356,0.0651,0.47793990000000003,0.2907726,,0.38788520000000004,0.49619309999999994,0.235,0.1363433,0.1339298,0.11199999999999999,0.8389168,0.6313489999999999,0.344,0.24758200000000002,0.328783,0.174,0.11969269999999999,0.2625127,0.0957,0.14089620000000003,0.1760016,0.075,0.2159494,0.20711639999999998,0.102,0.1796418,0.12692160000000002,0.0883,0.8605204,0.6368083000000001,0.9690000000000001,0.04968219,0.05194455,0.0257,0.13861510000000002,0.12357839999999999,0.0673,0.15328050000000001,0.1071211,0.0335,0.08093726,0.07004429,0.0328,0.0601678,0.11483010000000002,0.0915,0.0563039,0.04390074,0.0453,0.03351416,0.03804244,0.0163,0.11801689999999998,0.1108618,0.0451,0.07566953,0.04537564,0.0178,0.11189729999999999,0.0965919,0.10800000000000001
0.02,0.11198879999999999,0.14238710000000002,0.066,0.1710691,0.15806660000000003,0.21,0.04760922,0.03566265,0.0252,0.28706750000000003,0.24467379999999997,0.14400000000000002,0.07577828,0.0466978,0.0229,0.6051416000000001,0.6205831999999999,0.914,0.05851311,0.08886832,0.0313,0.19573,0.27756040000000004,0.0941,0.03580111,0.07715625,0.0262,0.08093678,0.08331845,0.0513,1.520973,1.06532,0.745,0.11826480000000002,0.11545699999999999,0.0497,0.04703622,0.06935033,0.0296,0.1263563,0.18533729999999998,0.0975,0.1331401,0.1574128,0.205,0.19808370000000003,0.3379988,0.297,0.03969935,0.04576957,0.0262,0.2151426,0.1383761,0.0914,0.06604849,0.05197494,0.0232,0.29368829999999996,0.23854899999999998,0.163,0.03952841,0.05427458,0.0218,0.02886151,0.0430675,0.0207,0.233994,0.16027579999999997,0.0998,0.04328105,0.05082401,0.0289,0.07915089,0.06609762,0.0374,0.1307364,0.1353835,0.0482,0.06481446,0.06795829,0.0348,0.10335319999999999,0.08705296,0.0521,0.07146821,0.082228,0.0507,0.07371358,0.0605739,0.0317,0.05086522,0.01578308,,0.1063809,0.10953579999999999,0.0622,0.07035383,0.06127335,0.0278,0.07885085,0.033555400000000006,0.0237,0.03335659,0.042920599999999996,0.0207,0.08613483,0.08009285,0.0286,0.31926129999999997,0.4076453,0.0905,0.11911860000000002,0.09132185,0.0595,0.15794760000000002,0.1863086,0.076,0.25448930000000003,0.2138225,0.087,0.1432339,0.1193981,0.10099999999999999,0.28608649999999997,0.2499053,0.191,0.14692679999999997,0.13158870000000003,0.0893,0.23461970000000001,0.13531329999999997,0.124,0.1573987,0.1440503,0.121,0.1141644,0.102627,0.0842,0.22784580000000001,0.1863434,0.134,0.1138039,0.12700160000000002,0.064,0.1894899,0.14112470000000002,0.125,0.22880830000000002,0.2002476,0.174,1.059641,0.6335754,0.348,0.03527958,0.02260267,0.0143,0.03522474,0.03038425,0.0228,0.044706,0.06697632,0.0274,0.028797399999999997,0.037358999999999996,0.0163,0.05616891,0.05019995,0.0327,0.02528318,0.01760681,0.0116,0.02211889,0.03006759,0.0243,0.1923221,0.16543210000000003,0.0909,0.10958419999999999,0.1882037,0.0765,0.10406289999999999,0.1178417,0.0734,0.1751235,0.1974919,0.10400000000000001,0.08608247,0.10758910000000001,0.0406,0.08074439,0.08188558,0.0674,0.2898687,0.13653020000000002,0.0965,0.11053810000000001,0.1458026,0.0561,0.7452373000000001,0.6312305,0.6890000000000001,0.1005832,0.08408016,0.0341,0.7415881,0.6285637,0.449,0.6387537,0.6276041,0.332,0.04069072,0.04353291,0.0323,0.4435719,0.5157284000000001,0.284,0.17900950000000002,0.1377679,0.131,0.2220235,0.17519210000000002,0.0734,1.758275,0.8701889000000002,0.5820000000000001,0.1200444,0.1371967,0.0534,0.06907735,0.08655316,0.0289,0.1901154,0.2332069,0.23600000000000002,0.11911530000000001,0.19090179999999998,0.0527,0.26743920000000004,0.3964729,0.157,0.1175792,0.08134348,0.0297,0.05197025,0.08773785,0.0362,0.2171112,0.2844001,0.0645,0.13963470000000003,0.1306871,0.0767,0.1547582,0.12193399999999999,0.0721,0.15315710000000002,0.1547303,0.0893,0.0758895,0.07684332,0.0302,0.1329019,0.12699839999999998,0.0852,0.1198877,0.1110452,0.0577,0.27354429999999996,0.2558222,0.126,0.2078323,0.2478694,0.13699999999999998,0.2116225,0.1837609,0.177,0.1394503,0.09727073,0.115,0.2922382,0.26355209999999996,0.195,0.33036859999999996,0.35667109999999996,0.28600000000000003,0.4282741,0.7062068,0.28600000000000003,0.04056864,0.03801043,0.0346,0.1256033,0.1539434,0.0695,0.03480577,0.03297699,0.0218,0.07720803,0.09249047,0.0566,0.15905039999999998,0.1815391,0.111,0.08447764,0.1098627,0.0404,0.2319499,0.2504281,0.225,0.03035037,0.03121915,0.018000000000000002,0.1209345,0.2122558,0.16699999999999998,0.1644219,0.20400739999999998,0.0425,0.1328605,0.05771186,0.0325,0.02714575,0.02613695,0.0112,0.06250152,0.09110406,0.0354,0.1196826,0.1418399,0.0821,0.1252595,0.1750389,0.0651,0.12669,0.1638445,0.0873,0.1075711,0.08556878,0.0653,0.48042650000000003,0.28939440000000005,,0.3915847,0.4999339,0.23800000000000002,0.1379776,0.1347112,0.11699999999999999,0.8440475000000001,0.6335645000000001,0.34600000000000003,0.2475871,0.32417540000000006,0.171,0.12079780000000001,0.25991190000000003,0.0991,0.1419872,0.1768771,0.0781,0.2166193,0.20966410000000002,0.10800000000000001,0.18672650000000002,0.13130429999999998,0.106,1.0651540000000002,0.6810483,1.32,0.04947105,0.05159091,0.0264,0.1377535,0.1230816,0.068,0.151363,0.1056401,0.0332,0.08136717,0.07023383,0.034,0.06438875,0.116378,0.10400000000000001,0.05698909,0.04472935,0.0493,0.03361116,0.03822234,0.0163,0.11829489999999998,0.1110729,0.0453,0.07588552,0.04569236,0.0178,0.1115656,0.09545789,0.107
